,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
1259,1259,Navitas,2021-11-26,very strange,1.0,Admissions Officer,"Oxford, England",reviews,subjective,negative,en,"pro : none , none im afraid . con : everything , everything possible im afraid",0.6115827,,
4825,4825,Navitas,13/4/2021,-,5.0,-,United States,benefits,subjective,positive,,"since company global , us employee better average health benefit respect us employers. . 401k excellent .",0.67066765,3447.0,"since company global , us employee better average health benefit respect us employers. . 401k excellent ."
4828,4828,Navitas,2/4/2019,-,5.0,-,United States,benefits,subjective,positive,,"best thing work environment , co-worker really friendly supportive",0.8459523,3450.0,"best thing work environment , co-worker really friendly supportive"
4835,4835,Navitas,22/4/2020,-,1.0,-,United Kingdom,benefits,subjective,negative,,"lack benefit , dont treat staff equally",0.73419404,3457.0,"lack benefit , dont treat staff equally"
4836,4836,Navitas,24/3/2019,-,1.0,-,United Kingdom,benefits,subjective,negative,,talk bonus financial trouble take investor win ’ happen,0.59536445,3458.0,talk bonus financial trouble take investor win ’ happen
4837,4837,Navitas,2/2/2018,-,1.0,-,United Kingdom,benefits,subjective,negative,,receive no benefit .,0.59253883,3459.0,receive no benefit .
4845,4845,Navitas,28/5/2020,-,1.0,-,Australia,benefits,subjective,negative,,awful pay bonus scheme convolute 's deliberately misleading staff,0.86729276,3467.0,awful pay bonus scheme convolute 's deliberately misleading staff
4847,4847,Navitas,4/10/2018,-,1.0,-,Australia,benefits,subjective,negative,,"none . last 9 month 've ; - eva bonus scheme scrap - performance review scrap - personal development plan scrap - annual leave restriction ; length 2 week , time 's not near start end term enforce 7 day leave christmas mean third annual leave dictate - salary review scrap last 4 year mean due inflation 're effectively work less year plus side , always biscuits kitchen : )",0.8418836,3469.0,"none . last 9 month 've ; - eva bonus scheme scrap - performance review scrap - personal development plan scrap - annual leave restriction ; length 2 week , time 's not near start end term enforce 7 day leave christmas mean third annual leave dictate - salary review scrap last 4 year mean due inflation 're effectively work less year plus side , always biscuits kitchen : )"
13757,13757,Navitas,19/6/2022,Great,5.0,Academic Advisor,,reviews,subjective,negative,,pro : great company . like job depend people end work make difference good bad work environment .. con : like job depend people end work make difference good bad work environment .,0.8352662,12379.0,pro : great company . like job depend people end work make difference good bad work environment .. con : like job depend people end work make difference good bad work environment .
13758,13758,Navitas,14/7/2022,Dodgy organisation,1.0,Anonymous Employee,Brisbane,reviews,subjective,negative,,pro : trainer teacher pretty good . con : no support management low salary no career progression poor culture seem prioritise drinking,0.6769399,12380.0,pro : trainer teacher pretty good . con : no support management low salary no career progression poor culture seem prioritise drinking
13761,13761,Navitas,27/5/2022,Great experience,5.0,Recruitment,,reviews,subjective,positive,,pro : great colleague friendly warm . con : heavy work load need sometimes,0.5755092,12383.0,pro : great colleague friendly warm . con : heavy work load need sometimes
13764,13764,Navitas,31/5/2022,A marketing boys club run by narcissists,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : people education delude think place credibility , look good cv . con : place run sycophantic narcissist whose lack competence outdone total disregard student ’ suppose help .",0.8350309,12386.0,"pro : people education delude think place credibility , look good cv . con : place run sycophantic narcissist whose lack competence outdone total disregard student ’ suppose help ."
13767,13767,Navitas,26/4/2022,.,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : lucky enough work alongside great people .. con : extremely unpleasant work culture . hr management bully try throw bus give opportunity save . don ’ regret many thing , work one .",0.8611784,12389.0,"pro : lucky enough work alongside great people .. con : extremely unpleasant work culture . hr management bully try throw bus give opportunity save . don ’ regret many thing , work one ."
13768,13768,Navitas,11/4/2022,Toxic work environment and management in it for themselves,1.0,Marketing Manager,,reviews,subjective,negative,,"pro : meet wonderful people work .. con : toxic work environment . manager gaslight care make look good . no humanity , empathy care employee - certainly not practice preach . n't care student , pay bring ( especially come international student )",0.88207424,12390.0,"pro : meet wonderful people work .. con : toxic work environment . manager gaslight care make look good . no humanity , empathy care employee - certainly not practice preach . n't care student , pay bring ( especially come international student )"
13769,13769,Navitas,6/3/2022,Great place to work,5.0,Administrator,,reviews,subjective,positive,,"pro : great culture , support , upskilling opportunity . con : no con see far",0.63638306,12391.0,"pro : great culture , support , upskilling opportunity . con : no con see far"
13776,13776,Navitas,8/2/2022,Culture of bullies,1.0,WHS Officer,Sydney,reviews,subjective,negative,,pro : salary package generous good benefit . con : culture rife bully extreme micromanagement . feel suffocated many layer decision maker project progression not possible . system poor outdated .,0.8855576,12398.0,pro : salary package generous good benefit . con : culture rife bully extreme micromanagement . feel suffocated many layer decision maker project progression not possible . system poor outdated .
13780,13780,Navitas,4/12/2021,Navitas is highly recommended,5.0,Students Recruitment,,reviews,subjective,positive,,pro : amazing employer competitive package .. con : nothing really bad happen yet .,0.7614367,12402.0,pro : amazing employer competitive package .. con : nothing really bad happen yet .
13786,13786,Navitas,28/10/2021,Such a good environment,5.0,Anonymous Employee,"Vancouver, BC",reviews,subjective,positive,,"pro : family-oriented work environment , really enjoy people really nice . con : not think",0.7562034,12408.0,"pro : family-oriented work environment , really enjoy people really nice . con : not think"
13791,13791,Navitas,5/11/2021,All the goodness is gone,1.0,Marketing and Admissions,"London, England",reviews,subjective,positive,,pro : use friend make trust put .. con : good thing go .,0.6084949,12413.0,pro : use friend make trust put .. con : good thing go .
13792,13792,Navitas,24/10/2021,Nice working environment,1.0,Anonymous Employee,,reviews,subjective,positive,,pro : nice colleague supportive management . con : not think,0.5045064,12414.0,pro : nice colleague supportive management . con : not think
13799,13799,Navitas,17/9/2021,Epic mistake,1.0,Admissions Manager,"Oxford, England",reviews,subjective,negative,,"pro : multicultural atmosphere company recruit people world . con : mistake work company . culture really old-fashioned , hard-nosed mainly suit people not compassionate believe `` business business business `` .this funny product education normally attract care people . lot bully level organisation . no atmosphere office no social programme . company not invest people everyone edge . speak senior manager fear lose job .",0.9353767,12421.0,"pro : multicultural atmosphere company recruit people world . con : mistake work company . culture really old-fashioned , hard-nosed mainly suit people not compassionate believe `` business business business `` .this funny product education normally attract care people . lot bully level organisation . no atmosphere office no social programme . company not invest people everyone edge . speak senior manager fear lose job ."
13800,13800,Navitas,12/8/2021,Casual,5.0,Casual Team Member,Brisbane,reviews,subjective,negative,,"pro : work environment , company culture , colleague great . treat well motivate come work . pay average wage .. con : outdated technology mean inefficient operation . casual position covid-19 lockdown mean big loss income . internal disagreement different business unit . little chance advancement within current business unit .",0.6620554,12422.0,"pro : work environment , company culture , colleague great . treat well motivate come work . pay average wage .. con : outdated technology mean inefficient operation . casual position covid-19 lockdown mean big loss income . internal disagreement different business unit . little chance advancement within current business unit ."
13801,13801,Navitas,13/9/2021,Far too many at the top levels,1.0,Anonymous Employee,,reviews,subjective,positive,,pro : staff college level lovely supportive one another .. con : many senior manager corporate structure align know not know .,0.6368023,12423.0,pro : staff college level lovely supportive one another .. con : many senior manager corporate structure align know not know .
13804,13804,Navitas,2/8/2021,Hostile and nasty,1.0,Marketing Associate,Dubai,reviews,subjective,negative,,"pro : pay good , atmosphere bad 's hardly worth . con : everything apart pay",0.68894154,12426.0,"pro : pay good , atmosphere bad 's hardly worth . con : everything apart pay"
13806,13806,Navitas,22/6/2021,Great,5.0,Anonymous Employee,,reviews,subjective,positive,,pro : great company teach english . con : present none report,0.58896744,12428.0,pro : great company teach english . con : present none report
13807,13807,Navitas,20/7/2021,,1.0,Payroll Specialist,Sydney,reviews,subjective,negative,,"pro : bad management , no procedure place . con : nothing . negative environment . no incentive",0.8146695,12429.0,"pro : bad management , no procedure place . con : nothing . negative environment . no incentive"
13815,13815,Navitas,10/6/2021,Waste of Time,1.0,Director,"Oxford, England",reviews,subjective,negative,,"pro : nothing particular ’ get company . con : culture awful . quite people good others nasty . company compete university no particular educational strength . instead offer v flexible admission , entry level term date , generous recruitment incentive agent high profit level private equity company . european division ride covid wave remarkably successfully profit remain strong . student want buy course ? say ’ take course company great maximise shareholder value ? say ’ take course get great value money institution put interest shareholder ?",0.8892631,12437.0,"pro : nothing particular ’ get company . con : culture awful . quite people good others nasty . company compete university no particular educational strength . instead offer v flexible admission , entry level term date , generous recruitment incentive agent high profit level private equity company . european division ride covid wave remarkably successfully profit remain strong . student want buy course ? say ’ take course company great maximise shareholder value ? say ’ take course get great value money institution put interest shareholder ?"
13829,13829,Navitas,24/2/2021,Loved working here,5.0,Teacher of English As A Foreign Language,,reviews,subjective,positive,,"pro : great support , great company culture . great teamwork .. con : long hour school require . not necessarily bad thing , likely bring quality teach .",0.73667604,12451.0,"pro : great support , great company culture . great teamwork .. con : long hour school require . not necessarily bad thing , likely bring quality teach ."
13840,13840,Navitas,5/2/2021,Not a good CRO to work with for long time,1.0,Associate Project Manager,Bangalore,reviews,subjective,negative,,"pro : good place work team . con : not much employee benefit , hr team policy outdated . make employee work time return give nothing not even comp . 90 day notice period",0.7743359,12462.0,"pro : good place work team . con : not much employee benefit , hr team policy outdated . make employee work time return give nothing not even comp . 90 day notice period"
13842,13842,Navitas,12/1/2021,STAY AWAY,1.0,ESL Teacher,Fairfield,reviews,subjective,negative,,pro : could n't wait go home complete paperwork day .... con : money-hungry driven corporation care minimum education individual ie . almost every single client pass assessment task `` full support `` ( answer indirectly coerce give student via teacher/trainer ) . torture teacher teach over-sized class . n't care teacher/staff welfare even union involvement . paperwork/admin nonsense purposeful teach practicality .,0.9022435,12464.0,pro : could n't wait go home complete paperwork day .... con : money-hungry driven corporation care minimum education individual ie . almost every single client pass assessment task `` full support `` ( answer indirectly coerce give student via teacher/trainer ) . torture teacher teach over-sized class . n't care teacher/staff welfare even union involvement . paperwork/admin nonsense purposeful teach practicality .
13846,13846,Navitas,7/11/2020,Corrupted workplace,1.0,Back Office,Sydney,reviews,subjective,negative,,"pro : nothing , nothing , nothing , nothing nothing .. con : unprofessional workplace . people rude unhelpful",0.8482282,12468.0,"pro : nothing , nothing , nothing , nothing nothing .. con : unprofessional workplace . people rude unhelpful"
13857,13857,Navitas,19/8/2020,AVOID,1.0,SSO,,reviews,subjective,negative,,"pro : absolutely nothing pro work . con : not work , read review join navitas wish listen . not look staff , worked , don ’ care say , don ’ follow policy process . understaffed run whole college expect able everything . management useless . don ’ bother take complaint hr nothing . don ’ know single person enjoy work company .",0.935855,12479.0,"pro : absolutely nothing pro work . con : not work , read review join navitas wish listen . not look staff , worked , don ’ care say , don ’ follow policy process . understaffed run whole college expect able everything . management useless . don ’ bother take complaint hr nothing . don ’ know single person enjoy work company ."
13858,13858,Navitas,3/8/2020,Avoid if you want to stay in your job more than a year.,1.0,Marketing,,reviews,subjective,negative,,pro : work international local student . con : navitas focus unrealistic short term sale target lay people target not meet . cultural tension maximisation profit try run university campus focus academic excellence . corporate structure really strange central marketing team support individual marketing manager embed business unit ( university college ) . marketing academic staff constantly loggerhead student promise target fail eventuate class .,0.8806358,12480.0,pro : work international local student . con : navitas focus unrealistic short term sale target lay people target not meet . cultural tension maximisation profit try run university campus focus academic excellence . corporate structure really strange central marketing team support individual marketing manager embed business unit ( university college ) . marketing academic staff constantly loggerhead student promise target fail eventuate class .
13861,13861,Navitas,27/6/2020,History Repeating,1.0,Marketing Director,"Boston, MA",reviews,subjective,negative,,pro : good pay good colleague . con : management full yes men chance promotion agree everything management say . definitely not company promote people challenge status quo think outside square . many lifer navitas not enough disrupters .,0.6660184,12483.0,pro : good pay good colleague . con : management full yes men chance promotion agree everything management say . definitely not company promote people challenge status quo think outside square . many lifer navitas not enough disrupters .
13863,13863,Navitas,12/5/2020,Great workplace,5.0,Analyst,"Perth, Western Australia",reviews,subjective,positive,,"pro : great place work , safe happy environment . con : no con think",0.7267525,12485.0,"pro : great place work , safe happy environment . con : no con think"
13864,13864,Navitas,17/5/2020,Join the company at your own risk,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : no benefit , location central delhi . con : upper management unskilled disillusion . risk career join company n't know head . sink ship !",0.8781913,12486.0,"pro : no benefit , location central delhi . con : upper management unskilled disillusion . risk career join company n't know head . sink ship !"
13866,13866,Navitas,3/5/2020,try to avoid this company,1.0,Rep,,reviews,subjective,negative,,"pro : quick staff turnover , lot position advertise time time . con : manager director hire without proper industry experience , management skill . manager dont even degree ! shocking , right ? brutal , push management approach .",0.73857874,12488.0,"pro : quick staff turnover , lot position advertise time time . con : manager director hire without proper industry experience , management skill . manager dont even degree ! shocking , right ? brutal , push management approach ."
13868,13868,Navitas,21/4/2020,"This company only cares about money, staff are the last priority",1.0,Teacher,,reviews,subjective,negative,,"pro : people draw company want make difference think business encourage . great people work navitas everyone supportive terrible work condition put .. con : - manager hire willingness agree whatever ask , challenge status quo not welcome . - staff always last priority - education not priority , student satisfaction not education - company reduce pay many worker ask sign new contract , n't get pay rise get pay decrease - company use passion workforce make money return favour pay work staff - student treat staff way see fit staff hold accountable student comment regardless comment true",0.9346955,12490.0,"pro : people draw company want make difference think business encourage . great people work navitas everyone supportive terrible work condition put .. con : - manager hire willingness agree whatever ask , challenge status quo not welcome . - staff always last priority - education not priority , student satisfaction not education - company reduce pay many worker ask sign new contract , n't get pay rise get pay decrease - company use passion workforce make money return favour pay work staff - student treat staff way see fit staff hold accountable student comment regardless comment true"
13869,13869,Navitas,15/4/2020,Please avoid at all costs,1.0,Finance,"Oxford, England",reviews,subjective,negative,,pro : not pro work . con : simply treat like piece meat . get everything n't care try get rid,0.5534281,12491.0,pro : not pro work . con : simply treat like piece meat . get everything n't care try get rid
13870,13870,Navitas,12/4/2020,Join at your risk as you could thrown out of the company anytime,1.0,Very Unstable Organization,,reviews,subjective,negative,,"pro : nothing except flexible work hour . con : poor management , frequent layoff , no appraisal , bad unskilled upper mgt",0.85277814,12492.0,"pro : nothing except flexible work hour . con : poor management , frequent layoff , no appraisal , bad unskilled upper mgt"
13872,13872,Navitas,15/3/2020,Untrustworthy Sinking Ship,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : first , grow professional . not formal professional development program , hr policy , feeling company truly value colleague . anything , exact opposite true . rather , grow disappoint . laugh behind back . win ’ get promotion year hard work . politics come c-suite paralyze good idea come colleague . executive care airline hotel choose point idea . also learn ’ like not trust . ’ like senior leader hold month ‘ strategy ’ meeting behind closed door result end partnership , severe layoff , week self-doubt . find way tell potential student partner navitas , global education company , no longer prioritize large destination international students—the united state . learn play serious office politics . become favorite charge ? far willing go bidding ? ’ say worth it—especially student recruitment number plummet ? back-up plan take employment . don ’ stop look new opportunity , make friend ringer last month . reach former employee , instructor , partner make expendable .. con : others say company lose soul absolutely true . potential employee , part-time faculty member , potential university partner , go somewhere else . company face threat australia ( thanks camino ! ) , uk , across north america . us enrollment number fall 50 % , others like shorelight education actually grow invest people technology . look happen university new hampshire , one navitas ’ old us partner fall 2019. unh navitas ’ high rank us partner , new president eager build strong private-public partnership . even write book , “ insider ’ guide work universities . ” navitas executive read ? buy ? even look outside cover ? don ’ think . not ’ busy cut job , damage reputation former adjunct faculty member , try squeeze positive ebitda . north american leadership team should resign sheer incompetence , lack empathy , long list broken promise . take job , ’ tell need move don ’ t—what kind message say others ?",0.9138367,12494.0,"pro : first , grow professional . not formal professional development program , hr policy , feeling company truly value colleague . anything , exact opposite true . rather , grow disappoint . laugh behind back . win ’ get promotion year hard work . politics come c-suite paralyze good idea come colleague . executive care airline hotel choose point idea . also learn ’ like not trust . ’ like senior leader hold month ‘ strategy ’ meeting behind closed door result end partnership , severe layoff , week self-doubt . find way tell potential student partner navitas , global education company , no longer prioritize large destination international students—the united state . learn play serious office politics . become favorite charge ? far willing go bidding ? ’ say worth it—especially student recruitment number plummet ? back-up plan take employment . don ’ stop look new opportunity , make friend ringer last month . reach former employee , instructor , partner make expendable .. con : others say company lose soul absolutely true . potential employee , part-time faculty member , potential university partner , go somewhere else . company face threat australia ( thanks camino ! ) , uk , across north america . us enrollment number fall 50 % , others like shorelight education actually grow invest people technology . look happen university new hampshire , one navitas ’ old us partner fall 2019. unh navitas ’ high rank us partner , new president eager build strong private-public partnership . even write book , “ insider ’ guide work universities . ” navitas executive read ? buy ? even look outside cover ? don ’ think . not ’ busy cut job , damage reputation former adjunct faculty member , try squeeze positive ebitda . north american leadership team should resign sheer incompetence , lack empathy , long list broken promise . take job , ’ tell need move don ’ t—what kind message say others ?"
13873,13873,Navitas,16/3/2020,Own up!,1.0,,,reviews,subjective,negative,,"pro : 's flexibility work timing good navitas . con : navitas lack career path , growth development employee . upper management team highly pay not bother departments.very less compensation non managerial team . no job security . zero learning zero development . n't really good understanding skills hire work offer . data scientist , feel good 3 month navitas offer initial project require basic data science skill nightmare . really felt like undervalue lose key skill .",0.90417546,12495.0,"pro : 's flexibility work timing good navitas . con : navitas lack career path , growth development employee . upper management team highly pay not bother departments.very less compensation non managerial team . no job security . zero learning zero development . n't really good understanding skills hire work offer . data scientist , feel good 3 month navitas offer initial project require basic data science skill nightmare . really felt like undervalue lose key skill ."
13874,13874,Navitas,14/2/2020,"Great place to work, good tuition benefit",5.0,Anonymous Employee,,reviews,subjective,positive,,"pro : student amazing , great tuition benefit , salary fair . con : professional development could improve believe 's work top",0.5151157,12496.0,"pro : student amazing , great tuition benefit , salary fair . con : professional development could improve believe 's work top"
13875,13875,Navitas,13/2/2020,Fun place to work with plenty of opportunity,5.0,Admissions,,reviews,subjective,positive,,"pro : join navitas temp . 've find admission team fun , inspire place work . even though no student face contact , still get feel lik make difference . lot change , management care support people change . nice add cv , great step stone international education .. con : ca n't think many . salary could high .",0.62046355,12497.0,"pro : join navitas temp . 've find admission team fun , inspire place work . even though no student face contact , still get feel lik make difference . lot change , management care support people change . nice add cv , great step stone international education .. con : ca n't think many . salary could high ."
13876,13876,Navitas,1/3/2020,Sinking ship,1.0,Anonymous Employee,,reviews,subjective,negative,,pro : really enjoyed co-worker make redundant ... right christmas .. con : toxic culture no transparency whatsoever ! horrendous senior management around . not value employee employee bring table . empty promise . no professional development . seriously n't waste time .,0.9188182,12498.0,pro : really enjoyed co-worker make redundant ... right christmas .. con : toxic culture no transparency whatsoever ! horrendous senior management around . not value employee employee bring table . empty promise . no professional development . seriously n't waste time .
13886,13886,Navitas,25/11/2019,A company that has lost its way,1.0,Marketing & Admissions,,reviews,subjective,negative,,"pro : great product offering grow market , huge demand uk/eu education , difficult not meet student recruitment target whilst market grow . lot 's internal job opportunity willing relocate ( high staff turnover = constant vacancy across business ) .. con : unprofessional inexperienced management despite deep education sector experience , not know run business manage people . high staff turnover , talented/competent people not stay navitas , staff remain low motivation level negative company management . poor recruitment strategy : management not put effort recruit suitable people long-term , focus short-term `` body desk `` . none-to-little training development opportunity , culture `` navitas n't training , no one train join navitas should train new employee `` , feed negative cycle unhappy , frustrated staff , high staff turnover .",0.916881,12508.0,"pro : great product offering grow market , huge demand uk/eu education , difficult not meet student recruitment target whilst market grow . lot 's internal job opportunity willing relocate ( high staff turnover = constant vacancy across business ) .. con : unprofessional inexperienced management despite deep education sector experience , not know run business manage people . high staff turnover , talented/competent people not stay navitas , staff remain low motivation level negative company management . poor recruitment strategy : management not put effort recruit suitable people long-term , focus short-term `` body desk `` . none-to-little training development opportunity , culture `` navitas n't training , no one train join navitas should train new employee `` , feed negative cycle unhappy , frustrated staff , high staff turnover ."
13889,13889,Navitas,13/11/2019,Wasn’t a nice place to work,1.0,Finance,,reviews,subjective,negative,,"pro : colleague great , deserve .. con : ’ work finance two half year initially nice place work . however , change soon new management come fell apart rapidly ! new member staff don ’ get properly train leave deep end actually try get tell thing wrong . leave feel like ’ not good enough job . way staff treat truly terrible , fact one occasion manager actively try force staff member , outrageous ! ’ see many staff member speak disrespect , get speak like child not professional . way management speak people behind back shock favourite cause division whole finance ruin work relationship dis-trust . staff know favourite aren ’ , ’ aren ’ prepare shun make feel worthless . staff turnover whole high , finance alone since january year 12 employee leave ! summer ’ see four member staff breakdown cry , four staff member go sick due stress management treat include . no point go hr win ’ anything , should ashamed , see staff treat yet nothing . rub salt wound actually defend management even example ’ treat , ’ sweep carpet . two manager particular no people skill , right rude disgrace treat staff . ’ witness two member staff cry speak particular manager . please not think work . not get recognition , treat poorly importantly don ’ happiness mental health .",0.9477544,12511.0,"pro : colleague great , deserve .. con : ’ work finance two half year initially nice place work . however , change soon new management come fell apart rapidly ! new member staff don ’ get properly train leave deep end actually try get tell thing wrong . leave feel like ’ not good enough job . way staff treat truly terrible , fact one occasion manager actively try force staff member , outrageous ! ’ see many staff member speak disrespect , get speak like child not professional . way management speak people behind back shock favourite cause division whole finance ruin work relationship dis-trust . staff know favourite aren ’ , ’ aren ’ prepare shun make feel worthless . staff turnover whole high , finance alone since january year 12 employee leave ! summer ’ see four member staff breakdown cry , four staff member go sick due stress management treat include . no point go hr win ’ anything , should ashamed , see staff treat yet nothing . rub salt wound actually defend management even example ’ treat , ’ sweep carpet . two manager particular no people skill , right rude disgrace treat staff . ’ witness two member staff cry speak particular manager . please not think work . not get recognition , treat poorly importantly don ’ happiness mental health ."
13890,13890,Navitas,25/10/2019,One word to describe this company: ABYSMAL,1.0,Anonymous Employee,"Oxford, England",reviews,subjective,negative,,"pro : no pro company . con : work arc admission long while.i ’ see go decent absolutely awful . cause outrageous vile management behaviour . dreadful should truly ashamed treat staff . literally mentality staff bottom food chain , let ’ treat like peasant . underpaid work . many complaint pay low management excuse poor pay say “ not happy leave ” disgust response management . see certain people single management . company know nothing fairness equality . go higher management valid complaint line manager tell no manager perfect ’ way round try get rid . high staff turn , not allow even speak colleague without manager back ’ much prison like environment . almost like “ work get meal lunch time ” . thinking go hr ? think . bad , half hr don ’ care half nasty take side manager look conspire even bring valid complaint . hr company not mediator 100 percent manager side don ’ try hide . even manager wrong absolutely vile , verbally abuse tell no one like year service don ’ mean owe anything . hr should feel disgust within , hr management should ashamed not nice people let alone employer . get promote brown noser snake . thinking work ? dont turn back around go find nice company work , deserve disgusting management . ’ like say department navitas different ’ even see finance treat awful way management , high staff turn . surely see many people leave complaint ’ question management skills people ’ feel way genuinely nice place work . guess ego big ’ acknowledge wrong .",0.95482135,12512.0,"pro : no pro company . con : work arc admission long while.i ’ see go decent absolutely awful . cause outrageous vile management behaviour . dreadful should truly ashamed treat staff . literally mentality staff bottom food chain , let ’ treat like peasant . underpaid work . many complaint pay low management excuse poor pay say “ not happy leave ” disgust response management . see certain people single management . company know nothing fairness equality . go higher management valid complaint line manager tell no manager perfect ’ way round try get rid . high staff turn , not allow even speak colleague without manager back ’ much prison like environment . almost like “ work get meal lunch time ” . thinking go hr ? think . bad , half hr don ’ care half nasty take side manager look conspire even bring valid complaint . hr company not mediator 100 percent manager side don ’ try hide . even manager wrong absolutely vile , verbally abuse tell no one like year service don ’ mean owe anything . hr should feel disgust within , hr management should ashamed not nice people let alone employer . get promote brown noser snake . thinking work ? dont turn back around go find nice company work , deserve disgusting management . ’ like say department navitas different ’ even see finance treat awful way management , high staff turn . surely see many people leave complaint ’ question management skills people ’ feel way genuinely nice place work . guess ego big ’ acknowledge wrong ."
13891,13891,Navitas,16/9/2019,Gread company to work for,5.0,Programmer,,reviews,subjective,positive,,"pro : home base , competitive salary , great management . con : no negative comment",0.6435702,12513.0,"pro : home base , competitive salary , great management . con : no negative comment"
13893,13893,Navitas,9/9/2019,Downhill,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : none anymore , use great place work 3 year ago .. con : top bottom approach , incompetent senior management , conservative , no idea true leadership , reward staff agree put head .",0.7841569,12515.0,"pro : none anymore , use great place work 3 year ago .. con : top bottom approach , incompetent senior management , conservative , no idea true leadership , reward staff agree put head ."
