,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
13826,13826,Navitas,3/3/2021,Great staff and working environment,5.0,ESL Teacher,Sydney,reviews,objective,neutral,,pro : great staffroom atmosphere supportive understanding head teachers/ ' opportunties improve . con : short term contract job security,0.7280886,12448.0,pro : great staffroom atmosphere supportive understanding head teachers/ ' opportunties improve . con : short term contract job security
13831,13831,Navitas,21/2/2021,Rich Environment,5.0,SEO Manager,New Delhi,reviews,objective,neutral,,pro : get learning environment . con : individual contributor,0.93550134,12453.0,pro : get learning environment . con : individual contributor
13838,13838,Navitas,16/1/2021,Director,5.0,Senior Director,"London, England",reviews,objective,neutral,,"pro : strong leadership , listen support . con : covid , restructure change management workload",0.9253467,12460.0,"pro : strong leadership , listen support . con : covid , restructure change management workload"
13839,13839,Navitas,17/2/2021,Smoke and Mirrors,1.0,Director Technology,,reviews,objective,neutral,,pro : remote atmostphere make manageable . con : weak leadership top north america .,0.8249345,12461.0,pro : remote atmostphere make manageable . con : weak leadership top north america .
13843,13843,Navitas,25/11/2020,Good.,5.0,Area Manager,Dhaka,reviews,objective,neutral,,pro : naviras pioneer pathway education . con : people always look new challenge,0.9063571,12465.0,pro : naviras pioneer pathway education . con : people always look new challenge
13851,13851,Navitas,17/9/2020,a family working environment,5.0,Academic,Sydney,reviews,objective,neutral,,"pro : one best organization work management treat staff like family genuine concern welfare . con : like private organization , need focus cost-cutting",0.82375586,12473.0,"pro : one best organization work management treat staff like family genuine concern welfare . con : like private organization , need focus cost-cutting"
13853,13853,Navitas,7/8/2020,Excellent,5.0,Academic,"London, England",reviews,objective,neutral,,pro : career progression level teamwork . con : none see far,0.9220889,12475.0,pro : career progression level teamwork . con : none see far
13860,13860,Navitas,8/6/2020,Experience at Navitas,5.0,Manager,"Perth, Western Australia",reviews,objective,neutral,,pro : great company work .. con : little interaction senior management .,0.7325818,12482.0,pro : great company work .. con : little interaction senior management .
13865,13865,Navitas,7/4/2020,Clinical programmer,5.0,Programmer Analyst,Bangalore,reviews,objective,neutral,,pro : excellent work organization . con : nothing organization need strong vision,0.5670792,12487.0,pro : excellent work organization . con : nothing organization need strong vision
13867,13867,Navitas,1/5/2020,Awful,1.0,Accounts,,reviews,objective,neutral,,pro : learn lot whilst . con : not great place work,0.8911102,12489.0,pro : learn lot whilst . con : not great place work
13871,13871,Navitas,28/2/2020,Love working at Navitas!,5.0,,,reviews,objective,neutral,,"pro : great people lot opportunity challenge grow .. con : recent restructuring difficult many team , though settle ready great year ahead .",0.6563967,12493.0,"pro : great people lot opportunity challenge grow .. con : recent restructuring difficult many team , though settle ready great year ahead ."
13877,13877,Navitas,27/1/2020,Ambitious and fun company,5.0,Director of Strategy & Business Development,"Oxford, England",reviews,objective,neutral,,"pro : fast-paced , ambitious environment still tick like results-orientated , entrepreneurial company . people friendly , care fun .. con : need able navigate politics , learn lot",0.5259025,12499.0,"pro : fast-paced , ambitious environment still tick like results-orientated , entrepreneurial company . people friendly , care fun .. con : need able navigate politics , learn lot"
13878,13878,Navitas,22/1/2020,Great workplace,5.0,Middle Management,,reviews,objective,neutral,,"pro : opportunity , hardworking efficient enough take .. con : lot money spend unnecessary thing .",0.82733136,12500.0,"pro : opportunity , hardworking efficient enough take .. con : lot money spend unnecessary thing ."
13879,13879,Navitas,21/1/2020,Administrative assistant,5.0,Internt,"Boston, MA",reviews,objective,neutral,,pro : good work enviroment good value . con : new office university massachusetts hard find,0.7200764,12501.0,pro : good work enviroment good value . con : new office university massachusetts hard find
13883,13883,Navitas,22/11/2019,"New leadership, new energy, strong values",5.0,Anonymous Employee,"Perth, Western Australia",reviews,objective,neutral,,pro : international organisation really believe purpose transform life education . passionate new leadership place value people drive success .. con : challenging period new leadership bring fresh start .,0.82661265,12505.0,pro : international organisation really believe purpose transform life education . passionate new leadership place value people drive success .. con : challenging period new leadership bring fresh start .
13884,13884,Navitas,18/11/2019,Great Company to Work For!,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : flexible hour , promotes within , great benefit .. con : growing pain work !",0.6420093,12506.0,"pro : flexible hour , promotes within , great benefit .. con : growing pain work !"
13885,13885,Navitas,4/12/2019,Constant chaos,1.0,Learning and Teaching,Sydney,reviews,objective,neutral,,pro : big company many thing happen . con : constant chaos impossible achieve lasting success,0.8851125,12507.0,pro : big company many thing happen . con : constant chaos impossible achieve lasting success
13894,13894,Navitas,29/8/2019,"Disorganised, unprofessional mess",1.0,Project Manager,"Oxford, England",reviews,objective,neutral,,pro : good people . con : limit back office support no career structure frequent departmental change little no warning ego driven management team,0.60119784,12516.0,pro : good people . con : limit back office support no career structure frequent departmental change little no warning ego driven management team
13917,13917,Navitas,9/8/2018,Assistant Marketing Director,5.0,,,reviews,objective,neutral,,"pro : great team , travel , decent pay . con : work across team , unorganized management",0.79281723,12539.0,"pro : great team , travel , decent pay . con : work across team , unorganized management"
13931,13931,Navitas,11/9/2017,Great company,5.0,Sales Representative,Sydney,reviews,objective,neutral,,pro : excellent culture team focus . con : change government funding education sector impact enroments,0.8913588,12553.0,pro : excellent culture team focus . con : change government funding education sector impact enroments
13937,13937,Navitas,23/4/2017,Great culture,5.0,,,reviews,objective,neutral,,pro : career opportunity staff across network allow experience different product channel business unit destination country . con : little bureaucratic . lose old entrepreneurial approach grab opportunity run . need reduce layer decision making,0.82370496,12559.0,pro : career opportunity staff across network allow experience different product channel business unit destination country . con : little bureaucratic . lose old entrepreneurial approach grab opportunity run . need reduce layer decision making
13940,13940,Navitas,26/3/2017,Good company,5.0,,,reviews,objective,neutral,,pro : great company work . con : salary package low,0.59812003,12562.0,pro : great company work . con : salary package low
13950,13950,Navitas,26/8/2016,Management,5.0,,,reviews,objective,neutral,,"pro : great work culture opportunity grow . con : due complexity organization , multiple layer hierarchy",0.86353415,12572.0,"pro : great work culture opportunity grow . con : due complexity organization , multiple layer hierarchy"
13955,13955,Navitas,16/3/2016,Navitas,5.0,Teaching Assistant,"Dartmouth, MA",reviews,objective,neutral,,pro : good environment high salary student . con : small office dartmouth location,0.9032118,12577.0,pro : good environment high salary student . con : small office dartmouth location
13960,13960,Navitas,2/5/2015,Marketing Recruitment and Admissions Function,5.0,Anonymous Employee,"London, England",reviews,objective,neutral,,pro : strong team ethos . tangible aspirational brand value . dynamic global company opportunity growth level .. con : unnecessary historical political baggage sometimes impedes performance . understanding australian work play culture essential .,0.8956922,12582.0,pro : strong team ethos . tangible aspirational brand value . dynamic global company opportunity growth level .. con : unnecessary historical political baggage sometimes impedes performance . understanding australian work play culture essential .
