,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
11441,11441,Circles.Life,12/5/2022,Honestly not half as bad as all these reviews you see here,5.0,Product Designer,Singapore,reviews,objective,neutral,,"pro : love autonomy flexibility give us ! people amaze well . con : office far , 's",0.5936931,10063.0,"pro : love autonomy flexibility give us ! people amaze well . con : office far , 's"
11442,11442,Circles.Life,11/5/2022,👍🏻,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : good growth good management . con : salary not competitive,0.88660914,10064.0,pro : good growth good management . con : salary not competitive
11445,11445,Circles.Life,14/5/2022,engineering-driven company is far from truth,1.0,Engineer,,reviews,objective,neutral,,"pro : gd press coverage medium 24/7 talk improvement . con : not engineering / product driven . sale , marketing , top-down management come first zero visible technical debt engineer time make",0.5398966,10067.0,"pro : gd press coverage medium 24/7 talk improvement . con : not engineering / product driven . sale , marketing , top-down management come first zero visible technical debt engineer time make"
11451,11451,Circles.Life,24/3/2022,Competitive Rewards with Exponential Growth Potential,5.0,Anonymous Employee,Singapore,reviews,objective,neutral,,"pro : - competitive reward ( csop , space cadet & explorer ) motivate high performer - willingness allow employee take leap faith opportunity - aggressive growth ambition 10x company . con : - employee welfare ( fringe benefit ( dental , wellbeing ) ) - office toilet - many cook spoil broth",0.85016245,10073.0,"pro : - competitive reward ( csop , space cadet & explorer ) motivate high performer - willingness allow employee take leap faith opportunity - aggressive growth ambition 10x company . con : - employee welfare ( fringe benefit ( dental , wellbeing ) ) - office toilet - many cook spoil broth"
11458,11458,Circles.Life,17/2/2022,Great company,5.0,Software Engineer,Singapore,reviews,objective,neutral,,pro : startup culture good work ethic . con : none far,0.6645612,10080.0,pro : startup culture good work ethic . con : none far
11459,11459,Circles.Life,10/2/2022,Very good place to work,5.0,Software Engineer,"Bedok New Town, ",reviews,objective,neutral,,pro : flexible environment nice people . con : not con,0.8740628,10081.0,pro : flexible environment nice people . con : not con
11461,11461,Circles.Life,22/1/2022,Good career development,5.0,International Expansion,Singapore,reviews,objective,neutral,,"pro : - caring boss founder give opportunity grow , long take initiative request - strong pedigree people learn - opportunity involve activity would not otherwise available typical employee large conglomerate . con : base salary annual could high",0.8734023,10083.0,"pro : - caring boss founder give opportunity grow , long take initiative request - strong pedigree people learn - opportunity involve activity would not otherwise available typical employee large conglomerate . con : base salary annual could high"
11465,11465,Circles.Life,17/1/2022,Game changing telco-tech,5.0,Head of Business Development,Singapore,reviews,objective,neutral,,pro : rapid growth trajectory . already unicorn . strong vision team .. con : slow execution gtm . high turnover .,0.8727124,10087.0,pro : rapid growth trajectory . already unicorn . strong vision team .. con : slow execution gtm . high turnover .
11471,11471,Circles.Life,9/11/2021,Great Company,5.0,Billing Operation Specialist,Singapore,reviews,objective,neutral,,pro : innovative & fast forward company . always believe employee persevere & show full potential . kudos mgmt & team . con : employee take time get know different inter-department .,0.74696183,10093.0,pro : innovative & fast forward company . always believe employee persevere & show full potential . kudos mgmt & team . con : employee take time get know different inter-department .
11479,11479,Circles.Life,16/8/2021,Great company for growth and learning,5.0,Software Engineer,Singapore,reviews,objective,neutral,,"pro : many opportunity learn grow company . frequent meeting management voice unhappiness workplace . free snack drink office . smooth fast interview . amaze hr personnel ( special thanks jinling ) .. con : work-life balance seem issue company , overwork staff",0.5869481,10101.0,"pro : many opportunity learn grow company . frequent meeting management voice unhappiness workplace . free snack drink office . smooth fast interview . amaze hr personnel ( special thanks jinling ) .. con : work-life balance seem issue company , overwork staff"
11481,11481,Circles.Life,5/9/2021,bad work life balance,1.0,Product Manager,Singapore,reviews,objective,neutral,,pro : fast pace challenge decent salary stock option . con : long work hour demand boss internal layer approval,0.895287,10103.0,pro : fast pace challenge decent salary stock option . con : long work hour demand boss internal layer approval
11483,11483,Circles.Life,11/7/2021,Great company to work in Asian region,5.0,Software Engineer II,Singapore,reviews,objective,neutral,,"pro : friendly environment , lot thing learn , late technology . con : nothing say con regard circleslife",0.670486,10105.0,"pro : friendly environment , lot thing learn , late technology . con : nothing say con regard circleslife"
11484,11484,Circles.Life,8/7/2021,Great company to be in at the moment,5.0,Engineering Leader,Singapore,reviews,objective,neutral,,pro : great company unique value hyper-growth mode ambitious goal part journey expansion provide multiple opportunity learning great vision match market demand right leader drive strategy . con : traditional legacy element get fix scale historical context no value current state fwd,0.65449363,10106.0,pro : great company unique value hyper-growth mode ambitious goal part journey expansion provide multiple opportunity learning great vision match market demand right leader drive strategy . con : traditional legacy element get fix scale historical context no value current state fwd
11493,11493,Circles.Life,24/6/2021,"please, really dont.",1.0,Anonymous Employee,,reviews,objective,neutral,,"pro : startup life , learn alot . con : negativty cto",0.925201,10115.0,"pro : startup life , learn alot . con : negativty cto"
11496,11496,Circles.Life,10/6/2021,Bad,1.0,Designer,Singapore,reviews,objective,neutral,,"pro : free snack pantry . con : everything , manangement work life balance remuneration",0.8225785,10118.0,"pro : free snack pantry . con : everything , manangement work life balance remuneration"
11511,11511,Circles.Life,7/3/2021,Exciting & Full of Promise,5.0,Founder's Office,Kuala Lumpur,reviews,objective,neutral,,pro : get part team disrupt telco industry bulldoze competition . dynamic fast pace .. con : chart course - 's no reference guide uncharted journey .,0.822915,10133.0,pro : get part team disrupt telco industry bulldoze competition . dynamic fast pace .. con : chart course - 's no reference guide uncharted journey .
11512,11512,Circles.Life,30/3/2021,Very unstable and nothing that recruiters promise,1.0,Software Development Engineer,Singapore,reviews,objective,neutral,,pro : promise lot thing hire . con : none promise deliver .,0.6775332,10134.0,pro : promise lot thing hire . con : none promise deliver .
11513,11513,Circles.Life,25/3/2021,Never again,1.0,Consultant,,reviews,objective,neutral,,pro : load learn grow . con : politics way founder developer,0.934713,10135.0,pro : load learn grow . con : politics way founder developer
11517,11517,Circles.Life,24/2/2021,Avoid if you can,1.0,Senior Software Engineer,Singapore,reviews,objective,neutral,,pro : company hyper-growth stage . con : work 12- 15 hour day .,0.923666,10139.0,pro : company hyper-growth stage . con : work 12- 15 hour day .
11518,11518,Circles.Life,21/2/2021,Low Pay High Growth,1.0,Manager,Singapore,reviews,objective,neutral,,"pro : - excite new role - endless learning growth potential . con : - office politics senior member - low pay , unclear benchmark",0.6279769,10140.0,"pro : - excite new role - endless learning growth potential . con : - office politics senior member - low pay , unclear benchmark"
11521,11521,Circles.Life,16/2/2021,Not Recommended,1.0,Software Engineer,Singapore,reviews,objective,neutral,,pro : no reason work . con : not join company,0.7474617,10143.0,pro : no reason work . con : not join company
11523,11523,Circles.Life,12/2/2021,Just dont,1.0,Software Engineer,Singapore,reviews,objective,neutral,,"pro : fair , point feel like no pro .. con : many enlist . simply put , not .",0.7382924,10145.0,"pro : fair , point feel like no pro .. con : many enlist . simply put , not ."
11525,11525,Circles.Life,4/2/2021,Not Recommended,1.0,Software Engineer,Singapore,reviews,objective,neutral,,pro : no pro think .. con : no work-life balance . no salary hike .,0.5956729,10147.0,pro : no pro think .. con : no work-life balance . no salary hike .
11542,11542,Circles.Life,20/8/2020,Hyper Growth and Learning,5.0,Engineering,Singapore,reviews,objective,neutral,,"pro : - lot learn opportunity term tech stack , process , leadership . - startup easy - no process , code & fix , lot ad-hoc . establish company also easy - full process , top class code quality . circle , see interesting challenge since neither early startup nor full grown . innovation , growth , learn happens someone transition . - good peer people learn lot thing . - see stock increase multiple fold year year . - company 's vision really good cto ceo really push diversification . - cto plan individual know lead not engineering team drive whole company plan experience .. con : - seldom , go beyond work hour get thing ! 's not regular thing though . everyone work towards good work life balance . yeah , join grow company choose take risk . - pay , circle n't claim best market ( slightly less ) see stock grow multiple time . personally , someone want millionaire , rely/trust esop .",0.44056246,10164.0,"pro : - lot learn opportunity term tech stack , process , leadership . - startup easy - no process , code & fix , lot ad-hoc . establish company also easy - full process , top class code quality . circle , see interesting challenge since neither early startup nor full grown . innovation , growth , learn happens someone transition . - good peer people learn lot thing . - see stock increase multiple fold year year . - company 's vision really good cto ceo really push diversification . - cto plan individual know lead not engineering team drive whole company plan experience .. con : - seldom , go beyond work hour get thing ! 's not regular thing though . everyone work towards good work life balance . yeah , join grow company choose take risk . - pay , circle n't claim best market ( slightly less ) see stock grow multiple time . personally , someone want millionaire , rely/trust esop ."
11552,11552,Circles.Life,23/6/2020,Unprecedented Growth and Learning Opportunities,5.0,People & Culture,Singapore,reviews,objective,neutral,,"pro : ownership give , ambitious vision , customer obsess , innovative mindset unique culture .. con : time company move fast due ambitious growth target .",0.8743825,10174.0,"pro : ownership give , ambitious vision , customer obsess , innovative mindset unique culture .. con : time company move fast due ambitious growth target ."
11553,11553,Circles.Life,5/7/2020,DO NOT JOIN,1.0,Software Engineer,Singapore,reviews,objective,neutral,,"pro : survive year , thought join actual politics . much learn opportunity politics . ( : p ) . con : hr post many review keep rating company high , take con review seriously .",0.8016631,10175.0,"pro : survive year , thought join actual politics . much learn opportunity politics . ( : p ) . con : hr post many review keep rating company high , take con review seriously ."
11557,11557,Circles.Life,5/4/2020,Good place to learn,5.0,Prefer Not to Disclose,Singapore,reviews,objective,neutral,,pro : company diverse company grand plan grow access management get work important project startup mindset . con : 's corporate startup mindset grow fast possible launch new market . mean certain thing might not go accord plan . thing constantly change . company definitely not people look chill corporate environment .,0.4695841,10179.0,pro : company diverse company grand plan grow access management get work important project startup mindset . con : 's corporate startup mindset grow fast possible launch new market . mean certain thing might not go accord plan . thing constantly change . company definitely not people look chill corporate environment .
11562,11562,Circles.Life,3/3/2020,"Great Fast Paced and Challenging Environment, with potential for growth",5.0,Anonymous Employee,Singapore,reviews,objective,neutral,,"pro : fast pace environment , possibility totally different thing different day . fast learn curve , org size still not big act like corporate , get many different thing . thing get day , use take week place . leadership hand mostly available team . co-founders still involve day day thing , thus shorten time take decision making . good environment nice cafeteria amenity .. con : incredible roller coaster ride , ready fully utilised . location , conveniently close city centre , bit away local train . old building , inside office good , outside kind industrial .",0.37497836,10184.0,"pro : fast pace environment , possibility totally different thing different day . fast learn curve , org size still not big act like corporate , get many different thing . thing get day , use take week place . leadership hand mostly available team . co-founders still involve day day thing , thus shorten time take decision making . good environment nice cafeteria amenity .. con : incredible roller coaster ride , ready fully utilised . location , conveniently close city centre , bit away local train . old building , inside office good , outside kind industrial ."
11567,11567,Circles.Life,4/2/2020,So far the best company I have worked for.,5.0,Staff Software Engineer,Singapore,reviews,objective,neutral,,pro : best place work humble co founder great hr keep grow keep learn great emphasis maintain humble office culture . con : office space little cramped .,0.54647106,10189.0,pro : best place work humble co founder great hr keep grow keep learn great emphasis maintain humble office culture . con : office space little cramped .
11575,11575,Circles.Life,17/11/2019,"Solid community, good future potential",5.0,Software Engineer,Singapore,reviews,objective,neutral,,"pro : -great employee program space explorer -stock option generous -free flow snack weekly company lunch -team outing -insurance medical benefit . con : -no dental benefit -not enough leave day -work home not flexible -founders leader like micromanage , not sure 're aware -more empowerment need",0.54624695,10197.0,"pro : -great employee program space explorer -stock option generous -free flow snack weekly company lunch -team outing -insurance medical benefit . con : -no dental benefit -not enough leave day -work home not flexible -founders leader like micromanage , not sure 're aware -more empowerment need"
11577,11577,Circles.Life,11/11/2019,World's most valuable company,5.0,Product,Singapore,reviews,objective,neutral,,"pro : founder big vision grow company . new change take place , people happy change .. con : townhalls , pulse check many time , no action plan",0.7477103,10199.0,"pro : founder big vision grow company . new change take place , people happy change .. con : townhalls , pulse check many time , no action plan"
11592,11592,Circles.Life,15/4/2019,Good learning experience,5.0,Anonymous Employee,Singapore,reviews,objective,neutral,,"pro : - learn opportunity : thing move fast learn expose many thing . - flexibility : work hour , casual dress-code , work home option , etc - people : supportive colleague enrich environment . willing guide along whenever need help . - ownership : one value also favourite one . since work give autonomy take charge different excite project end end .. con : state , fast-paced environment may overwhelm sometimes . learn prioritise task manage time well .",0.7348933,10214.0,"pro : - learn opportunity : thing move fast learn expose many thing . - flexibility : work hour , casual dress-code , work home option , etc - people : supportive colleague enrich environment . willing guide along whenever need help . - ownership : one value also favourite one . since work give autonomy take charge different excite project end end .. con : state , fast-paced environment may overwhelm sometimes . learn prioritise task manage time well ."
11596,11596,Circles.Life,8/3/2019,Talk to current engineers to get a real feel!,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : transparency communication company metric direction ( every monday townhall ) challenge engineering problem solve ( depend role get within engineering ) good co-worker healthy culture ( 3-5 people leave year ... engineering team 100 ) generous equity/ share every single employee . con : continuous refactoring code necessary go growth crazy time term work overall , 'm happy would talk exist employee ask team/challenge take . may not .",0.56293505,10218.0,"pro : transparency communication company metric direction ( every monday townhall ) challenge engineering problem solve ( depend role get within engineering ) good co-worker healthy culture ( 3-5 people leave year ... engineering team 100 ) generous equity/ share every single employee . con : continuous refactoring code necessary go growth crazy time term work overall , 'm happy would talk exist employee ask team/challenge take . may not ."
11601,11601,Circles.Life,6/8/2018,Great place to work,5.0,Software QA Engineer,Singapore,reviews,objective,neutral,,"pro : successful fast-growing startup . positive environment . problem circles.life already solve . hire becomes fair objective . no overtime . ( least team . ) transparency company goal way achieve . possibility discuss vision directly founder . also : free company lunch every week . monthly team building activity . nice clever people around ! . con : difficult find something bad right . lot change make even , come .",0.52617574,10223.0,"pro : successful fast-growing startup . positive environment . problem circles.life already solve . hire becomes fair objective . no overtime . ( least team . ) transparency company goal way achieve . possibility discuss vision directly founder . also : free company lunch every week . monthly team building activity . nice clever people around ! . con : difficult find something bad right . lot change make even , come ."
11602,11602,Circles.Life,29/10/2018,Its a roller coaster.,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : cooperate colleague management always open try new thing sake good .. con : might get effect politics deal people try manipulate .,0.64713883,10224.0,pro : cooperate colleague management always open try new thing sake good .. con : might get effect politics deal people try manipulate .
11605,11605,Circles.Life,21/7/2018,Excellent working environment,5.0,Software Engineer,Singapore,reviews,objective,neutral,,"pro : good work life balance . working time flexible . colleague nice , smart supportive . salary engineer high average .. con : need diversified",0.49697864,10227.0,"pro : good work life balance . working time flexible . colleague nice , smart supportive . salary engineer high average .. con : need diversified"
11607,11607,Circles.Life,5/4/2018,Fast pace growth company where everyone strives to improve,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : - good business strategy , product growth prospect . - founder leadership take feedback seriously make continuous improvement . - thing move fast . con : -",0.6736757,10229.0,"pro : - good business strategy , product growth prospect . - founder leadership take feedback seriously make continuous improvement . - thing move fast . con : -"
11612,11612,Circles.Life,8/2/2018,"Fastest growing, most promising startup in Asia",5.0,Business Development,"Bukit Merah Estate, ",reviews,objective,neutral,,"pro : -truly visionary leadership : founder really understand future industry apply experience telco , investment , private equity spheres ensure circle one step ahead market -culture value : company build upon 3 core value foremost give power back customer . every product , strategy decision make company trace back core value . cultivate unique culture everyone respectful eachothers ' view work hard deliver happiness ( internally colleague externally customer ) -alignment vision : leadership team ( 16-17 pax ) spend time consistently make sure everyone co-founders intern align unified vision . -autonomy ownership : employee take complete ownership domain give autonomy make decision base core value . -focus innovation : employee give free hand think execute innovative idea / solution .. con : -this not place everyone ; people look free ride not survive . 're look gourmet lunch , not place . 're look work hard learn , get opportunity . -you need balanced personality thinker do-er . ca n't idea person one waiting instruction follow . . generate idea , break action plan , finally ready get hand dirty execute !",0.6334077,10234.0,"pro : -truly visionary leadership : founder really understand future industry apply experience telco , investment , private equity spheres ensure circle one step ahead market -culture value : company build upon 3 core value foremost give power back customer . every product , strategy decision make company trace back core value . cultivate unique culture everyone respectful eachothers ' view work hard deliver happiness ( internally colleague externally customer ) -alignment vision : leadership team ( 16-17 pax ) spend time consistently make sure everyone co-founders intern align unified vision . -autonomy ownership : employee take complete ownership domain give autonomy make decision base core value . -focus innovation : employee give free hand think execute innovative idea / solution .. con : -this not place everyone ; people look free ride not survive . 're look gourmet lunch , not place . 're look work hard learn , get opportunity . -you need balanced personality thinker do-er . ca n't idea person one waiting instruction follow . . generate idea , break action plan , finally ready get hand dirty execute !"
11614,11614,Circles.Life,10/10/2017,Hello,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : great team , culture , work office . con : toilet need fix",0.7431792,10236.0,"pro : great team , culture , work office . con : toilet need fix"
11620,11620,Circles.Life,27/1/2017,Best Startup in Singapore,5.0,Analyst,Singapore,reviews,objective,neutral,,"pro : - great culture : focus learning respect - diverse bunch ball hangout - company 's focus customer , train one seek product excellence - work late tool technology . con : - location not cbd - free food everyday v week ?",0.7629756,10242.0,"pro : - great culture : focus learning respect - diverse bunch ball hangout - company 's focus customer , train one seek product excellence - work late tool technology . con : - location not cbd - free food everyday v week ?"
11622,11622,Circles.Life,28/12/2016,Be a part of revolution in telco,5.0,Engineer,Singapore,reviews,objective,neutral,,"pro : - push boundary , learn grow - part consumer offering revolutionize industry - work learn best talent around . con : not place want take easy , step back relax . challenge .",0.84806406,10244.0,"pro : - push boundary , learn grow - part consumer offering revolutionize industry - work learn best talent around . con : not place want take easy , step back relax . challenge ."
11629,11629,Circles.Life,12/8/2022,Circles.Life as a great place to work,5.0,People Services Associate,"Manila, Manila",reviews,objective,neutral,,pro : first place work leader appreciate value hard work .. con : not yet permanent wfh : ),0.87442243,10251.0,pro : first place work leader appreciate value hard work .. con : not yet permanent wfh : )
11630,11630,Circles.Life,11/8/2022,Enthusiastic customer service representative with a focus in retail,5.0,Customer Service Representative,"Dasmariñas, Province of Cavite",reviews,objective,neutral,,"pro : work circles.life give many professional opportunity . starter , access large network , pay dividend line .. con : circles.life , should job description . , odds pretty good don ’ much else . small company don ’ usually list accomplishment achieve get promotion even raise . mean may not clear road map advance career even next step company .",0.67438865,10252.0,"pro : work circles.life give many professional opportunity . starter , access large network , pay dividend line .. con : circles.life , should job description . , odds pretty good don ’ much else . small company don ’ usually list accomplishment achieve get promotion even raise . mean may not clear road map advance career even next step company ."
11631,11631,Circles.Life,21/7/2022,Operations,5.0,Country Operations Lead,,reviews,objective,neutral,,pro : -recognition reward real ! -csop program best . -regular update current business top management employee thru wide townhall -hybrid mode wfh wfo .. con : dental insurance need add benefit insurance .,0.6758323,10253.0,pro : -recognition reward real ! -csop program best . -regular update current business top management employee thru wide townhall -hybrid mode wfh wfo .. con : dental insurance need add benefit insurance .
11634,11634,Circles.Life,29/6/2022,Software Engineer II avg salary,5.0,Software Engineer II,,reviews,objective,neutral,,pro : cut edge technology work life balance . con : far no con say,0.9124868,10256.0,pro : cut edge technology work life balance . con : far no con say
11637,11637,Circles.Life,12/6/2022,Circles review,5.0,Senior DevOps Engineer,,reviews,objective,neutral,,"pro : good package , supportive global team good exposure . con : work life balance bit low",0.7354034,10259.0,"pro : good package , supportive global team good exposure . con : work life balance bit low"
11651,11651,Circles.Life,25/2/2022,OK,1.0,Senior Software Engineer,,reviews,objective,neutral,,"pro : telco tech , fast pace , ownership . con : no pay rise , less bonus",0.8838703,10273.0,"pro : telco tech , fast pace , ownership . con : no pay rise , less bonus"
11656,11656,Circles.Life,9/9/2021,New Domain,5.0,Software Engineer I,"Colombo, Western",reviews,objective,neutral,,pro : much explore . con : nothing highlight,0.87000626,10278.0,pro : much explore . con : nothing highlight
11666,11666,Circles.Life,4/2/2021,Full of policitcs and waste of time,1.0,Senior DevOps Engineer,Bangalore,reviews,objective,neutral,,"pro : no work , work skill poc . con : fire time without reason",0.76121193,10288.0,"pro : no work , work skill poc . con : fire time without reason"
11667,11667,Circles.Life,21/1/2021,Poor Work Culture,1.0,Technical Lead,,reviews,objective,neutral,,pro : little none pro company .. con : everyone overwork clear favouritism show certain group employee,0.67425424,10289.0,pro : little none pro company .. con : everyone overwork clear favouritism show certain group employee
11673,11673,Circles.Life,22/6/2020,Recommended Workplace,5.0,Customer Happiness Manager,Jakarta,reviews,objective,neutral,,"pro : culture people , make enjoy work . con : communication style rigid",0.91154134,10295.0,"pro : culture people , make enjoy work . con : communication style rigid"
11684,11684,Circles.Life,4/11/2019,Inter,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : fun people , free food , activity . con : lot work , big turnover",0.8250077,10306.0,"pro : fun people , free food , activity . con : lot work , big turnover"
11685,11685,Circles.Life,15/10/2019,Great place to work & learn,5.0,Customer Happiness,Jakarta,reviews,objective,neutral,,pro : no hassle bureaucracy ongoing support founder strong solid team . con : snack drain fast jakarta office,0.8834056,10307.0,pro : no hassle bureaucracy ongoing support founder strong solid team . con : snack drain fast jakarta office
11687,11687,Circles.Life,4/10/2019,Senior Recruiter,5.0,Senior Recruiter,Bangalore,reviews,objective,neutral,,"pro : excellent institution learn team grow company . open environment access senior-level people innovative workplace take risk encourage flexible work timing , work-life balance encourage .. con : common company india , pro outlay con huge margin .",0.78651285,10309.0,"pro : excellent institution learn team grow company . open environment access senior-level people innovative workplace take risk encourage flexible work timing , work-life balance encourage .. con : common company india , pro outlay con huge margin ."
11688,11688,Circles.Life,17/9/2019,"nice place to work, learn, and grow",5.0,Senior Operations Associate,Jakarta,reviews,objective,neutral,,"pro : visionary leader , positive employee , learn opportunity . con : n't find one",0.8643163,10310.0,"pro : visionary leader , positive employee , learn opportunity . con : n't find one"
11689,11689,Circles.Life,24/6/2019,on of the best working environment,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : supportive work environment . accept failure . con : need manage end-to-end task tight deadline,0.913826,10311.0,pro : supportive work environment . accept failure . con : need manage end-to-end task tight deadline
