,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
12935,12935,Surbana Jurong,27/8/2020,A fantastic place to pursue an Engineering Career,5.0,Engineer,Singapore,reviews,objective,neutral,,"pro : surbana jurong value people willing put budget staff go course . moment , provide many course digital transformation go affect built environment industry . also platform give good exposure industry .. con : really say one . think 's difference benefit permanent contract staff . example sj academic sponsorship available permanent staff .",0.6064054,11557.0,"pro : surbana jurong value people willing put budget staff go course . moment , provide many course digital transformation go affect built environment industry . also platform give good exposure industry .. con : really say one . think 's difference benefit permanent contract staff . example sj academic sponsorship available permanent staff ."
12947,12947,Surbana Jurong,4/5/2020,Great company,5.0,Principal Engineer,Singapore,reviews,objective,neutral,,pro : lot project exposure oil gas energy industry .. con : strong heart thirst exposure,0.9051584,11569.0,pro : lot project exposure oil gas energy industry .. con : strong heart thirst exposure
12951,12951,Surbana Jurong,20/2/2020,Great,5.0,Executive Architect,,reviews,objective,neutral,,"pro : flexi , good plaform . con : theres no clear career path",0.7003217,11573.0,"pro : flexi , good plaform . con : theres no clear career path"
12957,12957,Surbana Jurong,5/12/2019,Speechless,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : freedom good support many food option . con : big organisation,0.90604395,11579.0,pro : freedom good support many food option . con : big organisation
12964,12964,Surbana Jurong,27/9/2019,Great benefit,5.0,Resident Engineer,Singapore,reviews,objective,neutral,,"pro : big company , many project pub . con : lot project",0.91940874,11586.0,"pro : big company , many project pub . con : lot project"
12985,12985,Surbana Jurong,25/6/2019,Mechanical Engineer,1.0,Anonymous Employee,,reviews,objective,neutral,,pro : look good outside . con : inefficient slow no opportunity future,0.7850127,11607.0,pro : look good outside . con : inefficient slow no opportunity future
12998,12998,Surbana Jurong,18/1/2019,Overall positive environment,5.0,,,reviews,objective,neutral,,"pro : good industry reputation , experienced leadership . con : big , hierarchical",0.8757435,11620.0,"pro : good industry reputation , experienced leadership . con : big , hierarchical"
13000,13000,Surbana Jurong,26/10/2018,Architect,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : good work balance , normally would not ask ot flexibale time schdule , dont hurry lunch . con : date work system , people not know rhino , grasshopper .",0.63228637,11622.0,"pro : good work balance , normally would not ask ot flexibale time schdule , dont hurry lunch . con : date work system , people not know rhino , grasshopper ."
13003,13003,Surbana Jurong,20/9/2018,Working environment,1.0,Anonymous Employee,"Bukit Batok New Town, ",reviews,objective,neutral,,pro : cant think pro stay . con : nano management bossy management people,0.88081867,11625.0,pro : cant think pro stay . con : nano management bossy management people
13014,13014,Surbana Jurong,28/11/2017,Don't join,1.0,Senior Research Associate,,reviews,objective,neutral,,"pro : good colleague , central location , easily accessible .. con : top heavy management , messy instruction , unclear direction organisation",0.8294788,11636.0,"pro : good colleague , central location , easily accessible .. con : top heavy management , messy instruction , unclear direction organisation"
13022,13022,Surbana Jurong,2/3/2017,Good Environment to Grow,5.0,Executive Engineer,Singapore,reviews,objective,neutral,,"pro : many exciting prestigious project , good manager flexible working hour . con : many staff , limit annual bonus",0.76336604,11644.0,"pro : many exciting prestigious project , good manager flexible working hour . con : many staff , limit annual bonus"
13033,13033,Surbana Jurong,17/5/2016,Challenging & Rewarding. Growth with Good Sight on Stability.,5.0,Senior Executive Engineer,Singapore,reviews,objective,neutral,,pro : - . con : - may need work ot regular basis . go many place .. - stressful time . n't ?,0.78379613,11655.0,pro : - . con : - may need work ot regular basis . go many place .. - stressful time . n't ?
13043,13043,Surbana Jurong,14/10/2022,Great!,5.0,Anonymous Employee,Dhaka,reviews,objective,neutral,,pro : great learn opportunity bim platform .. con : work weekend project deadline .,0.85965395,11665.0,pro : great learn opportunity bim platform .. con : work weekend project deadline .
13057,13057,Surbana Jurong,8/6/2021,Good copmany to work,5.0,Design Engineer,Bangalore,reviews,objective,neutral,,"pro : good management , timely salary payment .. con : less travel . mostly work indian project",0.86720216,11679.0,"pro : good management , timely salary payment .. con : less travel . mostly work indian project"
13058,13058,Surbana Jurong,17/5/2021,Very good,5.0,Senior Project Coordinator,Male,reviews,objective,neutral,,pro : great internal organisation system . con : base abroad communication headoffice not always easy ( covid massive home office practice ),0.66542095,11680.0,pro : great internal organisation system . con : base abroad communication headoffice not always easy ( covid massive home office practice )
13080,13080,Surbana Jurong,1/11/2017,Consultant firm,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : one best consultant company around asia . con : nothing downside surbana,0.56827253,11702.0,pro : one best consultant company around asia . con : nothing downside surbana
