,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
261,261,Integrated Health Information Systems,2021-08-07,Passionate and Experienced,5.0,Senior Specialist,Singapore,reviews,objective,neutral,en,"pro : amazing company , great people , contribution public healthcare institution patient experience .. con : company need control senior management push message instruction action always top no consideration .",0.552906,,
263,263,Dyson,2022-08-12,Awful,1.0,Commercial Executive,"Malmesbury, England",reviews,objective,neutral,en,pro : different world engineering commercial part business .. con : quite mostly lack respect colleague .,0.88816994,,
281,281,Keppel Offshore & Marine,2022-03-01,Mamagement,1.0,Engineer,,reviews,objective,neutral,en,pro : transport provide incoming go . con : no career progration . lousy benefit,0.83753175,,
282,282,Cheil Worldwide,2021-05-17,No.1 agency in “Korea”,5.0,Senior CopyWriter,Seoul,reviews,objective,neutral,en,"pro : salary , project size , creative work , office location , welfare .. con : culture , local , old , strict , bureaucracy",0.909616,,
284,284,My First Skool,2021-01-13,Understanding bosses,5.0,Child Care Assistant,Singapore,reviews,objective,neutral,en,pro : principal teacher understand fun environment child . con : pay low physical work,0.92668414,,
285,285,Keppel Offshore & Marine,2017-10-09,Employees are not the focus and priority,1.0,Anonymous Employee,,reviews,objective,neutral,en,"pro : old culture , slow moving , regular hour . con : no consideration employee . future pet staff bos .",0.5228523,,
288,288,Recruit Express,2022-01-05,Feedback,5.0,Brand Ambassador,"Bishan New Town, ",reviews,objective,neutral,en,"pro : trustable & lot job available . con : dont con , good",0.7234502,,
293,293,SembCorp Marine,2021-05-24,N.A.,1.0,Proposal Engineer,"Woodlands New Town, ",reviews,objective,neutral,en,"pro : good corporate structure bonus .. con : delay bonus , gratuity payment . no work/ life balance .",0.8903881,,
294,294,Dyson,2017-09-05,Dyson Stylist,5.0,Stylist,"San Francisco, CA",reviews,objective,neutral,en,pro : company quickly evolve expand . make feel important overall growth .. con : n't know co-worker due field position .,0.8002549,,
295,295,Circles.Life,2016-09-11,Ok,1.0,,,reviews,objective,neutral,en,pro : flexible work environment entry level graduate . con : no career progression long run,0.93131226,,
298,298,SembCorp Marine,2021-12-09,A day with the engineers,5.0,Admin Assistant,"Tuas, ",reviews,objective,neutral,en,"pro : team work best ! . con : loud , rowdy , male dominance discipline",0.81130916,,
300,300,Integrated Health Information Systems,2022-03-11,Healthcare techonology Industry,5.0,Manager,"Serangoon,",reviews,objective,neutral,en,pro : meaningful fulfilling work project . con : political hard navigate esp people come private sector,0.9200951,,
305,305,Dyson,2013-07-09,A good logo for your Resume,1.0,Territory Sales Manager,"Chicago, IL",reviews,objective,neutral,en,"pro : - product fun easy sell - perk company car , pay cell phone - travel job - flexibility - good work/life balance - company credit card - people generally cool - company well profit standpoint . con : - 600 w chicago ave chicago , il 60610 - ever company culture ingrain place need change - outside hire , always head scratcher - inside promotion , always head scratcher - deceitfulness - propensity leadership make promise not deliver - questionable business practice , employee rat & review - n't put money back business ( people ) - bonus , bonus ?",0.4226574,,
309,309,Cheil Worldwide,2020-08-12,No.,1.0,Anonymous Employee,Singapore,reviews,objective,neutral,en,pro : no upsides working cheil .. con : working cheil con .,0.905431,,
316,316,Dyson,2022-03-20,Dyson - Mechanical Design Engineer,5.0,Mechanical Design Engineer,,reviews,objective,neutral,en,pro : work culture encouraging settle .. con : not many disadvantage dyson .,0.9157285,,
326,326,Charles & Keith,2022-05-09,Part-time,5.0,Retail Associate,,reviews,objective,neutral,en,"pro : good working environment , staff friendly . con : no input section",0.61918306,,
337,337,Circles.Life,2020-11-24,"Great vision, disrupting the market",5.0,Senior Software Engineer,Singapore,reviews,objective,neutral,en,"pro : circle manage disrupt sector n't see innovation long time . pace innovation , much much learn . get punch beyond weight category . find answer go , keep challenge .. con : sometimes code quality take toll not enough time always adhere process .",0.72266304,,
341,341,SMRT,2021-04-27,Sallary and benefits,5.0,Bus Captain,"Ang Mo Kio New Town, ",reviews,objective,neutral,en,"pro : good sallary package , benefit , bonus . con : long work hour , shif , short break time",0.8103484,,
363,363,Surbana Jurong,2022-08-25,SJ family,5.0,Resident Engineer,Singapore,reviews,objective,neutral,en,pro : work life balance competitive salary variety job . con : mid level management scope work,0.9252057,,
378,378,Panasonic Avionics Corporation,2020-06-26,Bleak future,1.0,Project Coordinator,"Lake Forest, CA",reviews,objective,neutral,en,"pro : change management help move thing forward , change slow it‚äôs apparent review . con : not flexible agile change , not adapt",0.87832004,,
380,380,Cheil Worldwide,2021-10-05,Amazing culture,5.0,Media Manager,"Gurgaon, Haryana",reviews,objective,neutral,en,pro : timely recognition best part . con : never end client 's demand pain,0.77148473,,
385,385,SembCorp Marine,2021-11-17,No growth,1.0,Engineer,,reviews,objective,neutral,en,"pro : no time , slow pace . con : spend day star space",0.80929226,,
387,387,Integrated Health Information Systems,2022-01-18,Bad HR practises and working culture,1.0,Analyst,,reviews,objective,neutral,en,pro : company give good salary benefit .. con : much management politics . lack proper governance back 2018,0.8973211,,
391,391,ST Engineering,2022-08-16,Review,1.0,Head of Engineering,Singapore,reviews,objective,neutral,en,"pro : big company , lot connection . con : non technical management not effectively lead",0.86523813,,
396,396,SMRT,2018-08-17,"Good learning environment and great colleagues, need more experienced leaders though",5.0,Human Resources Manager,Singapore,reviews,objective,neutral,en,pro : work flexibility understanding boss . con : need drive productivity under-used depts,0.9351695,,
398,398,Dyson,2017-09-07,DESIGN ENGINEER,5.0,Design Engineer,Senai,reviews,objective,neutral,en,pro : good working environment . place learn product design development full package . always give opportunity learn new thing future career . con : - many documentation stuff accomplish order perform design change .,0.82848746,,
399,399,ST Engineering,2021-02-10,Turnover rate is high and Overtime pays lesser than daily pay,1.0,Systems Engineer,Singapore,reviews,objective,neutral,en,pro : develop adaptative softskill hardskill . con : pay not match workload,0.9160025,,
401,401,Keppel Offshore & Marine,2020-07-21,Good company & well established,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : good management guidance management trainee programme allow job rotation .. con : location long working hour,0.8895607,,
403,403,Cheil Worldwide,2022-10-03,Work here but don't stay here,5.0,Copywriter,Seoul,reviews,objective,neutral,en,pro : end year bonus flexible work hour . con : basic benefit work frequently end late,0.9196026,,
407,407,Keppel Offshore & Marine,2022-03-24,Better people and process management required,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : exposure variety function .. con : quality control staff morale lack .,0.91980845,,
408,408,Navitas,2020-05-07,Digital strategy long overdue,1.0,Anonymous Employee,"Perth, Western Australia",reviews,objective,neutral,en,pro : great people frontline . con : digital strategy stick 1985,0.82340264,,
414,414,Circles.Life,2018-12-13,Unprofessional HRs,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : promising tech start-up singapore . con : hr unprofessional work .,0.8923945,,
415,415,Surbana Jurong,2022-08-02,Friendly staff,5.0,Computer Programmer,"Colombo, Western",reviews,objective,neutral,en,pro : opportunity expand yoir skill . con : location change yearly lenth travel not sutable everyone,0.9072145,,
416,416,SMRT,2022-07-21,OK job,1.0,Assistant Station Manager,Singapore,reviews,objective,neutral,en,pro : nothing much . no takeway work . con : hard get leaf . must find coverage,0.8362065,,
418,418,Resorts World Sentosa,2022-04-23,SDL Machine Translation and Iconic Translation...,5.0,Machine Learning Engineer,,reviews,objective,neutral,en,"pro : design implement solution interest problem intersection ai software engineering .... con : improve quality machine translation model across wide range language develop state-of-the-art adaptation capability , include technique life-long learning build improve machine translation quality .",0.8940049,,
419,419,ST Engineering,2016-09-03,Good working environment,5.0,,,reviews,objective,neutral,en,"pro : understanding supervisor encourage us best . con : location wise , 's distance away public transportation",0.8944738,,
421,421,Keppel Offshore & Marine,2019-08-25,Highly recommended for young and motivated graduates,5.0,Graduate Engineer,"Tuas,",reviews,objective,neutral,en,pro : 1. steep learn curve . personally feel learn least amount time fresh graduate . 2. good balance site work office work ( not like desk bound job ) 3. bonus 4. keppel brand name 5. company transport . con : 1. work life balance 2. ot pay little low workload . atleast well company no ot pay expect work ot .,0.5535077,,
423,423,ST Engineering,2022-09-02,Internship experience,5.0,Intern,,reviews,objective,neutral,en,"pro : friendly colleague boss , flexible . con : quite hesitant give intern exposure",0.898689,,
430,430,SMRT,2019-02-04,Mechanical Technician,5.0,Locomotive Technician,"Bishan New Town, ",reviews,objective,neutral,en,pro : able work independently also team player willingness learn senior staff part team company . con : ca n't talk malay language,0.9088159,,
434,434,Surbana Jurong,2022-03-27,Most attractive Employee friendly organization,5.0,Senior Manager,,reviews,objective,neutral,en,"pro : opportunity explore skill knowledge , zero tolerance corruption , high standard work environment , easy access top management , supervisor guidance assistance , etc .. con : close monitoring staff activity !",0.86243016,,
437,437,Mapletree Investments,2017-01-30,Asset management,1.0,Anonymous Employee,,reviews,objective,neutral,en,"pro : steep learning curve , colleague friendly . con : political , no culture/values , no work life",0.7980348,,
447,447,SMRT,2022-05-03,Executive,5.0,Executive,,reviews,objective,neutral,en,"pro : good manager , bonus benefit . con : slow progression pay increment",0.8917359,,
456,456,ST Aerospace,2021-07-07,Nil,1.0,Technician,Singapore,reviews,objective,neutral,en,pro : medical bonus ok ok ok. con : low salary pay long hour,0.87639815,,
475,475,Dyson,2020-05-08,You are a machine to be controlled by your English overlord,1.0,Manager,"Chicago, IL",reviews,objective,neutral,en,"pro : flexibility , brand look great resume . con : slim advancement potential , centralize control global hq , pay low-to-moderate , work life balance , old boy club .",0.7820082,,
477,477,Tribal Worldwide,2021-10-14,Toxic,1.0,Account Supervisor,"Dallas, TX",reviews,objective,neutral,en,"pro : need job 2007 .. con : manager focus pop baby offer support training , coach . simply wait year say anything .",0.86602867,,
493,493,ST Aerospace,2015-01-14,Aircraft. Mechanic,1.0,Apg Mechanic,,reviews,objective,neutral,en,"pro : work different aircraft occasionally . con : early , late hour , not enough overtime .",0.85568136,,
496,496,ST Engineering,2022-08-25,Review of work,5.0,Human Resources Generalist,,reviews,objective,neutral,en,pro : good colleague helpful teamwork . con : long work hour messy hr policy,0.92617184,,
506,506,ST Engineering,2020-01-09,Slow growth,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : stable business co-worker generally helpful . con : long hour market rate pay unprofessional culture no training progression stale,0.59078056,,
514,514,Keppel Offshore & Marine,2022-05-29,Offshore construction company,1.0,Graduate Engineer,Singapore,reviews,objective,neutral,en,pro : company bus eye open experience offshore construction . con : long travel work . long working hour .,0.91015416,,
516,516,Navitas,2022-09-29,Good employer,5.0,International Admissions Officer,,reviews,objective,neutral,en,"pro : training , communication self development , understand . con : not much annual leave place , pretty low wage",0.9060325,,
520,520,Resorts World Sentosa,2015-04-12,Facility Engineer for Universal Studio Singapore,5.0,Anonymous Employee,,reviews,objective,neutral,en,"pro : best work facity engineer , alot challanging engineerng job keep theme park presentable condition guest . con : need imrove alot system harden facility system .",0.7678028,,
529,529,Integrated Health Information Systems,2021-09-02,Good and bad,1.0,Data Analyst,,reviews,objective,neutral,en,"pro : job security , overall compensation package . con : lot emphasis reorganisation rather fix fundamental problem",0.92324656,,
537,537,Dyson,2022-01-23,Modern tech company,5.0,Anonymous Employee,,reviews,objective,neutral,en,"pro : international company interesting project , opportunity work across different department improve skill .. con : fast move , structure change often .",0.8857113,,
556,556,OKX,2021-05-06,Young and energetic work environment,5.0,Anonymous Employee,,reviews,objective,neutral,en,"pro : - flexible , young energetic working environment - friendly people ! - promising industry - good career prospect . con : fast grow industry thing change every second . need time patience company become organised well-structured .",0.6636269,,
557,557,SembCorp Marine,2019-04-10,Do not bother,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : like lot malaysian colleague .. con : total waste time work . place true embodiment modern slavery .,0.58530354,,
562,562,Surbana Jurong,2019-04-09,So so,1.0,Manager,,reviews,objective,neutral,en,pro : nothing comment . no pro . con : no aws bonus year end bonus,0.51772845,,
579,579,Dyson,2022-03-08,Great Place to work,5.0,Senior Design Engineer,"Malmesbury, England",reviews,objective,neutral,en,pro : well structure development plan good pay . con : cant think con apart location middle no,0.7127848,,
580,580,Integrated Health Information Systems,2021-09-29,Good place,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : work life balance flexible timing . con : process improve,0.9347331,,
582,582,ST Aerospace,2016-06-29,APG Mechanic,1.0,Apg Mechanic,"San Antonio, TX",reviews,objective,neutral,en,pro : lot opportunity work area aircraft . learn job train .. con : would not give decent raise direct employee put lot time good work . cent whole dollar .,0.7428141,,
585,585,Mapletree Investments,2021-01-26,Admin Assistant,5.0,Administrative Assistant,Ho Chi Minh City,reviews,objective,neutral,en,pro : lot chance enhance ability . con : much workload process,0.9232838,,
596,596,AETOS,2021-06-29,Fantastic,5.0,Senior Operations Manager,,reviews,objective,neutral,en,"pro : challenge environment start use technology . con : low pay , high turn",0.92706746,,
613,613,SembCorp Marine,2022-08-22,-,5.0,-,Singapore,benefits,objective,neutral,en,c provide many benefit,0.65852547,,
620,620,Recruit Express,2017-10-17,-,1.0,-,Hong Kong,benefits,objective,neutral,en,"80/20 basic salary , ca n't achieve monthly target , basic salary 20 %",0.8872371,,
624,624,Integrated Health Information Systems,2020-08-21,-,5.0,-,Singapore,benefits,objective,neutral,en,one company offer 21 day annual leave first join .,0.81109273,,
630,630,SembCorp Marine,2019-08-14,-,1.0,-,Singapore,benefits,objective,neutral,en,500 personal flexi & 200 medical year,0.85572004,,
641,641,Dyson,2022-01-03,-,5.0,-,Singapore,benefits,objective,neutral,en,competitive benefit market,0.8695144,,
652,652,Charles & Keith,2018-06-05,-,1.0,-,Singapore,benefits,objective,neutral,en,"benefit standard compare company . however , depend availability team able use benefit give .",0.7548375,,
681,681,OKX,2022-06-12,-,5.0,-,Singapore,benefits,objective,neutral,en,food allowance $ 20 day !,0.7036815,,
753,753,Keppel Offshore & Marine,2022-02-28,Old School Singapore Company,1.0,Process Automation Engineer,Singapore,reviews,objective,neutral,en,"pro : cheap canteen , good name outsider . con : wayang culture , seniority , outdated , backwards",0.522415,,
759,759,Dyson,2022-09-06,Cutting edge tech development and a fun place to work,5.0,Embedded Software Engineer,,reviews,objective,neutral,en,pro : employ really great people proud cutting edge consumer product develop . con : creep bureaucracy disjoint system,0.8743532,,
760,760,Resorts World Sentosa,2021-04-01,Happy people working,5.0,Sales Associate,Singapore,reviews,objective,neutral,en,"pro : wonderful people around park .. con : manager unforgiving , don ’ know .",0.6791226,,
771,771,Dyson,2018-08-21,Graduate Electronics Engineer,5.0,Graduate Electronics Engineer,"Malmesbury, England",reviews,objective,neutral,en,pro : challenging everyday push become good engineer .. con : facility leisure possible,0.90684646,,
825,825,My First Skool,2021-08-28,Great school,5.0,Childcare Teacher,Singapore,reviews,objective,neutral,en,pro : great teamwork supportive colleague .. con : much paperwork complete,0.49550757,,
837,837,Dyson,2021-06-21,Great products - so much potential,5.0,Account Manager,"Chicago, IL",reviews,objective,neutral,en,pro : team people amaze . grow fast .. con : fast decision leave impact . lot change past year,0.89914197,,
847,847,Panasonic Avionics Corporation,2021-04-26,Great place,5.0,Technician,"London, England",reviews,objective,neutral,en,pro : wondeful staff always willing assist . con : salary not best,0.89317715,,
849,849,Dyson,2022-05-03,"challenging, rewarding and supported by really great people who care",5.0,Senior Product Manager,"Hullavington, England",reviews,objective,neutral,en,"pro : - innovative collaborative culture quite unique company dyson 's size something see small start-ups . make really great place work . - dyson good hire smart people want work together help others learn develop . come technology stay people . - focus build best product possible user prepare really invest something love product person . - start embrace flexible working software engineering function post covid , really help work life balance collaboration across timezones . - still run much like start-up load opportunity real autonomy , particularly prepared break rule ( often encourage support ) - problem solve often technically hard not great - change constant dyson not scar make large change mean n't get stick rut . change often good , even not n't wait long change good ! . con : - start-up grow quickly quite supporting function procedure n't keep pace . grow pain still go trick ensure still keep nimble way work . - need keep ip secret possible lead unconscious lack share engineering function even not discuss anything secret . something need get good . - flexible working not adopt company wide yet . - split new product innovation new product delivery n't ideal , hard balancing act . give people enough space truly innovate without support get product production , yet still learn lesson next product well . seem iterate good place though . - entirely privately company executive team not much autonomy public company . however , offset real investment long term rather short term goal . - pro far away out-way con",0.38732564,,
851,851,Circles.Life,2020-02-28,DON'T JOIN,1.0,Operations,,reviews,objective,neutral,en,pro : 1. pantry full snack fruit 2. fast-paced culture . con : management team disrespectful enforce team solve issue ot weekend .,0.828408,,
878,878,Panasonic Avionics Corporation,2018-07-27,Great company to work for!,5.0,Anonymous Employee,,reviews,objective,neutral,en,"pro : lot opportunity go around , always able learn something new .. con : reorg process bring additional stress job",0.89188135,,
881,881,Charles & Keith,2021-11-23,Great to boost resume,5.0,Sales Associate,"Orchard, ",reviews,objective,neutral,en,pro : high comm & high incentive . con : work day not like others,0.9233083,,
882,882,Keppel Offshore & Marine,2020-06-21,Good,5.0,Program Manager,Singapore,reviews,objective,neutral,en,pro : fast good quick review salary . con : take time access match,0.80122954,,
883,883,Dyson,2019-04-10,Good company not so good management,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : good product technology . con : not good management india,0.9172842,,
887,887,Mediacorp,2020-03-28,good,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : good environment office . con : open space work environment,0.9181439,,
888,888,OKX,2022-09-13,"Positive Culture, great benefits and young population",5.0,Manager,Hong Kong,reviews,objective,neutral,en,"pro : - work young population , everyone agile , smart energetic . - team apac region country globalised project , hk , singapore , malaysia , dubai , u.s. , many . - large degree autonomy lead project , learn grow together . - attractive competitive company benefit , include learn fund , gym allowance meal benefit . 's company work/life balance growth mindset .. con : -",0.7123406,,
894,894,Surbana Jurong,2022-06-12,Working experience,1.0,Audio Visual/Video Conference Specialist,,reviews,objective,neutral,en,pro : great benefit good salary scale . con : incompetent manager not listen employee,0.7168716,,
899,899,Panasonic Avionics Corporation,2022-05-23,Moving in the Right Direction,5.0,Senior Project Manager,"Irvine, CA",reviews,objective,neutral,en,"pro : compensation benefit improve since covid-19 crisis : unlimited vacation day , attractive wfh policy . con : lose gray matter crisis difficult rebuild",0.8897926,,
908,908,Dyson,2020-07-01,Interesting and Fast paced,5.0,Research Manager,"Malmesbury, England",reviews,objective,neutral,en,"pro : lot opportunity interesting stimulating environment . con : lot office politics , lot ingrained poor management",0.55301243,,
909,909,Keppel Offshore & Marine,2020-02-01,Production Section Manager,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : good flexibility good team work . con : long hour need run project,0.88206977,,
929,929,Charles & Keith,2018-05-16,Stable Company,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : flexible work hour good environment office nice view friendly colleague management . con : sometimes ot late .,0.56011367,,
930,930,Cheil Worldwide,2019-12-09,European digital business director,5.0,Digital Account Director,"London, England",reviews,objective,neutral,en,pro : good work lot collaboration across europe . con : need music work,0.81627196,,
969,969,Panasonic Avionics Corporation,2020-08-06,Great company to work with,5.0,Quality Inspector,Dubai,reviews,objective,neutral,en,"pro : good salary good additional benefit . con : long work hour , strict environment",0.8555328,,
972,972,Dyson,2018-02-01,Poor Leadership & signs of a cover up. Senior Management protected at expense of other employees,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : brand company excellent . good benefit friend family discount . con : investigation work practice senior manager completely one side basically dismiss junior people leave senior manager position despite give advice first place .,0.49425498,,
985,985,Resorts World Sentosa,2020-07-16,a big family,5.0,Senior Cashier,Singapore,reviews,objective,neutral,en,pro : good benefit salary not bad . con : far good lah,0.549355,,
1085,1085,ST Engineering,2021-05-04,good to work,5.0,Project Manager,"Ang Mo Kio New Town,",reviews,objective,neutral,en,"pro : stable reliable work environment .. con : technology date , not good fresh graduate",0.8675456,,
1087,1087,Dyson,2021-10-09,Great Part Time Kob,5.0,Expert,"San Jose, CA",reviews,objective,neutral,en,"pro : dyson product sell company management stand , protect take care employee . pay expert normal hour pay rate entire covid 19 lockdown . get pay self isolate . great group people work , challenge support . con : get slow difficult look stay busy not full time not lot room advancement",0.50561273,,
1095,1095,AETOS,2022-05-12,OT unlimited,1.0,Securiy Officer,,reviews,objective,neutral,en,pro : ot many super tire . con : less salary unfair environment,0.7555886,,
1116,1116,Resorts World Sentosa,2019-01-02,Not a healthy place,1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : lot exposure work integrated resort .. con : extreme slim chance career advancement opportunity .,0.91320145,,
1117,1117,Cheil Worldwide,2019-02-14,the best place to work in Korea,5.0,Account Executive,,reviews,objective,neutral,en,pro : smart hillarious people . cafeteria restaurant .. con : relatively low basic salary . difficult make balance work life .,0.7002656,,
1138,1138,Panasonic Avionics Corporation,2021-03-19,"ASSEMBLER III (Tool Coordinator, Procurement & Facilities)",5.0,Assembler (III),Sharjah,reviews,objective,neutral,en,"pro : 1. company general reputation . 2.reputation key leader . 3.admiration products/services . 4.admiration company initiative ( market campaign , community 5. involvement , train program ) 6.company culture value . 7.company growth/success .. con : part cost buster program covid impact , facility shift mexico completely shut operation ( department ) dubai .",0.7472221,,
1146,1146,Surbana Jurong,2020-06-08,Internship at Surbana Jurong,5.0,Intern,Singapore,reviews,objective,neutral,en,pro : exposure wide range project . con : mediocre work environment,0.93057585,,
1157,1157,Surbana Jurong,2022-05-14,Flexible but no progress at pay,1.0,Executive Engineer,Singapore,reviews,objective,neutral,en,"pro : flexible work environment , leader approachable . con : slow progress increment",0.9333264,,
1159,1159,Resorts World Sentosa,2021-06-20,not bad,5.0,Aquatic Safety Attendant,Singapore,reviews,objective,neutral,en,pro : pretty chill job water . con : far inconvenient,0.48802245,,
1175,1175,Dyson,2022-09-07,Attractive company benefit,5.0,Design Engineer,Senai,reviews,objective,neutral,en,pro : fuel allowance medical insurance coverage family flexible working hour staff purchase discount free lunch provide . con : difficult career advancement bureaucracy chain,0.9156436,,
1196,1196,Resorts World Sentosa,2021-09-01,-,5.0,Ride Attendant,,reviews,objective,neutral,en,pro : meet nice people ( team member & visitor ) . con : meet unpleasant people ( visitor ),0.8092346,,
1213,1213,Panasonic Avionics Corporation,2021-12-11,Supply chain,5.0,Senior Engineer,"Lake Forest, CA",reviews,objective,neutral,en,"pro : decent work culture , flex hour . con : career progression little slow",0.91401595,,
1219,1219,Dyson,2021-11-14,Good,5.0,Anonymous Employee,"San Francisco, CA",reviews,objective,neutral,en,pro : solid company work . con : kind boring not challenge,0.77647793,,
1242,1242,ST Engineering,2022-04-06,Currently working in Vamshi motors till today,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : improve knowledge new skill new target etc . con : hot weather dirty workshop floor,0.8815517,,
1248,1248,Surbana Jurong,2021-11-16,Very good working environment,5.0,Anonymous Employee,,reviews,objective,neutral,en,pro : good workplace competitive environment . con : hierarchical structure difficult rise along heavy politics,0.92742515,,
1260,1260,Integrated Health Information Systems,2022-05-05,Low stress,5.0,Staffing Coordinator/Recruiter,"Tigard, OR",reviews,objective,neutral,en,pro : straightforward low stress great team . con : slow sometimes 're not careful get boring,0.6706821,,
1302,1302,SMRT,2021-12-05,"Slow career progression, low basic salary",1.0,Anonymous Employee,,reviews,objective,neutral,en,pro : good co worker stable job even pandemic stable bonus payout around 2-3 month . con : slow progression avg basic salary payout unfair pay amount job assign,0.6835356,,
1313,1313,Cheil Worldwide,2018-08-08,Global digital planner,5.0,Anonymous Employee,Seoul,reviews,objective,neutral,en,pro : experience no1 . product marketing . con : hard work demand environment well,0.932537,,
1336,1336,SembCorp Marine,2021-11-04,-,5.0,-,Singapore,benefits,objective,neutral,en,average benefit comparatively others,0.7704291,,
1359,1359,Dyson,2016-12-17,-,5.0,-,United Kingdom,benefits,objective,neutral,en,"27 day holiday plus bank holiday , total flexibility holiday . example want book 2 hour simply start late one day go kids school performance , self service holiday portal",0.6858908,,
3207,3207,Dyson,9/3/2022,-,5.0,-,United States,benefits,objective,neutral,,"many benefit option medical , dental vision .",0.66305906,1829.0,"many benefit option medical , dental vision ."
