,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
211,211,Dyson,2021-05-31,Steer away from this company if you wish to grow! One of the good for nothing company to work for,1.0,Service Engineer,New Delhi,reviews,subjective,negative,en,"pro : pro really good salary & incentive structure season period . 's also con , con segment . employee discount one best care product become bad quality require maintenance & service every 6 month . good product n't function without issue . yearly increment upto mark .. con : list huge ! ! 1 ) no work life balance - expect work 24x7 , least accord customer service director . get constant call day ( week-day ) ask query request take cx call 's escalate ! meeting schedule week expect join ! 8:30am morning ! set official meeting 8:30 working hour 9:30 thay day many ? n't join meeting , constantly call upon phone attend meeting manager , . meeting last 5 minute good nothing data discuss . you'all share pulsey survey regularly improve work life balance , implementation ? 2 ) n't get sunday week , mean come ! service video call , think customer return back machine n't get service sunday ! customer wait day inform properly ! director set example initial day start work available time ensure grow career . say use hog back , roam bike & public transport service customer . oh come , time change , quality service provide . thing n't change old man mentality management . 3 ) inexperienced manager : company exploit lot fresh boat graduate , hog work round clock company know pay good money get employee work like slave . immediate team manager promote n't know anything lot ego issue . expect anything ask , include micro-managing work in-efficient manage . manager not know manage team think owe life & time company . thing use much good initial launch company . , many efficient people leave , especially rana , company 's standard & quality go drain . 4 ) promotion : n't expect promotion 2 year , even get promote job description . promotion ? appraisal solely base biased feedback manager kpi n't matter anything . petty politics & favourable people get promote . even achieve goal , 's never high enough company . 5 ) contact center team one bad industry . insufficiently train & bring live & direct work . mess big time , end half work . every repair call , add escalate . 6 ) one bad company work . 's no growth even achieve kpi 's . manager , use field service engineer first think work company good . little know work betterment company time . novice manager , ego issue , no clear communication provide withholds information need circulate . incorrect job description : service engineer ? really ? should name title - demonstration technician . b.tech graduate mean attend video demonstration dyson product owner ? ? not save money hire non b.tech graduate ? expect employee stay work ladder 's no opportunity grow ? service mislead . north team , joke . bunch people care schedule move request others . ca n't handle anything . overall , company fill lose , delude loser employee",0.9129454,,
215,215,Recruit Express,2019-06-20,It was the worst job/practices I’ve ever experienced.,1.0,Human Resources,"Jurong East New Town, ",reviews,subjective,negative,en,"pro : isn ’ much pro start . colleague ok , salary fluctuates due sale nature . common trait easily industry .. con : unethical - dump job candidate fulfill quota commission . could also mean possibility applicant bad fit , practice shove nevertheless . applicant unsuccessful fussy interview , move next target leave hang . nature , tendency force applicant take whatever job dish , want cooperation . fast pace seem like result matter , no one go question . not much guidance well , ‘ survive ’ good not , next good player .",0.9305991,,
219,219,SembCorp Marine,2020-07-23,Bad company,1.0,Technician,"Sengkang New Town, ",reviews,subjective,negative,en,"pro : work-life balance , clean office , good opportunity study . con : low salary , no bonus , no teamwork , colleague bad mostly foreign worker & expect much low pay worker",0.86268985,,
222,222,Dyson,2022-05-08,Good,5.0,Engineer,,reviews,subjective,positive,en,pro : good place work . con : nothing much say,0.7912095,,
227,227,Dyson,2022-08-29,"Horrible management on every level, no room for growth, no care for long staying employees",1.0,Expert,"Century City, CA",reviews,subjective,negative,en,"pro : location store good . free lunch holiday . base pay pay time .. con : management constantly monitor , minimum wage pay increase $ .40 cent year , absolutely no opportunity move , ridiculous uniform choke neck , claim 3 discount code year , never give code . hr not respond email no phone number list . management go constant smoke break , arrive hour late leave hour early yet claim work , require welcome every single person extremely busy store also walk everyone every single product . night shifter require take trash disgusting smelly place world , mall trash go . shipment start 6am unload thousand pound product . management hold store no reason 11pm even though ’ closing duty , “ ’ require leave time ” . promise monthly bonus keep change term almost never actually get , even though sell 600k month product , double goal . constantly ask work extra hour take extra shift . management yell . 0 commission million dollar product ’ sell .",0.949208,,
250,250,Dyson,2017-04-22,Graduate Mechanical and Design Engineer,5.0,Anonymous Employee,,reviews,subjective,positive,en,"pro : great place work , would recommend anyone . ive month already tell dyson grow go get big well . con : no major problem , location could issue middle countryside no local train station , however shuttle bus trialled bristol area",0.7244175,,
260,260,ST Aerospace,2017-04-03,Good company if you want to retire but no chance for advancement. Everyone is too comfortable in here.,1.0,Assistant Engineer,Singapore,reviews,subjective,negative,en,pro : opportunity work old aircraft work experienced engineer . stable job n't fire employee . exposure many old aircraft .. con : poor management . self centered management . bad employee welfare . alot favoritism . 1 min ask employee ot next minute ask employee take flexi/ annual leave . no chance career advancement management .,0.9047769,,
272,272,Resorts World Sentosa,2021-11-25,No Career Progression,1.0,Anonymous Employee,,reviews,subjective,negative,en,pro : enjoy attraction perk . 's .. con : certain department hire foreign talent refuse create career progression local talent . instead director department thinking get rid local talent keep high pay job .,0.74920356,,
280,280,Dyson,2017-03-01,bad place to work,1.0,Field Service Engineer,"Manchester, England",reviews,subjective,negative,en,"pro : good salary engineer long service , poor new starter no way close gap good staff discount . con : great company work , would not recommend . aggressive bullying management , constant threat disciplinaries unrealistic sale target not meet , dubious sale tactic use . useless middle management . lose really good staff relentless pursute sale cost . good staff bonus would buy product overprice engineered tat .",0.9208564,,
301,301,Integrated Health Information Systems,2021-09-16,Rude and impatient HR,1.0,Clinical Informatics Analyst,,reviews,subjective,negative,en,pro : ä¢ excellent love work non career growth company .. con : ä¢ condescend remark female hr . ‚ä¢ top management almost non existent feedback channel . ‚ä¢ extremely slow work/interview process .,0.8777584,,
302,302,Panasonic Avionics Corporation,2018-09-07,Please DO NOT consider working or interviewing for this company  they  are almost bankrupt!,1.0,Anonymous Employee,"Lake Forest, CA",reviews,subjective,negative,en,"pro : besides location lake forest , ca 's absolutely nothing else worth mention .. con : panasonic avionics massive investigation fraud , bribery , falsify fact department justice rightfully mission teach lesson ethic bring . wasn‚äôt surprise anyone get away much corruption year . since 2017 , entire senior management corrupt team fire replace yet another incompetent corrupt team . re-org re-org re-org not help pac survive mess certainly create greed . employee morale extremely low everyone know , especially key skilled individual leave one another . subject matter expert go go competitor . female manager get promote unfortunately not base skill experience , mostly meet diversity . panasonic extremely buddy-buddy system promotion give personal relationship upper management suck management . toxic environment many unethical business practice inept management . hr also incompetent enabler wrongdoing . also leave great company week .",0.9413837,,
307,307,Integrated Health Information Systems,2022-05-18,Suitable for those already in gov sector,1.0,Anonymous Employee,,reviews,subjective,negative,en,pro : procedure drive suitable love toxic environment . con : political doesn‚äôt put employee first,0.61495596,,
311,311,Resorts World Sentosa,2022-03-20,Rundown,1.0,FME,"Warminster, PA",reviews,subjective,negative,en,"pro : free meal , understand bos particular department .. con : bad workplace team keep info ’ drown alone , ’ hot small team walk whole rws . no workbench service item , no desktop access intranet . paper filing water shut shower director instruction equipment rundown want save electrical bill . director leave rws kpi gain . backstabbing place want free drink buy . place laugh stock . hope change mindset . engineer no hand approach . never go day . increment joke hardship daily . prepare take old rusty equipment find tool job .",0.9477701,,
313,313,Resorts World Sentosa,2019-01-01,"Only ""big"" in name but operating like an SME.",1.0,Anonymous Employee,,reviews,subjective,negative,en,"pro : 1. great level colleague middle management try understand guide along . 2. decent exposure due diverse business nature .. con : 1. long working hour inflexible working schedule . 2. top management little input ground level . 3. political infighting even amount senior management . 4. indecisiveness , massive change make constantly due lack clear vision goal .",0.7168145,,
320,320,Dyson,2022-01-15,Not a nice place to work,1.0,Product Owner,"Bristol, England",reviews,subjective,negative,en,"pro : not lot , free lunch . con : - force attend office 5 day week , even everyone work different office international . reinforce track amount time scan pas . - awful communication leadership , tend follow government announcement wfh , need office “ collaboration ” . use fear negative thing leadership would say next . - over-reliance 3rd party , constant stream people leave low morale make hard find dyson employee skilled care .",0.9322648,,
324,324,Dyson,2021-06-21,A totalitarian regime run by an out of touch 74 year billionaire,1.0,E-Commerce Manager,"Malmesbury, England",reviews,subjective,negative,en,"pro : sell cool product , pay ok ( c.£45k manager role 8 report ) ground well manicure . con : although world change massively many big froward think company adopt hybrid working system , dyson ignore 99 % workforce opt send eveyone back office 5 day week . go back office n't bad ? campus base middle absolutely nowhere . no train no regular bus service , oh yh internet awful . close city bath bristol , hour drive away . mean c.3000 people drive c.2hours day get work ... insane amount time lose awful impact environment backwards . pandemic wfh era , dyson record breaking year , performance ca n't use excuse send people . excused use 'we campus culture ' - ? make campus culture ? google campus culture , provide reason people come office . still pay £2.50 strawberry bos grows wait jd start charge us coffee us back camp .",0.946848,,
331,331,Navitas,2021-03-07,Favourites,1.0,Manager,,reviews,subjective,negative,en,"pro : no pro worth mention . con : want progress , better make friend senior management n't question decision .",0.78846735,,
333,333,Panasonic Avionics Corporation,2015-04-10,medium-large company that encourages long term focus and is willing to take risks,5.0,Member of Technical Staff III Software Engineering,"Lake Forest, CA",reviews,subjective,negative,en,"pro : benefit ( great health insurance , basic dental , basic vision , good 401k matching ) pretty good , much good industry average , downside no pension , even large company use offer pension ( like boeing ) no longer offer new employee . overall culture good software developer . short term hack hurt long run discourage , unnecessary schedule pressure not apply allow developer quality work . focus continuous improvement part culture include occasionally throw old system , re-architecting .. con : seem lack communication across organization . design may make sense one point view work less ideally across full integrate system . individual organization seem lot autonomy empower , would nice cross organization cooperation , autonomy could use effectively . expect power change thing organization control expect resistance delay dependency group .",0.53282374,,
340,340,Panasonic Avionics Corporation,2022-05-01,A dying company with no innovation or recognition for it's employees,1.0,Avionics Engineer,,reviews,subjective,negative,en,"pro : ok want stability routine little innovation care career progression .. con : senior manager get promote little lack recognition employee individual contributor . ton red tape bureaucracy little room innovation . no room career progression development . no work life balance , high turnover increased pressure stress leave behind region . die company europe no investment 's employee .",0.90686154,,
349,349,ST Engineering,2022-09-14,-,5.0,Engineer,"Ang Mo Kio New Town,",reviews,subjective,positive,en,"pro : good well fare , alot internal benefit . con : cant think con",0.8131279,,
350,350,Mediacorp,2018-02-25,Leave application in system - pple taking advantage,1.0,Anonymous Employee,,reviews,subjective,negative,en,"pro : good welfare . anyhow take leave . con : staff take advantage leave application . indicate take leave ’ not reflect team calendar ( ’ pending , system also show . leave staff calendar blank . ) one leave soon every day indicate either medical leave . join july 2017. much leave not indicate team calendar ?",0.87566227,,
353,353,ST Engineering,2022-01-29,Flying with a skeleton crew,1.0,Engineer,,reviews,subjective,negative,en,"pro : n't mind condition , get along quite lot mediocrity without fear reprisal government-industrial complex stability , n't upset bigwig 'll fine . claim family orient . normally wo n't touch holiday .. con : low recognition benefit , low compensation . invert pyramid hierarchy . date thinking . get use pointless thing superior `` look good `` . weak growth opportunity . self-fulfilling fetish scholar . workforce become transitory . colleague probably lack experience , get retrench contracted-service . no loyalty camaraderie . lot layer middle management . boss expect give family time urgent issue jeopardise family time . lot armchair general shadow ruler politics",0.9385786,,
364,364,ST Engineering,2021-06-15,Airman Training Program,1.0,Aircraft Mechanic Trainee,"Pensacola, FL",reviews,subjective,negative,en,"pro : get pay learn job , actually work .. con : no urgency program , incoming trainee tell would 18 month program still train 2 year . program leadership unaware situation . no guarantee get license testing .",0.76456034,,
368,368,Dyson,2019-09-19,Avoid,1.0,Senior Manager,,reviews,subjective,negative,en,pro : - land opportunity - rdd great . con : - crowd least skilful bunch arrogant team - terrible culture - collaboration non-existent myriad silo fail solve problem - lack company strategy - sticky middle management,0.90731597,,
372,372,Cheil Worldwide,2021-09-10,Don’t let the “brand name” full you,1.0,Creative,"Plano, TX",reviews,subjective,negative,en,"pro : get “ samsung ” client resume . con : management joke , workflow inconsistent , no guidelines… figure lot thing , none people know",0.90124786,,
376,376,ST Aerospace,2022-01-03,Workplace,1.0,Quality Inspector,Singapore,reviews,subjective,negative,en,pro : job scope alright everything order . good step stone .. con : lot people keep pressure fast you‚äôre work alone handle lot task no one help . force ot everyday task already finish . toxic environment lot politics . no progression no work life balance .,0.8314712,,
386,386,Tribal Worldwide,2015-06-03,Under-Achiever in the DDB Family,1.0,Anonymous Employee,"New York, NY",reviews,subjective,negative,en,"pro : none really observable . might worth add `` ddb `` back name elevate reputation , though hard see ddb gain result .. con : new york office . poor leadership team . boast small , boutique operation , actually euphemism inability grow . around 70 employee , exceptionally small headcount digital arm top , global advertising agency . collegial culture , would fine also high-performing . 's not . decent creative product , non-existent strategy analytics product . great place work want fun , not fun place want great work .",0.920729,,
390,390,Recruit Express,2021-06-26,Don’t bother to consider RE,1.0,Recruiter,,reviews,subjective,negative,en,"pro : , without eye open experience win ’ believe current time still culture practice .. con : take consideration full timer . apply 80/20 rule , 2nd month 3rd month doesn ’ hit target 3times payroll cost , deduct 20 % salary . well , technically ’ legal . put 80 % basic 20 % deductible component mom term loa . lucky , get take employment license early engage deal permanent role hit kpi . not , good luck ! handle contract role . besides commission per contract role $ 8 . addition , feel don ’ well kpi . win ’ confirm regardless many month . , resign 2weeks notice 2weeks penalty . deem penalty company loss term training cost . actual fact , no proper training provide . job training sale talk session ceo . recover 2weeks salary . short , losing end don ’ sound hr . anw , hr team also useless . “ yes ” man mode . no point . maybe try complain mom ? another side lack resource , consultant share computer use general email address . pathetic much . guess , quite sale drive distinct culture work . hence , glad didn ’ stay long recognise not sale material . thanks mr sim look . wouldn ’ . thank .",0.9138247,,
395,395,Panasonic Avionics Corporation,2021-04-07,Walk the walk,1.0,Anonymous Employee,"Lake Forest, CA",reviews,subjective,negative,en,"pro : exciting industry richly diverse team world . fair pay benefit . 401k match .. con : nepotism - intrinsic panasonic avionics‚äô culture decade go unchecked current leadership . ethical fading ‚äì lead pac fin $ 280 million doj sec 2017 , ceo exit well leadership team member . follow doj ruling , great stride make ensure compliance law policy . little discuss ethic importance ethic pertain compliance . compliance foundational organizational health , ethic ‚äúland‚äù foundation lay . ethic soft pliable , compliance continue crack erode . left unattended , fail . lack inclusion ‚äì good diversity beyond accounting purpose not equal measure inclusion . sexism , racism , ageism , homophobia , islamophobia , bullying , intimidation alive well pac . report issue regard exclusion often meet response ‚äú ( ) nice person ! everyone love him/her ! i‚äôm sure that‚äôs not meant‚äù . often , report go un-responded . inclusion must go far ‚äúinternational women‚äôs day‚äù fully inclusive . no process ‚äì lack process result organizational silo build , reinforce unaccountability . blaming finger-pointing commonplace , many people say , ‚äúit‚äôs not job.‚äù without process , don‚äôt know well bad . can‚äôt measure efficiency reach goal . perpetually fighting fire pac . no strategy ‚äì reorgs , restructure , layoff routine panasonic avionics . change make , not communicate try accomplish change . lack process result inability gauge effectiveness change . work without strategy create illusion change without anything accomplish . imagine team 3-year old‚äôs play soccer . thing happen field , nothing accomplish . fire fighting continue . absence vision leadership contribute lack process strategy . without clear vision , not sure work towards . try accomplish pac ? vision provide direction overarch know direction move . set path direction monitoring measuring success process feedback . panasonic avionics adrift rudderless without vision . careless leadership ‚äì recorded address company last june , ceo announce second round significant layoff would take place day . breath , announce cto‚äôs hire netflix would move newly renovate campus safe . hire new cto new campus excite , announce conjunction layoff cruel display gross lapse empathy , emotional intelligence , grace . change adverse ‚äì maintain status quo value exemplify high level leadership . meeting vice president , idea create training initiative would support career advancement program bring . without miss beat , vp say , ‚äúthat‚äôs good idea , that‚äôs paradigm shift , don‚äôt time that.‚äù lot talk thing ‚äúshould change‚äù ‚äúcould make difference , ‚äù no action ever take . adversity change stunt innovation pac . ‚äúinnovations‚äù tout recently pac should recognize capitulation market demand rather innovation . point , pac survive inertia alone . fear speak truth power pac . one last in-person all-hands meeting , employee stand say not tool network access need job . unable correct issue cost significant time money . despite go correct channel , employee could not gain access tool need successful . one executive stage roast employee , tell exactly couldn‚äôt get access tool need would ‚äúneed figure out.‚äù moment , demonstrate leadership not safe speak truth power , even ask help . disappointing no executive stand stage try intervene . fear speak truth power keep employee ask question , make suggestion , even give complete picture assessment give situation may less optimal . employee take grant . ceo vp announce ‚äúpanasonic avionics excellence awards.‚äù first time award would give recognize top 10 perform team pac , impressive prize go top 3 team . top 10 team announce , top three team announce , nothing , silence . hardworking engage team go unappreciated regularly pac . still don‚äôt know winner . not follow something simple say ‚äúthank you‚äù failure leadership accountability fundamental level . career advancement not straightforward process panasonic avionics unless you‚äôre well connect . nepotism ensure easy way promote within organization relationship . no guidance take move level one position level 2 position beyond . job description different level , leveling primarily base upon one‚äôs rate pay . beyond , no one understand skill set necessary move organization beyond know right people . leadership refuse listen team member provide input . past year half , ask provide input ‚äúculture surveys‚äù ‚äúemployee opinion surveys.‚äù result survey either statistically incorrect , paint rosy picture take place actuality , result never share . either case , no action plan address issue communicate survey ever put place , opinion input ignore . ask one‚äôs opinion not acknowledge appear disingenuous inauthentic . it‚äôs important remember leader refuse listen ultimately surround people nothing say . culture unaccountability ‚äì issue mention point company leadership say one thing demonstrate opposite . leader speak publicly eloquently importance ‚äúgrit grace.‚äù still , grit easily overlook nepotism , grace absent high level leadership . executive speak importance mentorship building strong leader within organization make no effort encourage mentorship pac . talk importance gratitude give , yet leadership couldn‚äôt bother complete effort recognize highly engage team . accountability isn‚äôt achieve word say , rather action take towards make word reality . isn‚äôt easy trust respect talk talk don‚äôt walk walk .",0.94222486,,
397,397,Dyson,2021-07-21,"Great marketing company, not much else",1.0,Anonymous Employee,"Malmesbury, England",reviews,subjective,negative,en,"pro : high profile company , large scale , interesting tech . con : management hopelessly lose top . company run chief 's whim . daily chaos pretty much area . awful attitude staff . hr actually suggest one interviewee should take pay cut able work dyson - sum think .",0.8873637,,
402,402,Panasonic Avionics Corporation,2021-05-17,Not enough work for a lot of employees,5.0,Administrative Assistant,"Lake Forest, CA",reviews,subjective,positive,en,pro : great global company respectable reputation . avionics cooler ife . con : pigeon hole employee . nott efficient,0.69514215,,
404,404,Navitas,2020-03-04,AVOID:Terrible company to work for!,1.0,Anonymous Employee,,reviews,subjective,negative,en,"pro : no pro ! . con : - poor management area business . - constant changes- love make rule go without inform employee . - high staff turnover speaks , everyone miserable work . staff overwork pay . - terrible hr , always suck manager don ’ waste time energy come anything push door speak . - incompetent manager no management/ people skill . - poor recruitment strategy - no professional development - toxic work environment - company couldn ’ care less well-being list go on……",0.9480001,,
405,405,Resorts World Sentosa,2021-10-31,Good experience!,5.0,Anonymous Employee,,reviews,subjective,positive,en,"pro : fun learn lot deal guest . con : not much con , maybe travel long",0.6323989,,
426,426,Dyson,2020-01-10,Good benefits but crappy place to work. 5 stars are not true,1.0,Engineer,Singapore,reviews,subjective,negative,en,"pro : near kent ridge mrt , good benefit & staff sale dyson product .. con : poor management team run project . micro manage manager not willing take risk & decision . fire fight meet project milestone design still immature . political environment among department & leader step high level . no work life balance work time must . short , con compare pros look good career .",0.88382375,,
428,428,SMRT,2022-08-25,Poor culture,1.0,Senior Manager,,reviews,subjective,negative,en,"pro : public transport rebate , work location . con : abusive culture , people development weak , leader not walk talk",0.7251861,,
431,431,Cheil Worldwide,2021-10-20,Minus,1.0,Account Manager,Frankfurt am Main,reviews,subjective,negative,en,pro : young international english campaign korean . con : low wage overhours unpaid pressure not compatible family life bad recognition,0.8150642,,
438,438,SMRT,2022-07-21,Poor recognition workplace,1.0,Senior Assistant Engineer,,reviews,subjective,negative,en,pro : best colleague best work environment best manager n't understand staff . con : bias manager poor recognition super slow promotion,0.8077701,,
459,459,Mediacorp,2016-05-03,Assistant Programming Manager,1.0,Anonymous Employee,,reviews,subjective,negative,en,pro : benefit . everything available one place . location ... con : politics . upper management n't take accountability . no work life balance .,0.51569563,,
460,460,Circles.Life,2022-02-08,Poor tech leadership,1.0,Senior Software Engineer,Singapore,reviews,subjective,negative,en,pro : marketing paint good picture company outside . phone bill reimbursement . con : team focus put good rating/review reply review glassdoor . really spend time solve actual problem would great . tech practises really poor top level leadership n't understand tech . read/watch youtube videos give advice & write newsletter . scratchback culture tech leader praise well . zero learn fire fighting,0.7798951,,
465,465,Dyson,2019-04-22,Repressive Environment,1.0,Finance Manager,,reviews,subjective,negative,en,"pro : 40 % discount four dyson product annually . upon 3 month confirmation , get old model vacuum clean $ 35 . con : culture repressive , not place feel opinion value beyond ability drive cost saving . strange dyson would hire qualified experienced individual good background task menial low-level work . rudeness tolerate top level . email send cap whole team . additionally , little career progression . please find job good company .",0.9070055,,
466,466,Cheil Worldwide,2019-01-23,Team Assistant,1.0,Team and Project Assistant,"Southwark, England",reviews,subjective,negative,en,"pro : - really good intelligent colleague - try inclusive integrated - free yoga class - lot free time work - basically work samsung look impressive cv . con : - high level management talk korean time meeting without explain happen - extremely unorganised - weird awkwardness borderline rivalry within company people 1st floor 3rd floor - no creativity manifest , everything spoon fed chew korea us swallow aka publish - digital agency software old fred flintstone ; actual hard copy invoice save file despite digital agency - no 1-2-1 line manager not care growth unless korea - no one racist feel like victim racism not korean - tell incompetent inexperienced without ever review promote people korean ( work year half one review say pass probation also month later ) - 90 % job contract never review contract time unless keep pester , eg ; work no contract three month no body know long extend contract , hr could not get hold employee line manager . - promise pay training give someone else opportunity - someone else korean , e.g ; give agile training staff temporarily exchange student refuse give permanent staff want grow , not discreetly . - hot mental health apart give free access headspace mediate app n't actually implement practice make work space less stressful - hr finance team extremely weak , unorganised , blasé unreliable - digital agency everything move slow - lastly , not korean , prepare feel unappreciated , uncomfortable , awkward dispensable .",0.9227508,,
473,473,Resorts World Sentosa,2022-05-08,Good environment,5.0,Aquatic Safety Attendant,,reviews,subjective,positive,en,pro : - friendly lead - fun positive workmate . con : -,0.7836583,,
482,482,Mediacorp,2022-02-27,Nepotism and bureaucratic envinronment,1.0,Senior Product Executive,"Gurgaon, Haryana",reviews,subjective,negative,en,"pro : well-known monopolised firm local medium industry .. con : one bad experience career life , toxic unproductive environment .",0.7877059,,
488,488,Keppel Offshore & Marine,2018-07-31,Fitter,1.0,,,reviews,subjective,negative,en,pro : no pro . serio dusly dont believe try .. con : discrimination uniform . many foreigner .,0.628513,,
491,491,ST Engineering,2021-06-19,Please stay away,1.0,Technical Manager,Singapore,reviews,subjective,negative,en,pro : none nothing comment company . please stay away .. con : need covet 10 people n't hire,0.6390686,,
503,503,Cheil Worldwide,2021-08-22,Good place to work,5.0,Senior Business Manager,Seoul,reviews,subjective,positive,en,"pro : great colleague , good environment , well pay . con : long work hour , not much",0.7356069,,
513,513,Resorts World Sentosa,2021-11-06,Love it,5.0,Project Executive,,reviews,subjective,positive,en,"pro : able see backend operation see night time park , everyone super friendly work hod friendly .. con : hmmm nothing much .",0.80684257,,
