,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
11701,11701,SembCorp Marine,25/8/2022,-,5.0,Senior Executive,"Tuas, ",reviews,objective,neutral,,pro : good boss colleague culture . con : no work life balance low salary,0.8356766,10323.0,pro : good boss colleague culture . con : no work life balance low salary
11709,11709,SembCorp Marine,25/8/2022,"No Stress, No Progress",1.0,Anonymous Employee,,reviews,objective,neutral,,pro : no stress . no politic issue . con : no improvement no increment,0.724763,10331.0,pro : no stress . no politic issue . con : no improvement no increment
11710,11710,SembCorp Marine,15/7/2022,good company,5.0,Mechanical Fitter,"Sembawang Estate, ",reviews,objective,neutral,,pro : sembcrop marine integrate yard pte . ltd safety rule good .. con : sembcrop marine integrate yard pte . ltd worker salary low,0.82127273,10332.0,pro : sembcrop marine integrate yard pte . ltd safety rule good .. con : sembcrop marine integrate yard pte . ltd worker salary low
11715,11715,SembCorp Marine,14/8/2022,Going down the drain,1.0,Commercial,,reviews,objective,neutral,,pro : no pro young generation . con : low salary office locate end tuas department utilize silo mentality,0.8094796,10337.0,pro : no pro young generation . con : low salary office locate end tuas department utilize silo mentality
11724,11724,SembCorp Marine,21/7/2022,Life in Sembcorp Marine,1.0,Engineer,Singapore,reviews,objective,neutral,,"pro : exposure mega scale project . con : low pay , slow career progression",0.8876353,10346.0,"pro : exposure mega scale project . con : low pay , slow career progression"
11739,11739,SembCorp Marine,12/6/2022,You will regrey,1.0,HSE Engineer,,reviews,objective,neutral,,"pro : nice employee around . con : almost everything else : benefit , top management incapability , turnover rate , work hour , work condition , non existent career progression talent retention",0.7191412,10361.0,"pro : nice employee around . con : almost everything else : benefit , top management incapability , turnover rate , work hour , work condition , non existent career progression talent retention"
11741,11741,SembCorp Marine,5/6/2022,Work/Life Balance,1.0,Project Management Office (PMO),"Sembawang Estate, ",reviews,objective,neutral,,pro : supportive manager colleague .. con : strong demarcation different production department . no work-life balance,0.81072783,10363.0,pro : supportive manager colleague .. con : strong demarcation different production department . no work-life balance
11747,11747,SembCorp Marine,20/4/2022,Environment,5.0,Engineer,,reviews,objective,neutral,,pro : good learning opportunity . exposure large project .. con : working hour start quite early .,0.8443315,10369.0,pro : good learning opportunity . exposure large project .. con : working hour start quite early .
11748,11748,SembCorp Marine,11/5/2022,Work environment,1.0,Project Engineer,,reviews,objective,neutral,,pro : nice friendly colleague . con : poor communication vertical managment,0.49163064,10370.0,pro : nice friendly colleague . con : poor communication vertical managment
11755,11755,SembCorp Marine,23/4/2022,Sembcorp Marine,1.0,Senior Engineer,,reviews,objective,neutral,,pro : job less get salary . con : use vdi…sharing cpu multiple people . vdi speed like 40 year old computer .,0.8656928,10377.0,pro : job less get salary . con : use vdi…sharing cpu multiple people . vdi speed like 40 year old computer .
11757,11757,SembCorp Marine,15/3/2022,Different environment setting from pure office work,5.0,Project Manager,Singapore,reviews,objective,neutral,,pro : forgive place work . con : long hour require work,0.9241536,10379.0,pro : forgive place work . con : long hour require work
11758,11758,SembCorp Marine,10/4/2022,Working at the Yard,1.0,Assistant Engineer,Singapore,reviews,objective,neutral,,pro : good place learn exposure .. con : promotes unhealthy work hour low salary rude colleague certain extent,0.4927075,10380.0,pro : good place learn exposure .. con : promotes unhealthy work hour low salary rude colleague certain extent
11766,11766,SembCorp Marine,22/3/2022,Not recommended,1.0,Senior Design Engineer,Singapore,reviews,objective,neutral,,pro : good already industry relevant software experience .. con : not good fresh grad,0.8439008,10388.0,pro : good already industry relevant software experience .. con : not good fresh grad
11767,11767,SembCorp Marine,13/2/2022,Good place to start for a fresh grad or someone without experience.,5.0,Production Control Engineer,"Tuas, ",reviews,objective,neutral,,pro : uniform ppe provide . con : far end singapore minimum transportation .,0.91857994,10389.0,pro : uniform ppe provide . con : far end singapore minimum transportation .
11775,11775,SembCorp Marine,17/1/2022,Learn new things.,5.0,Engineer,Singapore,reviews,objective,neutral,,pro : * able learn new thing enhance skill . * well manage organization . con : * far city * no bonus,0.6937859,10397.0,pro : * able learn new thing enhance skill . * well manage organization . con : * far city * no bonus
11781,11781,SembCorp Marine,15/12/2021,Job In SembCorp,5.0,Engineer,,reviews,objective,neutral,,pro : friendly culture office . con : na na na na na,0.88915974,10403.0,pro : friendly culture office . con : na na na na na
11783,11783,SembCorp Marine,13/1/2022,Bad working experience,1.0,Blaster/Painter,"Tuas, ",reviews,objective,neutral,,pro : pay reasonable contract job . con : -,0.8953813,10405.0,pro : pay reasonable contract job . con : -
11785,11785,SembCorp Marine,28/11/2021,Best place to wor,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : benefit good pay . friendly environment . con : much project might work weekend,0.73248464,10407.0,pro : benefit good pay . friendly environment . con : much project might work weekend
11791,11791,SembCorp Marine,6/11/2021,I hereby declare that the above information is true to the  best of my knowledge.,5.0,Tower Crane Crew,"Sembawang Estate, ",reviews,objective,neutral,,"pro : ➢excellent skill maneuver crane . ➢ skill maintain crane . ➢ good time management skill . ➢ fast learner , able gain knowledge new idea concept quickly .. con : no , n't think not interested",0.609747,10413.0,"pro : ➢excellent skill maneuver crane . ➢ skill maintain crane . ➢ good time management skill . ➢ fast learner , able gain knowledge new idea concept quickly .. con : no , n't think not interested"
11797,11797,SembCorp Marine,14/10/2021,A place to learn and nurture,5.0,Shipyard Engineer,Singapore,reviews,objective,neutral,,pro : able work learn multiple discipline able meet people around world . con : shipyard run 24/7 .. always ready unexpected event .,0.8390518,10419.0,pro : able work learn multiple discipline able meet people around world . con : shipyard run 24/7 .. always ready unexpected event .
11798,11798,SembCorp Marine,14/11/2021,System engineer,1.0,Systems Engineer,Singapore,reviews,objective,neutral,,pro : no pro day join . con : stressful work organisation,0.9278687,10420.0,pro : no pro day join . con : stressful work organisation
11805,11805,SembCorp Marine,23/10/2021,Salary and workload toxic culture,1.0,Engineer,,reviews,objective,neutral,,pro : nil nil nil nil nil . con : fresh graduate don ’ come . salary peanut expect carry lot .,0.83120483,10427.0,pro : nil nil nil nil nil . con : fresh graduate don ’ come . salary peanut expect carry lot .
11811,11811,SembCorp Marine,13/8/2021,Working environment,5.0,Senior Project Engineer,,reviews,objective,neutral,,"pro : good project team member always help , pmt team experienced create reality achievable strategy . reasonable employee benefit .. con : young generation should step take key position , work hour not flexible . team building should conduct .",0.8537245,10433.0,"pro : good project team member always help , pmt team experienced create reality achievable strategy . reasonable employee benefit .. con : young generation should step take key position , work hour not flexible . team building should conduct ."
11824,11824,SembCorp Marine,12/7/2021,Great Career Opportunities,5.0,Project Manager,"Tuas, ",reviews,objective,neutral,,"pro : great career opportunity willing work hard . con : long work hour , long distance town",0.781189,10446.0,"pro : great career opportunity willing work hard . con : long work hour , long distance town"
11834,11834,SembCorp Marine,29/5/2021,Electrical engineering  maintenance technician,5.0,Maintenance Technician(Electricalandmechanical,"Sembawang Estate, ",reviews,objective,neutral,,pro : good opportunity interested excellent customer . con : experience explain opportunity good service,0.8270389,10456.0,pro : good opportunity interested excellent customer . con : experience explain opportunity good service
11835,11835,SembCorp Marine,1/7/2021,engineer,1.0,Engineer,"Tuas, ",reviews,objective,neutral,,pro : learn alot thing . coz capable staff r run project . con : low pay . no work life balance,0.7072351,10457.0,pro : learn alot thing . coz capable staff r run project . con : low pay . no work life balance
11836,11836,SembCorp Marine,1/7/2021,Semcorp,1.0,Anonymous Employee,,reviews,objective,neutral,,"pro : alot work . con : low salary , lot work , iron fist culture",0.7915293,10458.0,"pro : alot work . con : low salary , lot work , iron fist culture"
11839,11839,SembCorp Marine,14/6/2021,Worst Company I have ever joined,1.0,Electrical Design Engineer,,reviews,objective,neutral,,"pro : bring forward annual leave last year clear leave end year . con : salary , culture , working hour , location",0.91899455,10461.0,"pro : bring forward annual leave last year clear leave end year . con : salary , culture , working hour , location"
11845,11845,SembCorp Marine,27/4/2021,Good,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : nice culture learn skill . con : culture need improve continue,0.91682184,10467.0,pro : nice culture learn skill . con : culture need improve continue
11858,11858,SembCorp Marine,3/5/2021,-,1.0,Project Engineer,Singapore,reviews,objective,neutral,,pro : nothing think .. con : many list .,0.87187016,10480.0,pro : nothing think .. con : many list .
11859,11859,SembCorp Marine,26/3/2021,Valuable,5.0,Drafting Designer,Singapore,reviews,objective,neutral,,pro : ’ good platform job searcher .. con : take process complete .,0.8544574,10481.0,pro : ’ good platform job searcher .. con : take process complete .
11869,11869,SembCorp Marine,15/2/2021,good,5.0,Assistant Manager,Singapore,reviews,objective,neutral,,pro : alot assistance like help mentorship give . con : poor work life balance due tight deadline,0.5598509,10491.0,pro : alot assistance like help mentorship give . con : poor work life balance due tight deadline
11870,11870,SembCorp Marine,22/3/2021,Weak Management,1.0,Senior Engineer,Singapore,reviews,objective,neutral,,"pro : little possible , capable , job expect . con : overload , top-heavy organisational management model , no work life balance",0.7001341,10492.0,"pro : little possible , capable , job expect . con : overload , top-heavy organisational management model , no work life balance"
11871,11871,SembCorp Marine,19/3/2021,Good Place for Junior Engineer,1.0,Piping Engineer,,reviews,objective,neutral,,"pro : good place gain experience , annual leave 14 day , work hour finish 4.15pm friday . con : low salary , overload , management wo n't listen staff opinion",0.5202987,10493.0,"pro : good place gain experience , annual leave 14 day , work hour finish 4.15pm friday . con : low salary , overload , management wo n't listen staff opinion"
11875,11875,SembCorp Marine,15/3/2021,Toxic Environment,1.0,Anonymous Employee,,reviews,objective,neutral,,pro : friendly colleague time get salary . con : no team work department . try push job,0.8694194,10497.0,pro : friendly colleague time get salary . con : no team work department . try push job
11884,11884,SembCorp Marine,23/2/2021,Project engineer,1.0,Project Engineer,"Sembawang Estate, ",reviews,objective,neutral,,"pro : good learning experience fresh grad . con : no work life balance , low salary",0.910554,10506.0,"pro : good learning experience fresh grad . con : no work life balance , low salary"
11889,11889,SembCorp Marine,28/1/2021,No comment . . .,1.0,Senior Engineer,Singapore,reviews,objective,neutral,,"pro : work diversity , vast learning opportunity . con : no comment . . .",0.8844295,10511.0,"pro : work diversity , vast learning opportunity . con : no comment . . ."
11890,11890,SembCorp Marine,28/1/2021,Na,1.0,Officer,"Tuas, ",reviews,objective,neutral,,pro : lot learn opportunity . con : lot non necessary meeting .,0.9228743,10512.0,pro : lot learn opportunity . con : lot non necessary meeting .
11891,11891,SembCorp Marine,27/1/2021,Good for starters,1.0,Mechanical Engineer,"Tuas, ",reviews,objective,neutral,,"pro : learn lot fresher . con : no career progression , low pay",0.87990594,10513.0,"pro : learn lot fresher . con : no career progression , low pay"
11894,11894,SembCorp Marine,21/1/2021,Great experience,1.0,Marketing Executive,"Tuas, ",reviews,objective,neutral,,pro : great experience u learn alot . con : monotonous management not willing change,0.90786225,10516.0,pro : great experience u learn alot . con : monotonous management not willing change
11901,11901,SembCorp Marine,5/12/2020,"It was nice to work with this kind of company,where can learn new things and  do very challenging works.",5.0,Industrial Electrician,Singapore,reviews,objective,neutral,,pro : good future improve life style . con : change environment etc .,0.90776086,10523.0,pro : good future improve life style . con : change environment etc .
11934,11934,SembCorp Marine,1/10/2020,Good place to learn for freashie,1.0,Engineer,"Tuas, ",reviews,objective,neutral,,pro : good place learn fresh . con : everything else not good,0.70495397,10556.0,pro : good place learn fresh . con : everything else not good
11935,11935,SembCorp Marine,25/8/2020,GOOD EXPERIENCE,5.0,Engineer,,reviews,objective,neutral,,pro : training good exposure onboard . con : long work hour weekend work,0.8590532,10557.0,pro : training good exposure onboard . con : long work hour weekend work
11943,11943,SembCorp Marine,3/9/2020,Shipyard Culture,1.0,Electrical Engineer,"Tuas, ",reviews,objective,neutral,,pro : expose lot thing . con : no standard procedure thing,0.86661136,10565.0,pro : expose lot thing . con : no standard procedure thing
11946,11946,SembCorp Marine,23/8/2020,My time at SCM,1.0,Engineer,"Tuas, ",reviews,objective,neutral,,"pro : good place pick knowledge various project . good place fresh graduate learn pick useful skill .. con : many foreigner ( malaysian , indian national chinese national ) engineering department . n't even speak proper english . ex department 2 natural singaporean citizen ....",0.637666,10568.0,"pro : good place pick knowledge various project . good place fresh graduate learn pick useful skill .. con : many foreigner ( malaysian , indian national chinese national ) engineering department . n't even speak proper english . ex department 2 natural singaporean citizen ...."
11947,11947,SembCorp Marine,23/8/2020,My time at SCM,1.0,Engineer,"Tuas, ",reviews,objective,neutral,,"pro : good place pick knowledge various project . good place fresh graduate learn pick useful skill .. con : many foreigner ( malaysian , indian national chinese national ) engineering department . n't even speak proper english . ex department 2 natural singaporean citizen ....",0.637666,10569.0,"pro : good place pick knowledge various project . good place fresh graduate learn pick useful skill .. con : many foreigner ( malaysian , indian national chinese national ) engineering department . n't even speak proper english . ex department 2 natural singaporean citizen ...."
11954,11954,SembCorp Marine,2/7/2020,Good place for learning,1.0,Senior Project Manager,"Jurong West New Town, ",reviews,objective,neutral,,pro : good place learning game experience . con : tough work environment long hour,0.90118134,10576.0,pro : good place learning game experience . con : tough work environment long hour
11978,11978,SembCorp Marine,11/10/2019,Shipyard,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : massive planning work spot thinking . con : long hour system not properly,0.91406006,10600.0,pro : massive planning work spot thinking . con : long hour system not properly
11985,11985,SembCorp Marine,3/9/2019,Senior Contracts Engineer,5.0,Senior Contracts Engineer,Singapore,reviews,objective,neutral,,"pro : stable , friendly challenge environment . con : slow career growth internally time",0.92641777,10607.0,"pro : stable , friendly challenge environment . con : slow career growth internally time"
11987,11987,SembCorp Marine,3/10/2019,Production Engineer,1.0,Production Engineer,"Tuas, ",reviews,objective,neutral,,pro : no pro company . con : - no system - low pay - stressful environment - long working hour,0.633166,10609.0,pro : no pro company . con : - no system - low pay - stressful environment - long working hour
11989,11989,SembCorp Marine,20/8/2019,Happy and satisfied,5.0,,,reviews,objective,neutral,,pro : get meet people walk life . con : relocating tuas next year,0.91172713,10611.0,pro : get meet people walk life . con : relocating tuas next year
11990,11990,SembCorp Marine,9/8/2019,Best Company to develop your career,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : plenty opportunity excel local company bus service & home good management support provide opportunity innovate show creativity . con : far end singapore tough work environment bonus less downturn,0.8597586,10612.0,pro : plenty opportunity excel local company bus service & home good management support provide opportunity innovate show creativity . con : far end singapore tough work environment bonus less downturn
11993,11993,SembCorp Marine,6/9/2019,Consider seriously before joining,1.0,Risk Manager,"Jurong West New Town, ",reviews,objective,neutral,,"pro : international deal , exposure , good learning place new starter . con : adverse new coverage , long work hour , group",0.8459337,10615.0,"pro : international deal , exposure , good learning place new starter . con : adverse new coverage , long work hour , group"
12001,12001,SembCorp Marine,23/6/2019,Senior PDMS Piping/MDS Designer,5.0,Senior Pdms Piping Designer,Singapore,reviews,objective,neutral,,"pro : sembcorp marine provide innovative engineering solution global offshore , marine energy industry . draw upon 50 year track record extensive network facility expertise , group focus four key capability , namely , rig & floater ; repair & upgrade ; offshore platform specialise shipbuilding . sembcorp marine operate shipyard strategically locate singapore , indonesia , united kingdom brazil . customer include major oil company , drill contractor , ship company well owner operator float production unit . deliver innovative solution often redefine possibility offshore , marine energy technology , sembcorp marine achieves successful sustainable outcome customer – regardless scale , complexity location project . con : not applicable area .....",0.69771117,10623.0,"pro : sembcorp marine provide innovative engineering solution global offshore , marine energy industry . draw upon 50 year track record extensive network facility expertise , group focus four key capability , namely , rig & floater ; repair & upgrade ; offshore platform specialise shipbuilding . sembcorp marine operate shipyard strategically locate singapore , indonesia , united kingdom brazil . customer include major oil company , drill contractor , ship company well owner operator float production unit . deliver innovative solution often redefine possibility offshore , marine energy technology , sembcorp marine achieves successful sustainable outcome customer – regardless scale , complexity location project . con : not applicable area ....."
12009,12009,SembCorp Marine,2/5/2019,Commissioning engineer,5.0,Commissioning Engineer,"Tuas, ",reviews,objective,neutral,,pro : get knowledge exposture different country 's . con : learn something company .,0.89996165,10631.0,pro : get knowledge exposture different country 's . con : learn something company .
12012,12012,SembCorp Marine,2/4/2019,Love working in Sembcorp Marine,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : -love opportunity give - huge learning curve . con : -,0.52231616,10634.0,pro : -love opportunity give - huge learning curve . con : -
12014,12014,SembCorp Marine,6/5/2019,Production Engineer,1.0,Senior Production Engineer,"Jurong West New Town, ",reviews,objective,neutral,,pro : many benifits stable company .. con : no public transport,0.8963668,10636.0,pro : many benifits stable company .. con : no public transport
12015,12015,SembCorp Marine,27/3/2019,Challenging,5.0,E&I Engineer,"Tuas, ",reviews,objective,neutral,,pro : discipline company area . con : competitive salary remuneration package,0.9316012,10637.0,pro : discipline company area . con : competitive salary remuneration package
12032,12032,SembCorp Marine,14/1/2019,Bad working enviroment and old school management style,1.0,Anonymous Employee,,reviews,objective,neutral,,pro : relatively less technical less politic project management job rather technical involvement . con : no career progression market value low basic pay,0.80844927,10654.0,pro : relatively less technical less politic project management job rather technical involvement . con : no career progression market value low basic pay
12033,12033,SembCorp Marine,9/1/2019,Hard Truth,1.0,Software Engineer,"Tuas, ",reviews,objective,neutral,,"pro : plenty learn opportunity , friendly environment . con : slow salary increment , low basic pay",0.9224746,10655.0,"pro : plenty learn opportunity , friendly environment . con : slow salary increment , low basic pay"
12041,12041,SembCorp Marine,15/8/2018,Internship,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : big company learn . con : lack free time,0.9298848,10663.0,pro : big company learn . con : lack free time
12062,12062,SembCorp Marine,19/1/2018,Executive,5.0,Executive,"Tuas, ",reviews,objective,neutral,,pro : conducive work environment & colleague . work life balance & helpful bos n superior . work process well organize & instruction give well carry team . con : many task deadline .. early work time ... workplace not well connect mrt .. transport provide designate pick point . performance base bonus,0.6975124,10684.0,pro : conducive work environment & colleague . work life balance & helpful bos n superior . work process well organize & instruction give well carry team . con : many task deadline .. early work time ... workplace not well connect mrt .. transport provide designate pick point . performance base bonus
12093,12093,SembCorp Marine,10/1/2017,Design Engineer,1.0,Anonymous Employee,,reviews,objective,neutral,,pro : great platform fresh grad grind .. con : -old fashion management style -engineers purely tool issue drawing meet schedule -design work not appreciate,0.6490135,10715.0,pro : great platform fresh grad grind .. con : -old fashion management style -engineers purely tool issue drawing meet schedule -design work not appreciate
12099,12099,SembCorp Marine,7/9/2016,Time wasted,1.0,,,reviews,objective,neutral,,pro : boss approachable youngster work well together . con : super long work hour no work life balance slow career progression,0.8600763,10721.0,pro : boss approachable youngster work well together . con : super long work hour no work life balance slow career progression
12113,12113,SembCorp Marine,24/10/2015,Poor working environment,1.0,,,reviews,objective,neutral,,"pro : people nice helpful new stuff . , not much good thing describe . con : super long hour . no compensation leave work sunday public holiday . friend work continuously 2 month without day rest",0.480356,10735.0,"pro : people nice helpful new stuff . , not much good thing describe . con : super long hour . no compensation leave work sunday public holiday . friend work continuously 2 month without day rest"
12126,12126,SembCorp Marine,25/1/2022,Fire,5.0,Rider,"New York, NY",reviews,objective,neutral,,"pro : good culture , people frieendly . con : boring , lot repetittion day day",0.8077373,10748.0,"pro : good culture , people frieendly . con : boring , lot repetittion day day"
12130,12130,SembCorp Marine,20/5/2021,Sembcorp Marine is a leading global marine and  offshore Engineering group .,5.0,Mechanical Engineer,"Burnaby, BC",reviews,objective,neutral,,"pro : good environment , good facility , nice location . con : world famous , focus four key capability .",0.63655925,10752.0,"pro : good environment , good facility , nice location . con : world famous , focus four key capability ."
12134,12134,SembCorp Marine,26/11/2020,Best company to work,5.0,Piping Designer,Dhaka,reviews,objective,neutral,,pro : get know true exposure engineering work board . con : nothing tell,0.813996,10756.0,pro : get know true exposure engineering work board . con : nothing tell
12142,12142,SembCorp Marine,5/8/2017,Techinical Engineer,5.0,Electrical Engineer,"Indi, Karnataka",reviews,objective,neutral,,pro : lot learn develop skill use get yearly bonus profit bonus.s . con : safety employee,0.9161251,10764.0,pro : lot learn develop skill use get yearly bonus profit bonus.s . con : safety employee
