,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
11807,11807,SembCorp Marine,7/9/2021,Marine ship repair and building,5.0,Engineer,,reviews,subjective,negative,,pro : helpful colleague charter bus to/from jurong point . con : poor career progression language barrier poor basic salary,0.70370615,10429.0,pro : helpful colleague charter bus to/from jurong point . con : poor career progression language barrier poor basic salary
11823,11823,SembCorp Marine,18/8/2021,Bad working environment,1.0,Production Engineer,,reviews,subjective,negative,,"pro : -for want learn nothing -the rest con please refer con - - - - . con : loss make conpany , always squeeze benefit employee . management judge performance many hour spend daily company , deduct performance score take medical leave ...",0.8022826,10445.0,"pro : -for want learn nothing -the rest con please refer con - - - - . con : loss make conpany , always squeeze benefit employee . management judge performance many hour spend daily company , deduct performance score take medical leave ..."
11866,11866,SembCorp Marine,26/3/2021,Honest Review,1.0,Commercial Executive,,reviews,subjective,negative,,"pro : keep head , act/are dimwitted thick skin . 'll go far organization . far many senior/managers long .. con : pay range normally round fresh graduate range , long hour , no appreciation service nor quality work .",0.57677794,10488.0,"pro : keep head , act/are dimwitted thick skin . 'll go far organization . far many senior/managers long .. con : pay range normally round fresh graduate range , long hour , no appreciation service nor quality work ."
11881,11881,SembCorp Marine,28/2/2021,Poor Management,1.0,Engineer,,reviews,subjective,negative,,"pro : great office environment , good relationship co-worker . con : poor management leadership , no proper instruction",0.5612646,10503.0,"pro : great office environment , good relationship co-worker . con : poor management leadership , no proper instruction"
11898,11898,SembCorp Marine,16/1/2021,Review,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : no pro company . con : bad poor management , low salary .",0.8329934,10520.0,"pro : no pro company . con : bad poor management , low salary ."
11910,11910,SembCorp Marine,1/12/2020,Negative experience (2 years experience),1.0,Administrative Assistant,Singapore,reviews,subjective,negative,,"pro : ca n't think people not invade privacy 're take leaf ( 're not strict take annual leaf ) . con : reliant : foreign worker , inhumane treatment , term way communicate dormitory provide . low pay . empathetic person , feel extremely sad . - pay super low despite cert unless 're executive/hod level . extremely micromanagement ( affect mental health anxiety , extremely stressful ) . department ( not mention ) ..... bos . nice sometimes 2 star usually scold press employee literally nothing . heard department colleague barely see boss unless urgent mine , organise non effective meeting every morning expect many thing ? ? ? stressful . many office politics well . colleague may really nice know pretentious : work professionally 's obvious dislike ask workload despite role high . steal credit . 'm department necessarily communicate procurement finance , procurement department really bad despite communicate external vendor us usually one expect us ? ? ? ? ? conclusion , fresh graduate please not enter company not want way traumatise . plus , expect know everything 're . + point : 'd really glad find people age group make feel motivated work .",0.9430678,10532.0,"pro : ca n't think people not invade privacy 're take leaf ( 're not strict take annual leaf ) . con : reliant : foreign worker , inhumane treatment , term way communicate dormitory provide . low pay . empathetic person , feel extremely sad . - pay super low despite cert unless 're executive/hod level . extremely micromanagement ( affect mental health anxiety , extremely stressful ) . department ( not mention ) ..... bos . nice sometimes 2 star usually scold press employee literally nothing . heard department colleague barely see boss unless urgent mine , organise non effective meeting every morning expect many thing ? ? ? stressful . many office politics well . colleague may really nice know pretentious : work professionally 's obvious dislike ask workload despite role high . steal credit . 'm department necessarily communicate procurement finance , procurement department really bad despite communicate external vendor us usually one expect us ? ? ? ? ? conclusion , fresh graduate please not enter company not want way traumatise . plus , expect know everything 're . + point : 'd really glad find people age group make feel motivated work ."
11913,11913,SembCorp Marine,25/11/2020,Don’t join,1.0,Anonymous Employee,Singapore,reviews,subjective,positive,,pro : company transport provide ’ great . con : get good book important people .,0.55344236,10535.0,pro : company transport provide ’ great . con : get good book important people .
11927,11927,SembCorp Marine,15/9/2020,Former,5.0,Anonymous Employee,Singapore,reviews,subjective,positive,,"pro : good place learn , great colleague . con : long hour , worth spending .",0.5392411,10549.0,"pro : good place learn , great colleague . con : long hour , worth spending ."
11931,11931,SembCorp Marine,15/10/2020,Working environment,1.0,Engineer,Singapore,reviews,subjective,negative,,pro : nice friendly colleuge work place .. con : poor management hr not friendly .,0.62424326,10553.0,pro : nice friendly colleuge work place .. con : poor management hr not friendly .
11948,11948,SembCorp Marine,19/8/2020,Strongly not recommended!,1.0,Production Engineer,,reviews,subjective,negative,,"pro : get chance get promote work 2~3 year .. con : toxic environment term work culture , workplace , management system , company performance & etc .....",0.61172014,10570.0,"pro : get chance get promote work 2~3 year .. con : toxic environment term work culture , workplace , management system , company performance & etc ....."
11951,11951,SembCorp Marine,12/7/2020,One of the Worst Company in Singapore,1.0,Engineer,"Tuas, ",reviews,subjective,negative,,"pro : many foreign employee ( mid-level manager engineer ) responsible . deserve well treatment , company choose exploit since foreigner difficulty switch job .. con : exploiting careless culture ; arrogant rude hr staff ( especially old one ) ; low pay long hour ; demand bureacratic top management .",0.89346063,10573.0,"pro : many foreign employee ( mid-level manager engineer ) responsible . deserve well treatment , company choose exploit since foreigner difficulty switch job .. con : exploiting careless culture ; arrogant rude hr staff ( especially old one ) ; low pay long hour ; demand bureacratic top management ."
11953,11953,SembCorp Marine,3/7/2020,More Cons than Pros,1.0,Electrical Engineer,Singapore,reviews,subjective,negative,,"pro : 1 ) good place intern learn leave .. con : 1 ) crappy system ( always breakdown every 3 4 day ) 2 ) senior management not communicate people . 3 ) management afraid send people course felt staff leave knowledge . even staff go course , course not really practical execute task give . 4 ) still use obsolete system manage project . 5 ) staff complain much . 6 ) yard run foreigner .",0.9219979,10575.0,"pro : 1 ) good place intern learn leave .. con : 1 ) crappy system ( always breakdown every 3 4 day ) 2 ) senior management not communicate people . 3 ) management afraid send people course felt staff leave knowledge . even staff go course , course not really practical execute task give . 4 ) still use obsolete system manage project . 5 ) staff complain much . 6 ) yard run foreigner ."
11963,11963,SembCorp Marine,20/2/2020,Poor place to work for promotion,1.0,Assistant Engineer,"Sembawang Estate, ",reviews,subjective,negative,,"pro : good colleague , people always try help .. con : no work life balance , no promotion unless know top management , poor increment , bonus even bad .",0.8753755,10585.0,"pro : good colleague , people always try help .. con : no work life balance , no promotion unless know top management , poor increment , bonus even bad ."
11971,11971,SembCorp Marine,11/12/2019,"One star is too much, do u have 0.5 star",1.0,Manager,"Tuas, ",reviews,subjective,negative,,"pro : u like sun , sand sea . u like wake 5 mon-fri. engineer want stay stagnant 5 10 yr . big new corporate office , would probably take least 10 yr fill . people helpful , willing help one another keep secret ( aka political bargaining chip ) . still blue chip ? ( hope ) .. con : somewhat good military camp , say detention camp . `` professional `` hr practice . snr mgmt human right , rest may human right . quite number `` loyalist `` aka . `` trap company ``",0.79292107,10593.0,"pro : u like sun , sand sea . u like wake 5 mon-fri. engineer want stay stagnant 5 10 yr . big new corporate office , would probably take least 10 yr fill . people helpful , willing help one another keep secret ( aka political bargaining chip ) . still blue chip ? ( hope ) .. con : somewhat good military camp , say detention camp . `` professional `` hr practice . snr mgmt human right , rest may human right . quite number `` loyalist `` aka . `` trap company ``"
11986,11986,SembCorp Marine,5/10/2019,HSE Coordinator,1.0,Regional HSE Manager,"Tuas, ",reviews,subjective,negative,,pro : get free water drink . con : bad mgt see wansee 0 work life balance like cow . admin bos start h & get min knowledge thing 100 % cocky work wif . try work place instead,0.9027544,10608.0,pro : get free water drink . con : bad mgt see wansee 0 work life balance like cow . admin bos start h & get min knowledge thing 100 % cocky work wif . try work place instead
12030,12030,SembCorp Marine,25/1/2019,honest review on the job,1.0,Project Engineer,,reviews,subjective,negative,,"pro : able learn lot thing short period time . provide scholarship student .. con : system not fully place . training not efficient . due merger , lot change go . engineer fresh grad local india .",0.70756453,10652.0,"pro : able learn lot thing short period time . provide scholarship student .. con : system not fully place . training not efficient . due merger , lot change go . engineer fresh grad local india ."
12036,12036,SembCorp Marine,13/12/2018,Working Environment,1.0,Production and HVAC Engineer,"Tuas, ",reviews,subjective,negative,,pro : meet many client big oil gas company .. con : - worker not appreciate . - hard progress . - not worth time energy .,0.49996722,10658.0,pro : meet many client big oil gas company .. con : - worker not appreciate . - hard progress . - not worth time energy .
12047,12047,SembCorp Marine,25/8/2018,Engineer,1.0,Engineer,"Tuas, ",reviews,subjective,negative,,"pro : steep learn curve . good place pick people 's skill management skill short term .. con : bad benefit , zero welfare poor working culture - performance peg much ot contribute instead output poor performer leave rot good performer usually overload eventually leave poor annual package unfair appraisal no talent retention high turn overate - employee leave 3 year",0.9239989,10669.0,"pro : steep learn curve . good place pick people 's skill management skill short term .. con : bad benefit , zero welfare poor working culture - performance peg much ot contribute instead output poor performer leave rot good performer usually overload eventually leave poor annual package unfair appraisal no talent retention high turn overate - employee leave 3 year"
12049,12049,SembCorp Marine,14/8/2018,Manager,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : 5 day work week . however , may expect work quite late even weekend .. con : strong power struggle company struggle reduce overhead . middle management ( mid 40 & ) either displace top management ( late 50 60 ) leave .",0.7274774,10671.0,"pro : 5 day work week . however , may expect work quite late even weekend .. con : strong power struggle company struggle reduce overhead . middle management ( mid 40 & ) either displace top management ( late 50 60 ) leave ."
12066,12066,SembCorp Marine,2/11/2017,Gd stepping stone to understand shipbuilding.,1.0,Engineer,Singapore,reviews,subjective,negative,,"pro : -able experience shipbuilding start end . -some friendly work . con : - first job uni , last 3 year . should leave much earlier . regret ! -expects overtime ( ot ) time include sat sun , pay 8/hr . -have work minimum 5-6 year get first promotion decent pay raise . - entry level degree pas $ 2800 ( way way national average local degree holder ) -low pay yearly increment $ 8- $ 10 . 3 year leave almost pay start . -if extremely lucky , get singaporean colleague . -extremely rigid environment minute late penalize salary . n't matter work till 10pm night . -extremely high turn rate mostly young singaporean leave company brighter future . -all course conduct in-house hardly external course go . no proper certify certification give recognize outside organization . expensive course , probably bond organization . - management ignore request make employee ask suggestion . - lot self-learning no frame work teach anything -no career growth term salary position 5-6 year . -do n't expect hear ' welfare ' - say 'family important leave early spend time ' load work judge leave early no matter efficient complete work . even no work , expect overtime show commitment work . not , forget bonus . -many leave company happy not look back . -work start 7.30am-5.15pm - lunch break strictly 45mins . -2 way company transport provide payable $ 1 return trip -getting shout get advice normal perform managers/management . - unspoken hr policy something like , 'everyone replaceable innocent fresh grad , malaysian chinese national ' . - oil market , work never go bonus increment almost zero . -wish current future employee find purpose work gd luck . adios !",0.9260166,10688.0,"pro : -able experience shipbuilding start end . -some friendly work . con : - first job uni , last 3 year . should leave much earlier . regret ! -expects overtime ( ot ) time include sat sun , pay 8/hr . -have work minimum 5-6 year get first promotion decent pay raise . - entry level degree pas $ 2800 ( way way national average local degree holder ) -low pay yearly increment $ 8- $ 10 . 3 year leave almost pay start . -if extremely lucky , get singaporean colleague . -extremely rigid environment minute late penalize salary . n't matter work till 10pm night . -extremely high turn rate mostly young singaporean leave company brighter future . -all course conduct in-house hardly external course go . no proper certify certification give recognize outside organization . expensive course , probably bond organization . - management ignore request make employee ask suggestion . - lot self-learning no frame work teach anything -no career growth term salary position 5-6 year . -do n't expect hear ' welfare ' - say 'family important leave early spend time ' load work judge leave early no matter efficient complete work . even no work , expect overtime show commitment work . not , forget bonus . -many leave company happy not look back . -work start 7.30am-5.15pm - lunch break strictly 45mins . -2 way company transport provide payable $ 1 return trip -getting shout get advice normal perform managers/management . - unspoken hr policy something like , 'everyone replaceable innocent fresh grad , malaysian chinese national ' . - oil market , work never go bonus increment almost zero . -wish current future employee find purpose work gd luck . adios !"
12067,12067,SembCorp Marine,18/10/2017,3 Year project engineer in JurongShipyard,1.0,Project Engineer,Singapore,reviews,subjective,negative,,"pro : good exposure shipyard building . many thing learn willing know learn .. con : first job since graduate . management view employee 's quality productivity base number ot rather outcome project output . work life balance nearly non-existent no benefit compensate . project run late , `` fire `` , resource throw fix problem . high management daily ot meeting mirco manage everything hope speed process end wasting time resource . high turn rate . singapore company singapore majority employee foreigner . ca n't name 20 singaporean colleague production line even though work 3 year . no technical training everything learn job . basically throw sea expect learn swim . not , expect drown",0.93640834,10689.0,"pro : good exposure shipyard building . many thing learn willing know learn .. con : first job since graduate . management view employee 's quality productivity base number ot rather outcome project output . work life balance nearly non-existent no benefit compensate . project run late , `` fire `` , resource throw fix problem . high management daily ot meeting mirco manage everything hope speed process end wasting time resource . high turn rate . singapore company singapore majority employee foreigner . ca n't name 20 singaporean colleague production line even though work 3 year . no technical training everything learn job . basically throw sea expect learn swim . not , expect drown"
12081,12081,SembCorp Marine,30/5/2017,Production Engineer,1.0,Production Engineer,"Tuas, ",reviews,subjective,negative,,"pro : - . con : - long work hour , salary n't justify amount work . - bad management project , late delivery common . - heavy top term hierarchy , engineer might get confuse report .",0.8737584,10703.0,"pro : - . con : - long work hour , salary n't justify amount work . - bad management project , late delivery common . - heavy top term hierarchy , engineer might get confuse report ."
12094,12094,SembCorp Marine,3/11/2016,Lousy management system,1.0,Engineer,Singapore,reviews,subjective,negative,,"pro : 0 good thing company . con : 1. super low basic salary 2. super long working hour , crazy ot culture 3. management implement micro-management style close monitoring towards employee 4. no career progression mid-term ( 2-6 year ) 5. lousy work environment 6. company willing pay high salary ( 2-3 time permanent staff ) contract staff , ask work permanent staff , ridiculous thing company 7. engineer not respect appreciate company .",0.9220141,10716.0,"pro : 0 good thing company . con : 1. super low basic salary 2. super long working hour , crazy ot culture 3. management implement micro-management style close monitoring towards employee 4. no career progression mid-term ( 2-6 year ) 5. lousy work environment 6. company willing pay high salary ( 2-3 time permanent staff ) contract staff , ask work permanent staff , ridiculous thing company 7. engineer not respect appreciate company ."
12096,12096,SembCorp Marine,26/10/2016,Design engineer E&I,1.0,Design Engineer E&I,Singapore,reviews,subjective,negative,,pro : no pro ! think n join . join ur rick . con : last place u come . think really twice thrice forever come ! everything bad,0.86277026,10718.0,pro : no pro ! think n join . join ur rick . con : last place u come . think really twice thrice forever come ! everything bad
12100,12100,SembCorp Marine,30/8/2016,SME disguise as MNC,1.0,Engineer,"Tuas, ",reviews,subjective,negative,,"pro : nothing great experience mention . lucky get helpful college . bus boon lay free go back need pay $ 1 .... con : -hr department treat engineer like foreign labour manager rest feel right . -system rigid regimental -bad work culture attitude -they suggestion scheme iso purpose eyewash outsider . nothing employee interest take consideration try implement -this not singapore company say represent singapore ( publicity show ) -company fill 75 % foreigner pr 15 % true singaporean -national day observation ceremony attend mostly pr new citizen singaporean work office . -ns contribution not take account negotiate pay . -no flexible working hour -not appreciative -pay rise pathetic . $ 10- $ 15 per year ! ! ! ( one mac meal cost $ 9.50 ) -basic pay national average degree holder ( $ 2750 $ 2850 ) -if private degree , pay start $ 2500 -foreigners give well pay hr say local cpf contribution . hence take home pay foreigner much high . -pay deduction every minute late . -like labour , everyone punch card enter office . -if system fail , 's employee fault . -contract employee pay way well permanent employee . permanent employee lead project . n't make sense . -you never get attend enrichment course work relate nor non work relate like company . -high turnover rate .. max employee stay 2-3years leave . -when bell ring need run bus - military marching song play everyday irritate . -no prospect overseas opportunity work .",0.94264156,10722.0,"pro : nothing great experience mention . lucky get helpful college . bus boon lay free go back need pay $ 1 .... con : -hr department treat engineer like foreign labour manager rest feel right . -system rigid regimental -bad work culture attitude -they suggestion scheme iso purpose eyewash outsider . nothing employee interest take consideration try implement -this not singapore company say represent singapore ( publicity show ) -company fill 75 % foreigner pr 15 % true singaporean -national day observation ceremony attend mostly pr new citizen singaporean work office . -ns contribution not take account negotiate pay . -no flexible working hour -not appreciative -pay rise pathetic . $ 10- $ 15 per year ! ! ! ( one mac meal cost $ 9.50 ) -basic pay national average degree holder ( $ 2750 $ 2850 ) -if private degree , pay start $ 2500 -foreigners give well pay hr say local cpf contribution . hence take home pay foreigner much high . -pay deduction every minute late . -like labour , everyone punch card enter office . -if system fail , 's employee fault . -contract employee pay way well permanent employee . permanent employee lead project . n't make sense . -you never get attend enrichment course work relate nor non work relate like company . -high turnover rate .. max employee stay 2-3years leave . -when bell ring need run bus - military marching song play everyday irritate . -no prospect overseas opportunity work ."
12101,12101,SembCorp Marine,19/7/2016,not a good company,1.0,Engineer,,reviews,subjective,negative,,pro : - average bonus - acceptable benefit - . con : - not worthy place remain full timer - terrible work colleague - bad work environment - bad company culture,0.85222054,10723.0,pro : - average bonus - acceptable benefit - . con : - not worthy place remain full timer - terrible work colleague - bad work environment - bad company culture
12105,12105,SembCorp Marine,22/4/2016,Need to improve talent development and retention,1.0,Software Engineer,,reviews,subjective,negative,,"pro : high variable bonus . free company bus transport . free house clinic . stable working time : 7:30am 5:15pm . love gigantic ship , many international ship dock servicing . sometimes , get play telematch game ship crew . employee get show case house project either improve work procsss , enhance safety reduce cost .. con : no public bus transport office . last company bus tuas yard 6:45am . miss company bus , either take taxi tuas yard report jurong ship yard take internal bus tuas yard . 45 minute company bus ride jurong point tuas . chinese mixed rice canteen not cheap . hr unresponsive email enquiry . need send reminder email get attention enquiry .",0.615069,10727.0,"pro : high variable bonus . free company bus transport . free house clinic . stable working time : 7:30am 5:15pm . love gigantic ship , many international ship dock servicing . sometimes , get play telematch game ship crew . employee get show case house project either improve work procsss , enhance safety reduce cost .. con : no public bus transport office . last company bus tuas yard 6:45am . miss company bus , either take taxi tuas yard report jurong ship yard take internal bus tuas yard . 45 minute company bus ride jurong point tuas . chinese mixed rice canteen not cheap . hr unresponsive email enquiry . need send reminder email get attention enquiry ."
12107,12107,SembCorp Marine,3/4/2016,Last place to go for a job,1.0,Assistant Engineer,"Tuas, ",reviews,subjective,negative,,pro : able gain technical knowledge easily employee benefit average . con : conservative way work environment extremely slow career progression ( promotion depend year stay ) long work hour work-life never balance,0.5200811,10729.0,pro : able gain technical knowledge easily employee benefit average . con : conservative way work environment extremely slow career progression ( promotion depend year stay ) long work hour work-life never balance
12121,12121,SembCorp Marine,12/4/2022,Good company,5.0,Pipefitter,,reviews,subjective,negative,,"pro : training provide , skill development course . con : low salary , bad environment , worst canteen food",0.73438346,10743.0,"pro : training provide , skill development course . con : low salary , bad environment , worst canteen food"
12137,12137,SembCorp Marine,18/2/2020,I am very lucky to join this company   In their having a wonderful atmosphere to work,5.0,,,reviews,subjective,positive,,pro : like day day challenge high safety measure . con : finally wonderful experience location good knowledge along day challenge,0.67116386,10759.0,pro : like day day challenge high safety measure . con : finally wonderful experience location good knowledge along day challenge
12139,12139,SembCorp Marine,6/8/2019,Engineer,1.0,Anonymous Employee,,reviews,subjective,negative,,pro : living share benefit long serve senior . con : long work hour poor work environment ot pay low retail pay hierarchy culture management rigid change pathological ( care long not catch ) reactive ( fire fight ) culture,0.8851996,10761.0,pro : living share benefit long serve senior . con : long work hour poor work environment ot pay low retail pay hierarchy culture management rigid change pathological ( care long not catch ) reactive ( fire fight ) culture
