,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
6202,6202,Panasonic Avionics Corporation,8/6/2021,Incompetent Executives Killed PAC,1.0,Director,"Lake Forest, CA",reviews,objective,neutral,,pro : individual contributor bright dedicated .. con : morale crush executive ( 1 ) not know industry ( 2 ) get way make real progress .,0.6628263,4824.0,pro : individual contributor bright dedicated .. con : morale crush executive ( 1 ) not know industry ( 2 ) get way make real progress .
6203,6203,Panasonic Avionics Corporation,7/5/2021,Good Place to Work,5.0,MTS-3,"Lake Forest, CA",reviews,objective,neutral,,pro : leadership team start lead good direction . con : lack communicated direction company go .,0.90686333,4825.0,pro : leadership team start lead good direction . con : lack communicated direction company go .
6205,6205,Panasonic Avionics Corporation,24/5/2021,Management is ruled by Nepotism,1.0,Program Manager,"Orange, CA",reviews,objective,neutral,,"pro : good benefit , good work level people .. con : no team work , political , growth challenge",0.82800794,4827.0,"pro : good benefit , good work level people .. con : no team work , political , growth challenge"
6215,6215,Panasonic Avionics Corporation,2/4/2021,Yay,5.0,Senior Technical Writer,"Lake Forest, CA",reviews,objective,neutral,,pro : people fun work . con : individual ruin day,0.90131325,4837.0,pro : people fun work . con : individual ruin day
6236,6236,Panasonic Avionics Corporation,7/2/2021,Diversity & Inclusion,5.0,Senior Technical Instructor,Melbourne,reviews,objective,neutral,,pro : global in-flight entertaiment communication company strong growth strategy . family friendly progressive flexibility inclusion policy . positive team environment . con : lean resource time mean need able work autonomously think innovatively get job busy period .,0.8051456,4858.0,pro : global in-flight entertaiment communication company strong growth strategy . family friendly progressive flexibility inclusion policy . positive team environment . con : lean resource time mean need able work autonomously think innovatively get job busy period .
6242,6242,Panasonic Avionics Corporation,28/1/2021,Great Company,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : well paid , opportuniy grow , numerous benefit , relocation support . con : job security , stress , pressure , no work life balance",0.88912696,4864.0,"pro : well paid , opportuniy grow , numerous benefit , relocation support . con : job security , stress , pressure , no work life balance"
6244,6244,Panasonic Avionics Corporation,26/1/2021,Great place to work,5.0,Service Operation Specialist,"Lake Forest, CA",reviews,objective,neutral,,pro : medical benefit option advance different field depend experience .. con : yearly salary increase poor .,0.83205575,4866.0,pro : medical benefit option advance different field depend experience .. con : yearly salary increase poor .
6260,6260,Panasonic Avionics Corporation,27/1/2021,Infected by kakistocracy,1.0,Account Director,"Lake Forest, CA",reviews,objective,neutral,,pro : company 40 year history ifec world . con : kakistocracy reach director level,0.9108872,4882.0,pro : company 40 year history ifec world . con : kakistocracy reach director level
6266,6266,Panasonic Avionics Corporation,9/1/2021,Toxic work environment,1.0,Electrical Engineer,"Bothell, WA",reviews,objective,neutral,,"pro : , work life balance great . con : toxic work environment incompetent management",0.6298852,4888.0,"pro : , work life balance great . con : toxic work environment incompetent management"
6276,6276,Panasonic Avionics Corporation,20/10/2020,Job,5.0,Repair Technician I,Dubai,reviews,objective,neutral,,pro : provide good benefit post technician . con : future promotion tough aquire,0.87437457,4898.0,pro : provide good benefit post technician . con : future promotion tough aquire
6277,6277,Panasonic Avionics Corporation,20/10/2020,great,5.0,Team Lead,Makati City,reviews,objective,neutral,,pro : positive energy positive people helpful . con : good no con,0.75705445,4899.0,pro : positive energy positive people helpful . con : good no con
6289,6289,Panasonic Avionics Corporation,2/9/2020,A Great Place to Work,5.0,Technical Support,"Orange, CA",reviews,objective,neutral,,pro : lot growth certain department . con : parking not great,0.9102713,4911.0,pro : lot growth certain department . con : parking not great
6290,6290,Panasonic Avionics Corporation,1/9/2020,Assembley,5.0,Camy Assemply,Dubai,reviews,objective,neutral,,"pro : good salary , good benefit , good culture . con : work timing , much work pressure",0.53046834,4912.0,"pro : good salary , good benefit , good culture . con : work timing , much work pressure"
6305,6305,Panasonic Avionics Corporation,5/8/2020,"Good overall, standard large corporation with ethics in mind",5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : good work-life balance , no micro-management , friendly colleague . con : work remote find way progression",0.85994583,4927.0,"pro : good work-life balance , no micro-management , friendly colleague . con : work remote find way progression"
6335,6335,Panasonic Avionics Corporation,26/4/2020,Working at PAC,5.0,Reliability Analyst,"Lake Forest, CA",reviews,objective,neutral,,"pro : good benefit , opportunity grow . con : much `` politics inter-department relation ``",0.7776823,4957.0,"pro : good benefit , opportunity grow . con : much `` politics inter-department relation ``"
6338,6338,Panasonic Avionics Corporation,30/5/2020,If I could give this company a half of the star...,1.0,Project Engineer,"Lake Forest, CA",reviews,objective,neutral,,"pro : * company good benefit , compensation , great bunch hard-working , dedicate employee . * provide good severance package recent layoff . deserve 1/2 star vote .. con : senior management bunch useless individual . n't know go run company .",0.4081543,4960.0,"pro : * company good benefit , compensation , great bunch hard-working , dedicate employee . * provide good severance package recent layoff . deserve 1/2 star vote .. con : senior management bunch useless individual . n't know go run company ."
6347,6347,Panasonic Avionics Corporation,29/4/2020,PAC will suck you dry,1.0,Senior Software Engineer,,reviews,objective,neutral,,"pro : short drive nice building . con : require massive overtime no appreciation , back stab part culture",0.6941006,4969.0,"pro : short drive nice building . con : require massive overtime no appreciation , back stab part culture"
6354,6354,Panasonic Avionics Corporation,9/4/2020,Need to think twice before starting your career here,1.0,Program Manager,"Lake Forest, CA",reviews,objective,neutral,,pro : good benefit employee family . con : management agenda not look company,0.9060281,4976.0,pro : good benefit employee family . con : management agenda not look company
6373,6373,Panasonic Avionics Corporation,15/11/2019,team leader panasonic avionics corporation,5.0,Team Leader,Paris,reviews,objective,neutral,,"pro : salary , shift , team , roster , payslip , . con : complex organisation , no order orgqnisation",0.90932876,4995.0,"pro : salary , shift , team , roster , payslip , . con : complex organisation , no order orgqnisation"
6378,6378,Panasonic Avionics Corporation,18/10/2019,Great start to the Airlines Industry,5.0,Maintenance Service Technician,"Elk Grove Village, IL",reviews,objective,neutral,,pro : get hand experience ife system aircraft . con : start night shift work get onto different shift need .,0.9167714,5000.0,pro : get hand experience ife system aircraft . con : start night shift work get onto different shift need .
6403,6403,Panasonic Avionics Corporation,6/5/2019,"Lots of challenges and new leadership, good opportunity for some",5.0,Analyst,"Lake Forest, CA",reviews,objective,neutral,,"pro : -open opportunity , many different position -manager n't micromanage , provide guidance career development -new leadership mean space share idea ( degree ) -culture shift steadily improve . con : -",0.81774515,5025.0,"pro : -open opportunity , many different position -manager n't micromanage , provide guidance career development -new leadership mean space share idea ( degree ) -culture shift steadily improve . con : -"
6404,6404,Panasonic Avionics Corporation,4/5/2019,I really enjoy working here!,5.0,IT Systems Administrator,"Lake Forest, CA",reviews,objective,neutral,,"pro : management hands-offs provide flexibility , autonomy , trust decision . benefit best 've entire career ( medical , discount , commute , etc . ) .. con : point , no negative comment .",0.75910956,5026.0,"pro : management hands-offs provide flexibility , autonomy , trust decision . benefit best 've entire career ( medical , discount , commute , etc . ) .. con : point , no negative comment ."
6433,6433,Panasonic Avionics Corporation,14/2/2019,Stay away until all the Direct Tv and GE management are all gone....,1.0,Program Manager,"Lake Forest, CA",reviews,objective,neutral,,pro : great work life balance great co worker work great support everyone upper management . con : pay industry standard upper management not know plan upper management keep change mind directv management ge management kill company lose customer competitor,0.45618454,5055.0,pro : great work life balance great co worker work great support everyone upper management . con : pay industry standard upper management not know plan upper management keep change mind directv management ge management kill company lose customer competitor
6435,6435,Panasonic Avionics Corporation,14/2/2019,Inferior management driving the company downward,1.0,Manager,"Lake Forest, CA",reviews,objective,neutral,,"pro : relaxed work environment , friendly co-worker .. con : lack accountability , frequent organizational/policy change , constant political war department .",0.81341404,5057.0,"pro : relaxed work environment , friendly co-worker .. con : lack accountability , frequent organizational/policy change , constant political war department ."
6438,6438,Panasonic Avionics Corporation,7/2/2019,DO NOT come if you are seeking H1B/GC sponsorship,1.0,Software Engineer,,reviews,objective,neutral,,"pro : benefit good , work/life balance decent .. con : company stop support h1b greencard 2018 , n't waste time come seek sponsorship , mess re-org .",0.682401,5060.0,"pro : benefit good , work/life balance decent .. con : company stop support h1b greencard 2018 , n't waste time come seek sponsorship , mess re-org ."
6456,6456,Panasonic Avionics Corporation,1/10/2018,Good Experience Overall,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : great coworkers collaborative work environment good compensation convenient cafe campus . con : slow career advancement,0.8273579,5078.0,pro : great coworkers collaborative work environment good compensation convenient cafe campus . con : slow career advancement
6470,6470,Panasonic Avionics Corporation,30/7/2018,PE Labs Technician II,5.0,PE Labs Technician II,"Lake Forest, CA",reviews,objective,neutral,,pro : don⊙t negative company panasonic avionics good place work recommend friend work great company ( great leader ) . con : communication supervisor employee should regular monthly meeting,0.5495203,5092.0,pro : don⊙t negative company panasonic avionics good place work recommend friend work great company ( great leader ) . con : communication supervisor employee should regular monthly meeting
6474,6474,Panasonic Avionics Corporation,1/8/2018,Bad experience,1.0,Anonymous Employee,,reviews,objective,neutral,,pro : pay steady work great coworkers awesome work location . con : distant hr management completely disconnect ridiculous request leadership nepotism,0.42282796,5096.0,pro : pay steady work great coworkers awesome work location . con : distant hr management completely disconnect ridiculous request leadership nepotism
6475,6475,Panasonic Avionics Corporation,25/6/2018,Field Engineer,5.0,Senior Field Engineer,"Montreal, QC",reviews,objective,neutral,,pro : good learn work environment . con : lot work extra time reach high level,0.8896881,5097.0,pro : good learn work environment . con : lot work extra time reach high level
6476,6476,Panasonic Avionics Corporation,15/6/2018,PM,5.0,Program Manager,Dubai,reviews,objective,neutral,,"pro : great atmosphere , employee customer orient , staff appreciation . con : lack in-house training professional development",0.78414935,5098.0,"pro : great atmosphere , employee customer orient , staff appreciation . con : lack in-house training professional development"
6477,6477,Panasonic Avionics Corporation,11/6/2018,Test Technician,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : good place work lot resource .. con : management need improvment department .,0.8496357,5099.0,pro : good place work lot resource .. con : management need improvment department .
6479,6479,Panasonic Avionics Corporation,30/5/2018,Engineer,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : flexible hour - good work inviroment . con : many manager control,0.87576556,5101.0,pro : flexible hour - good work inviroment . con : many manager control
6483,6483,Panasonic Avionics Corporation,10/4/2018,Inventory Coordinator,5.0,Anonymous Employee,"Abu Dhabi, Abu Dhabi",reviews,objective,neutral,,pro : best place grow .. con : internal communication improve .,0.90129185,5105.0,pro : best place grow .. con : internal communication improve .
6509,6509,Panasonic Avionics Corporation,6/11/2017,Good work life balance,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : good work life balance benefit . con : not identify lot yet,0.6407098,5131.0,pro : good work life balance benefit . con : not identify lot yet
6512,6512,Panasonic Avionics Corporation,9/10/2017,Great company,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : flexible hour , lot learn .. con : no comment , no comment , no comment .",0.86234105,5134.0,"pro : flexible hour , lot learn .. con : no comment , no comment , no comment ."
6516,6516,Panasonic Avionics Corporation,18/9/2017,Field Engineer,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : great team people always willing help . con : work hour vary , not usual 9-5 job .",0.5028028,5138.0,"pro : great team people always willing help . con : work hour vary , not usual 9-5 job ."
6518,6518,Panasonic Avionics Corporation,8/10/2017,Don't expect loyalty,1.0,Anonymous Employee,,reviews,objective,neutral,,pro : good compensation . good location . interesting industry .. con : company go change tax employee ' moral . lot new outside hire high position . no tradition promote within career planning . company demand loyalty sacrifice without employee . no work-life balance ... !,0.5134274,5140.0,pro : good compensation . good location . interesting industry .. con : company go change tax employee ' moral . lot new outside hire high position . no tradition promote within career planning . company demand loyalty sacrifice without employee . no work-life balance ... !
6523,6523,Panasonic Avionics Corporation,7/9/2017,Too Bad,1.0,Anonymous Employee,"Lake Forest, CA",reviews,objective,neutral,,pro : interesting technology nice people .. con : executive management weakness lack transparency . promotion base know not merit .,0.5562489,5145.0,pro : interesting technology nice people .. con : executive management weakness lack transparency . promotion base know not merit .
6532,6532,Panasonic Avionics Corporation,12/5/2017,Panasonic Avionics Corporation,5.0,Anonymous Employee,"Lake Forest, CA",reviews,objective,neutral,,pro : attractive asian woman cafeteria lunch .. con : company not provide cup complementary coffee break room . restroom always full whenever need use one .,0.59291023,5154.0,pro : attractive asian woman cafeteria lunch .. con : company not provide cup complementary coffee break room . restroom always full whenever need use one .
6544,6544,Panasonic Avionics Corporation,12/2/2017,Work Environment,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : passionate energetic people work . con : time may require travelling,0.9207136,5166.0,pro : passionate energetic people work . con : time may require travelling
6546,6546,Panasonic Avionics Corporation,20/1/2017,HR,5.0,Anonymous Employee,"London, England",reviews,objective,neutral,,pro : great company & brand work ! . con : keep competition,0.66910493,5168.0,pro : great company & brand work ! . con : keep competition
6548,6548,Panasonic Avionics Corporation,11/1/2017,"Panasonic Avionics, Bothell, WA, Business Technology",5.0,Senior S/W Engineer,"Bothell, WA",reviews,objective,neutral,,"pro : great facility , location , management , co-worker .. con : open source , no . go big buck sw solution develop microsoft stack support repair calibration .",0.6659033,5170.0,"pro : great facility , location , management , co-worker .. con : open source , no . go big buck sw solution develop microsoft stack support repair calibration ."
6558,6558,Panasonic Avionics Corporation,19/8/2016,Great Company,5.0,Supply Chain Analyst II,"Plano, TX",reviews,objective,neutral,,pro : helpful friendly team upper management . con : none l great experience .,0.55963063,5180.0,pro : helpful friendly team upper management . con : none l great experience .
6568,6568,Panasonic Avionics Corporation,5/6/2016,Industry leader,5.0,Account Manager,"Lake Forest, CA",reviews,objective,neutral,,"pro : industry leader , always cut edge ife connectivity . big market share overall size , allow individual seek career , good option .. con : size company might overwhelm , lot process learn discipline interact get thing go .",0.72911036,5190.0,"pro : industry leader , always cut edge ife connectivity . big market share overall size , allow individual seek career , good option .. con : size company might overwhelm , lot process learn discipline interact get thing go ."
6570,6570,Panasonic Avionics Corporation,4/5/2016,Great Company To Work For,5.0,Program Manager II,"Lake Forest, CA",reviews,objective,neutral,,"pro : positive company culture strong market share , well establish exist process place opportunity move vertically horizontally flexible work arrangement international travel opportunity great benefit . con : less face face , email / teleconference meeting silo work structure",0.6965281,5192.0,"pro : positive company culture strong market share , well establish exist process place opportunity move vertically horizontally flexible work arrangement international travel opportunity great benefit . con : less face face , email / teleconference meeting silo work structure"
6582,6582,Panasonic Avionics Corporation,5/4/2016,PAC,5.0,Reliability Analyst I,"Lake Forest, CA",reviews,objective,neutral,,"pro : company design , manufacture maintain hi-tek contemporary product . product demand . work environment pleasant . benefit competitive .. con : link co-operation different group department strengthen .",0.7341232,5204.0,"pro : company design , manufacture maintain hi-tek contemporary product . product demand . work environment pleasant . benefit competitive .. con : link co-operation different group department strengthen ."
6583,6583,Panasonic Avionics Corporation,10/5/2016,Intern,1.0,Intern,"Lake Forest, CA",reviews,objective,neutral,,pro : nice people work . con : never take seriously,0.5303563,5205.0,pro : nice people work . con : never take seriously
6591,6591,Panasonic Avionics Corporation,10/4/2016,Community is the key,1.0,,,reviews,objective,neutral,,pro : great teamwork strong network . con : opposite invert pyramid management model,0.84465957,5213.0,pro : great teamwork strong network . con : opposite invert pyramid management model
6596,6596,Panasonic Avionics Corporation,16/3/2016,Could be good if it wasn't for the buddy system,1.0,Media Technician I,"Lake Forest, CA",reviews,objective,neutral,,pro : stable company & benefit ... 's .. con : management touch operation staff . manager tend hire & promote friend family hard work employee get leave behind .,0.8367885,5218.0,pro : stable company & benefit ... 's .. con : management touch operation staff . manager tend hire & promote friend family hard work employee get leave behind .
6600,6600,Panasonic Avionics Corporation,20/1/2016,Software Test Engineer,5.0,Software Test Engineer,"Lake Forest, CA",reviews,objective,neutral,,pro : smart people work always work material learn . con : not much train not many benefit 'd like .,0.8833211,5222.0,pro : smart people work always work material learn . con : not much train not many benefit 'd like .
6605,6605,Panasonic Avionics Corporation,19/10/2015,Review,5.0,,,reviews,objective,neutral,,"pro : job security , good benefit , interest industry , market leader . con : lot politics ! engineering bias company lead good product ( hence industry leader ) however area business second priority lot opportunity .",0.59131396,5227.0,"pro : job security , good benefit , interest industry , market leader . con : lot politics ! engineering bias company lead good product ( hence industry leader ) however area business second priority lot opportunity ."
6606,6606,Panasonic Avionics Corporation,13/10/2015,Great place to be,5.0,Software Engineer,"Lake Forest, CA",reviews,objective,neutral,,"pro : competitive pay , good standard benefit , fair number day . plenty different team always attempt lateral move find something may better fit .. con : cubicle .... lead feeling detachment team . no convenience store nearby unless drive work ca n't get thing like gum mint .",0.66240954,5228.0,"pro : competitive pay , good standard benefit , fair number day . plenty different team always attempt lateral move find something may better fit .. con : cubicle .... lead feeling detachment team . no convenience store nearby unless drive work ca n't get thing like gum mint ."
6607,6607,Panasonic Avionics Corporation,10/10/2015,PAC Review,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : every department welcome . con : none think,0.5126987,5229.0,pro : every department welcome . con : none think
6610,6610,Panasonic Avionics Corporation,29/10/2015,Want to be treated like a child then this place is for you,1.0,Technical Support Specialist,"Lake Forest, CA",reviews,objective,neutral,,pro : good benefit 33 % people positive . con : no process director get huge ego no education kiss bum get promote .,0.5785077,5232.0,pro : good benefit 33 % people positive . con : no process director get huge ego no education kiss bum get promote .
6615,6615,Panasonic Avionics Corporation,6/8/2015,Great company to work at,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : good benefit pay . able work multiple department achieve single goal complete project . con : project stressful face hard strict deadline .,0.86135757,5237.0,pro : good benefit pay . able work multiple department achieve single goal complete project . con : project stressful face hard strict deadline .
6638,6638,Panasonic Avionics Corporation,30/3/2015,"Excellent work environment, great potential for growth.",5.0,,Dubai,reviews,objective,neutral,,pro : great salary international organisation room growth . con : work load sometimes much travel sometimes,0.74754167,5260.0,pro : great salary international organisation room growth . con : work load sometimes much travel sometimes
6639,6639,Panasonic Avionics Corporation,31/3/2015,Challenging,5.0,,,reviews,objective,neutral,,pro : good money good shift pattern .. con : third party vendor work lot paperwork procedure .,0.6943031,5261.0,pro : good money good shift pattern .. con : third party vendor work lot paperwork procedure .
6640,6640,Panasonic Avionics Corporation,30/3/2015,Market leader with a winning attitude!,5.0,Director,"Lake Forest, CA",reviews,objective,neutral,,"pro : great organization strong win attitude ! pac n't like lose work hard ensure people , technology solution stay ahead competition .. con : large organization run manage chaos time . political arena strong inner circle run play . also , work/life balance disproportionate time .",0.5381037,5262.0,"pro : great organization strong win attitude ! pac n't like lose work hard ensure people , technology solution stay ahead competition .. con : large organization run manage chaos time . political arena strong inner circle run play . also , work/life balance disproportionate time ."
