,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
977,977,Panasonic Avionics Corporation,2019-03-26,Good benefits but bad work atmosphere,1.0,Satellite Network Engineer,"Lake Forest, CA",reviews,subjective,negative,en,"pro : good benefit ( salary , 401k , health insurance , ... ) good people . potential great place work year ago .. con : management connectivity/satellite division : constant big reorgs push management . reorgs n't make sense disrupt already organzied division . management n't know satellite business work n't care rf engineering . force `` culture shift `` : create open space area , make engineer sit bench management want see `` empire `` . sometimes 's loud not productive work . management superb ignore feedback many people already voice concern nothing . politics : strong political environment data hard work n't matter politics make way .",0.9074267,,
1028,1028,Panasonic Avionics Corporation,2019-05-03,-,5.0,-,United States,benefits,subjective,positive,en,"good benefit , stable job , many work , fun work place , friendly environment , learn lot skill , especially multi tasking , detail orient ,",0.7511958,,
1031,1031,Panasonic Avionics Corporation,2021-11-11,-,5.0,-,United States,benefits,subjective,positive,en,"great 401k match , health insurance , pto day .",0.8420509,,
1099,1099,Panasonic Avionics Corporation,2019-09-04,sucks,1.0,ALST Focal,,reviews,subjective,negative,en,"pro : none , place really suck . con : management idiot",0.663855,,
1126,1126,Panasonic Avionics Corporation,2022-09-19,Worst experience,1.0,Administrative Assistant,"Abu Dhabi, Abu Dhabi",reviews,subjective,negative,en,pro : salary good . benefit also change crap health insurance . con : toxic environment end close station,0.56701344,,
1160,1160,Panasonic Avionics Corporation,2022-07-27,So much potential,1.0,MTS-II Software Engineer,Dubai,reviews,subjective,negative,en,"pro : amazing benefit , insane direct impact market . con : terrible management random decision .",0.73846304,,
1319,1319,Panasonic Avionics Corporation,2018-09-27,Reorg  isn't reorging,1.0,Engineering,,reviews,subjective,negative,en,"pro : 7 sick day , people within department supportive . con : no room growth , poorly manage , lack skill learn",0.7642774,,
1360,1360,Panasonic Avionics Corporation,2019-10-19,-,5.0,-,Singapore,benefits,subjective,positive,en,work contact base don ’ get benefit package panasonic avionics,0.5592043,,
3725,3725,Panasonic Avionics Corporation,30/9/2022,-,5.0,-,United States,benefits,subjective,positive,,"great dental , medical pto .",0.84198135,2347.0,"great dental , medical pto ."
3734,3734,Panasonic Avionics Corporation,3/6/2022,-,5.0,-,United States,benefits,subjective,positive,,"excellent , comprehensive package , include medical , vision , 401 k ( match ) .",0.7732731,2356.0,"excellent , comprehensive package , include medical , vision , 401 k ( match ) ."
3739,3739,Panasonic Avionics Corporation,28/3/2022,-,5.0,-,United States,benefits,subjective,positive,,decent health package compare company,0.8306802,2361.0,decent health package compare company
3745,3745,Panasonic Avionics Corporation,18/1/2022,-,5.0,-,United States,benefits,subjective,positive,,great healthcare plan benefit,0.84217334,2367.0,great healthcare plan benefit
3747,3747,Panasonic Avionics Corporation,29/12/2021,-,5.0,-,United States,benefits,subjective,positive,,benefit one best thing pac . excellent 401k insurance coverage,0.8341107,2369.0,benefit one best thing pac . excellent 401k insurance coverage
3748,3748,Panasonic Avionics Corporation,29/12/2021,-,5.0,-,United States,benefits,subjective,positive,,benefit one best thing pac . excellent 401k insurance coverage,0.8341107,2370.0,benefit one best thing pac . excellent 401k insurance coverage
3749,3749,Panasonic Avionics Corporation,29/12/2021,-,5.0,-,United States,benefits,subjective,positive,,benefit one best thing pac . excellent 401k insurance coverage,0.8341107,2371.0,benefit one best thing pac . excellent 401k insurance coverage
3750,3750,Panasonic Avionics Corporation,18/12/2021,-,5.0,-,United States,benefits,subjective,positive,,outstanding company great pay good environment work opportunity move tuition reimbursement would love work company ever call back right unemployment ’ willing look job ready start soon possible,0.8119081,2372.0,outstanding company great pay good environment work opportunity move tuition reimbursement would love work company ever call back right unemployment ’ willing look job ready start soon possible
3751,3751,Panasonic Avionics Corporation,5/11/2021,-,5.0,-,United States,benefits,subjective,positive,,"great benefit ! 401k match , health insurance , great education reimbursement program 15k , good pto , 10 company holiday .",0.8364385,2373.0,"great benefit ! 401k match , health insurance , great education reimbursement program 15k , good pto , 10 company holiday ."
3752,3752,Panasonic Avionics Corporation,23/10/2021,-,5.0,-,United States,benefits,subjective,positive,,"great package health , pet insurance legal benefit",0.8539857,2374.0,"great package health , pet insurance legal benefit"
3753,3753,Panasonic Avionics Corporation,23/10/2021,-,5.0,-,United States,benefits,subjective,positive,,"great benefit package , also offer pet insurance legal benefit",0.8234934,2375.0,"great benefit package , also offer pet insurance legal benefit"
3762,3762,Panasonic Avionics Corporation,19/8/2021,-,5.0,-,United States,benefits,subjective,positive,,"good health benefit , pto 401k",0.6474128,2384.0,"good health benefit , pto 401k"
3768,3768,Panasonic Avionics Corporation,16/6/2021,-,5.0,-,United States,benefits,subjective,positive,,offer great benefit retirement plan,0.78450686,2390.0,offer great benefit retirement plan
3769,3769,Panasonic Avionics Corporation,10/6/2021,-,5.0,-,United States,benefits,subjective,positive,,good benefit . good health insurance & 401k plan,0.7252343,2391.0,good benefit . good health insurance & 401k plan
3771,3771,Panasonic Avionics Corporation,9/5/2021,-,5.0,-,United States,benefits,subjective,positive,,"great benefit include 401k , health insurance , pto etc",0.7242339,2393.0,"great benefit include 401k , health insurance , pto etc"
3773,3773,Panasonic Avionics Corporation,6/5/2021,-,5.0,-,United States,benefits,subjective,positive,,good overall benefit package 401k match,0.8223243,2395.0,good overall benefit package 401k match
3775,3775,Panasonic Avionics Corporation,5/5/2021,-,5.0,-,United States,benefits,subjective,positive,,"comprehensive option fit every family . pocket cost competitive . discussion new employee , general feeling benefit well many employer .",0.73355615,2397.0,"comprehensive option fit every family . pocket cost competitive . discussion new employee , general feeling benefit well many employer ."
3776,3776,Panasonic Avionics Corporation,26/4/2021,-,5.0,-,United States,benefits,subjective,positive,,benefit package good .,0.85354936,2398.0,benefit package good .
3777,3777,Panasonic Avionics Corporation,21/4/2021,-,5.0,-,United States,benefits,subjective,negative,,no real negative benefit provide .,0.4475472,2399.0,no real negative benefit provide .
3778,3778,Panasonic Avionics Corporation,15/4/2021,-,5.0,-,United States,benefits,subjective,positive,,benefit good work,0.8526118,2400.0,benefit good work
3792,3792,Panasonic Avionics Corporation,20/1/2021,-,5.0,-,United States,benefits,subjective,positive,,"excellent benefit option , great 401k match",0.8561499,2414.0,"excellent benefit option , great 401k match"
3796,3796,Panasonic Avionics Corporation,11/1/2021,-,1.0,-,United States,benefits,subjective,negative,,"no benefit intern , go aerotek",0.53358364,2418.0,"no benefit intern , go aerotek"
3798,3798,Panasonic Avionics Corporation,28/10/2020,-,5.0,-,United States,benefits,subjective,positive,,panasonic avionics provide great benefit !,0.832384,2420.0,panasonic avionics provide great benefit !
3799,3799,Panasonic Avionics Corporation,23/10/2020,-,5.0,-,United States,benefits,subjective,positive,,"great benefit , time decent , 401k match bonus offer .",0.85709167,2421.0,"great benefit , time decent , 401k match bonus offer ."
3800,3800,Panasonic Avionics Corporation,10/9/2020,-,5.0,-,United States,benefits,subjective,positive,,benefit generous,0.54223007,2422.0,benefit generous
3804,3804,Panasonic Avionics Corporation,5/8/2020,-,5.0,-,United States,benefits,subjective,positive,,"great benefit include vacation , medical , dental , vision generous 401k match .",0.80096966,2426.0,"great benefit include vacation , medical , dental , vision generous 401k match ."
3805,3805,Panasonic Avionics Corporation,24/7/2020,-,5.0,-,United States,benefits,subjective,positive,,excellent benefit . co-pays deductible par industry standard,0.8041419,2427.0,excellent benefit . co-pays deductible par industry standard
3807,3807,Panasonic Avionics Corporation,22/7/2020,-,5.0,-,United States,benefits,subjective,positive,,"benefit package good , first day .",0.86140585,2429.0,"benefit package good , first day ."
3809,3809,Panasonic Avionics Corporation,22/6/2020,-,1.0,-,United States,benefits,subjective,negative,,"best 401k , medical , dental , vision . bad sr. management .",0.8111218,2431.0,"best 401k , medical , dental , vision . bad sr. management ."
3810,3810,Panasonic Avionics Corporation,16/4/2020,-,5.0,-,United States,benefits,subjective,positive,,benefit package solid,0.76752496,2432.0,benefit package solid
3821,3821,Panasonic Avionics Corporation,4/7/2019,-,5.0,-,United States,benefits,subjective,positive,,panasonic try best help employee well .,0.7714755,2443.0,panasonic try best help employee well .
3823,3823,Panasonic Avionics Corporation,20/6/2019,-,5.0,-,United States,benefits,subjective,negative,,best : 401k match 4 percent . bad : no stock option .,0.5054597,2445.0,best : 401k match 4 percent . bad : no stock option .
3824,3824,Panasonic Avionics Corporation,20/4/2019,-,5.0,-,United States,benefits,subjective,positive,,affordable comprehensive benefit package !,0.6213846,2446.0,affordable comprehensive benefit package !
3826,3826,Panasonic Avionics Corporation,31/1/2019,-,5.0,-,United States,benefits,subjective,positive,,good amount time ( holidays + vacation ) .,0.82912964,2448.0,good amount time ( holidays + vacation ) .
3828,3828,Panasonic Avionics Corporation,29/1/2019,-,5.0,-,United States,benefits,subjective,positive,,offer great benefit option,0.83864915,2450.0,offer great benefit option
3841,3841,Panasonic Avionics Corporation,22/10/2017,-,5.0,-,United States,benefits,subjective,positive,,really cheap dental medical benefit ! great 401k match 50 % contribution,0.8423101,2463.0,really cheap dental medical benefit ! great 401k match 50 % contribution
3844,3844,Panasonic Avionics Corporation,5/8/2017,-,1.0,-,United States,benefits,subjective,positive,,best thing benefit . expect pay everything regardless .,0.6528851,2466.0,best thing benefit . expect pay everything regardless .
3846,3846,Panasonic Avionics Corporation,2/7/2017,-,5.0,-,United States,benefits,subjective,positive,,401k adequate . family leave generous .,0.8247452,2468.0,401k adequate . family leave generous .
3850,3850,Panasonic Avionics Corporation,21/4/2017,-,5.0,-,United States,benefits,subjective,positive,,"employment panasonic health benefit excellent ! cost employee little , especially compare company consider benefit `` great `` . however , not short term disability .",0.7197437,2472.0,"employment panasonic health benefit excellent ! cost employee little , especially compare company consider benefit `` great `` . however , not short term disability ."
3855,3855,Panasonic Avionics Corporation,1/3/2017,-,5.0,-,United States,benefits,subjective,positive,,company gracious absorb premium increase not pass employee .,0.68228334,2477.0,company gracious absorb premium increase not pass employee .
3860,3860,Panasonic Avionics Corporation,26/10/2016,-,5.0,-,United States,benefits,subjective,positive,,nice 8 % match 401k,0.8360381,2482.0,nice 8 % match 401k
3863,3863,Panasonic Avionics Corporation,24/6/2016,-,5.0,-,United States,benefits,subjective,positive,,"good employee discount phone bill , auto insurance , gym membership , etc .",0.7650955,2485.0,"good employee discount phone bill , auto insurance , gym membership , etc ."
3869,3869,Panasonic Avionics Corporation,31/1/2016,-,5.0,-,United States,benefits,subjective,positive,,"great benefit offer panasonic company offer discount panasonic product retailer ( verizon , att , car dealership ) medical benefit affordable subsidize company",0.603474,2491.0,"great benefit offer panasonic company offer discount panasonic product retailer ( verizon , att , car dealership ) medical benefit affordable subsidize company"
3871,3871,Panasonic Avionics Corporation,5/1/2016,-,5.0,-,United States,benefits,subjective,positive,,overall provide excellent benefit package .,0.8019343,2493.0,overall provide excellent benefit package .
3877,3877,Panasonic Avionics Corporation,25/8/2015,-,5.0,-,United States,benefits,subjective,positive,,great company work great benefit .,0.8638627,2499.0,great company work great benefit .
3885,3885,Panasonic Avionics Corporation,9/5/2015,-,5.0,-,United States,benefits,subjective,positive,,medical insurance 401 ( k ) plan great .,0.835664,2507.0,medical insurance 401 ( k ) plan great .
3886,3886,Panasonic Avionics Corporation,9/5/2015,-,5.0,-,United States,benefits,subjective,positive,,pro : great benefit con : long hour could stressful,0.58876455,2508.0,pro : great benefit con : long hour could stressful
3887,3887,Panasonic Avionics Corporation,20/4/2015,-,5.0,-,United States,benefits,subjective,negative,,n't anything negative say benefit .,0.69668335,2509.0,n't anything negative say benefit .
3895,3895,Panasonic Avionics Corporation,18/10/2014,-,5.0,-,United States,benefits,subjective,positive,,"great benefit , decent salary . enjoyable environment work .",0.8426668,2517.0,"great benefit , decent salary . enjoyable environment work ."
3899,3899,Panasonic Avionics Corporation,31/3/2015,-,5.0,-,United Kingdom,benefits,subjective,positive,,good pension excellant healthcare . massive discount panasonic product . no airline flight concession come expect aircraft engineer .,0.78956467,2521.0,good pension excellant healthcare . massive discount panasonic product . no airline flight concession come expect aircraft engineer .
3900,3900,Panasonic Avionics Corporation,6/1/2022,-,5.0,-,United Arab Emirates,benefits,subjective,positive,,"one best medical insurance , visa , flight ticket include family yearly",0.5829917,2522.0,"one best medical insurance , visa , flight ticket include family yearly"
3901,3901,Panasonic Avionics Corporation,12/8/2021,-,5.0,-,United Arab Emirates,benefits,subjective,positive,,great insurance excellent coverage,0.8372866,2523.0,great insurance excellent coverage
3902,3902,Panasonic Avionics Corporation,21/2/2021,-,5.0,-,United Arab Emirates,benefits,subjective,positive,,superb health benefit package,0.84434533,2524.0,superb health benefit package
3903,3903,Panasonic Avionics Corporation,5/3/2019,-,5.0,-,United Arab Emirates,benefits,subjective,positive,,good medical benefit no childcare leave,0.5081457,2525.0,good medical benefit no childcare leave
3904,3904,Panasonic Avionics Corporation,5/2/2018,-,5.0,-,United Arab Emirates,benefits,subjective,positive,,"outstanding benefit especially health , best coverage region",0.7060333,2526.0,"outstanding benefit especially health , best coverage region"
3917,3917,Panasonic Avionics Corporation,22/4/2021,-,5.0,-,Singapore,benefits,subjective,positive,,great benefit full time employee . company take care staff .,0.8523678,2539.0,great benefit full time employee . company take care staff .
3918,3918,Panasonic Avionics Corporation,22/2/2021,-,5.0,-,Singapore,benefits,subjective,positive,,good company benefit employee family,0.8375596,2540.0,good company benefit employee family
6062,6062,Panasonic Avionics Corporation,2/3/2021,Friendly Environment,5.0,Part Time Sales Assistant,Singapore,reviews,subjective,positive,,"pro : friendly inclusive work environment . con : n't really much downside , generally wonderful place part-time .",0.6923127,4684.0,"pro : friendly inclusive work environment . con : n't really much downside , generally wonderful place part-time ."
6066,6066,Panasonic Avionics Corporation,27/1/2021,Do not work here.,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : excellent hardworking coworkers except manager .. con : manager waste resource pac . wait lunchbreak gossip fellow office staff stare blankly computer go home hour two early real work aircraft . no compassion employee . hardworking personnel tire sweat instal component , troubleshoot modification manager pretend work woth nonsense daily meeting . company would save ton money not hire many lazy incompetent manager instead hire field license aircraft engineer , technician , software developer engineering department . turnaround employee high . high 've see . no career growth whatsoever . number manager ridiculous cutoff essential people job bring money company .",0.94173753,4688.0,"pro : excellent hardworking coworkers except manager .. con : manager waste resource pac . wait lunchbreak gossip fellow office staff stare blankly computer go home hour two early real work aircraft . no compassion employee . hardworking personnel tire sweat instal component , troubleshoot modification manager pretend work woth nonsense daily meeting . company would save ton money not hire many lazy incompetent manager instead hire field license aircraft engineer , technician , software developer engineering department . turnaround employee high . high 've see . no career growth whatsoever . number manager ridiculous cutoff essential people job bring money company ."
6077,6077,Panasonic Avionics Corporation,22/8/2008,"If you have a choice, don't work for Panasonic AV Networks Singapore.",1.0,,"Bedok New Town,",reviews,subjective,negative,,"pro : good reason work panasonic av network singapore colleague friendly . willing share knowledge . whatever know whatever result study find , put database everyone free access . definitely learn lot technical stuff r & team .. con : expect work long hour low pay . pay $ 9 per hour over-time expect stay back till 9pm 10pm . office hour 8am 5.30pm . sometimes , require come saturday sunday . well not come weekend . tell come one weekend , ask come every weekend . work hour not flexible . late even 1 second , deduct salary . every morning , every one suppose sing company song . , depend group , group manager expect employee tell plan day . ca n't nothing say . nothing say , give bad impression manager ( especially software group ) . affect review . besides , not expect say thing every morning . , manager ask go finish job . every friday , expect write weekly report , tell whole week . kind get monitor . so-called `` adviser `` software group keep say doubt something , seek advice . really seek advice , ask plan . ridiculous , huh ? never hear software general manager n't know software , find company . software so-called gm never side local employee . side japan much anything . japan say one thing , dare not confront . end , singapore software group suffer . one colleague ' wife internal bleeding due pregnancy , ask leave . software gm disallow take leave . human ? ? secondly , management side . keep say no money increment bonus . yet , see japanese `` adviser `` , station , give car condominium stay family . colleague station singapore day , ask stay hotel cost less $ 100 per night . imagine kind hotel . japanese sent work singapore day , offer 5-star hotel city . imagine terrible company . yet , increment $ 10 $ 30 per year . less 1 % slightly 1 % . compare inflation rate , become poor poor work many year company . yet , japanese adviser play `` rich-people game `` , golf . software adviser , nothhing , practise skill front employee . besides , give 2 uniform expect wear 5 day . terrible ... become rich rich become poor poor slave forever . like kind company , panasonic av network singapore place . , little bit well hell .",0.789032,4699.0,"pro : good reason work panasonic av network singapore colleague friendly . willing share knowledge . whatever know whatever result study find , put database everyone free access . definitely learn lot technical stuff r & team .. con : expect work long hour low pay . pay $ 9 per hour over-time expect stay back till 9pm 10pm . office hour 8am 5.30pm . sometimes , require come saturday sunday . well not come weekend . tell come one weekend , ask come every weekend . work hour not flexible . late even 1 second , deduct salary . every morning , every one suppose sing company song . , depend group , group manager expect employee tell plan day . ca n't nothing say . nothing say , give bad impression manager ( especially software group ) . affect review . besides , not expect say thing every morning . , manager ask go finish job . every friday , expect write weekly report , tell whole week . kind get monitor . so-called `` adviser `` software group keep say doubt something , seek advice . really seek advice , ask plan . ridiculous , huh ? never hear software general manager n't know software , find company . software so-called gm never side local employee . side japan much anything . japan say one thing , dare not confront . end , singapore software group suffer . one colleague ' wife internal bleeding due pregnancy , ask leave . software gm disallow take leave . human ? ? secondly , management side . keep say no money increment bonus . yet , see japanese `` adviser `` , station , give car condominium stay family . colleague station singapore day , ask stay hotel cost less $ 100 per night . imagine kind hotel . japanese sent work singapore day , offer 5-star hotel city . imagine terrible company . yet , increment $ 10 $ 30 per year . less 1 % slightly 1 % . compare inflation rate , become poor poor work many year company . yet , japanese adviser play `` rich-people game `` , golf . software adviser , nothhing , practise skill front employee . besides , give 2 uniform expect wear 5 day . terrible ... become rich rich become poor poor slave forever . like kind company , panasonic av network singapore place . , little bit well hell ."
6083,6083,Panasonic Avionics Corporation,25/8/2022,review,5.0,Technician,"Burlingame, CA",reviews,subjective,positive,,pro : great work work suceed . con : not one bad thing say,0.7970624,4705.0,pro : great work work suceed . con : not one bad thing say
6084,6084,Panasonic Avionics Corporation,22/8/2022,great company,5.0,Avionics Technician,,reviews,subjective,positive,,"pro : good personnel . management outstanding , good company . con : no problem great people.good personnel . management outstanding , good company",0.7332003,4706.0,"pro : good personnel . management outstanding , good company . con : no problem great people.good personnel . management outstanding , good company"
6091,6091,Panasonic Avionics Corporation,13/9/2022,Toxic culture and little career advancement,1.0,Manager,"Irvine, CA",reviews,subjective,negative,,pro : 401k match good decent health benefit . con : pay n't keep market . little room advance . promotion happen someone get feed leaf . bully allow get away mistreat coworkers 're part ole boys club . no unified direction . stressful . silo . every team invents wheel .,0.90724444,4713.0,pro : 401k match good decent health benefit . con : pay n't keep market . little room advance . promotion happen someone get feed leaf . bully allow get away mistreat coworkers 're part ole boys club . no unified direction . stressful . silo . every team invents wheel .
6098,6098,Panasonic Avionics Corporation,29/6/2022,Good company,5.0,Sales,,reviews,subjective,positive,,pro : market leader great future . con : no con think ..,0.7282967,4720.0,pro : market leader great future . con : no con think ..
