,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
4866,4866,OKX,5/10/2022,Wonderful experiences,5.0,Language Manager,,reviews,subjective,positive,,pro : great place work look company value culture . helpful team great leadership . con : amazing . nothing say,0.8047147,3488.0,pro : great place work look company value culture . helpful team great leadership . con : amazing . nothing say
4867,4867,OKX,2/10/2022,Good benefits but still a long way to become truly international in workplace,5.0,Anonymous Employee,,reviews,subjective,positive,,"pro : good benefit meal allowance , nice work environment , colleague nice helpful , fast-moving business nature push everyone competitive good personal growth . con : still not capable manage team corporate way , idea outdated far behind market general expectation . still much room improve .",0.5870276,3489.0,"pro : good benefit meal allowance , nice work environment , colleague nice helpful , fast-moving business nature push everyone competitive good personal growth . con : still not capable manage team corporate way , idea outdated far behind market general expectation . still much room improve ."
4872,4872,OKX,13/9/2022,Good benefit and people,5.0,Business Development Manager,,reviews,subjective,positive,,"pro : good culture , people friendly , could easily get help people even different team . quite young work environment , people fun willing share . con : still long way go truly international company",0.72079957,3494.0,"pro : good culture , people friendly , could easily get help people even different team . quite young work environment , people fun willing share . con : still long way go truly international company"
4877,4877,OKX,5/10/2022,Disappointing journey in OKX,1.0,Associate,,reviews,subjective,negative,,pro : - . con : -not international -there⊙s less transparency -upper management great vision manager afraid make change,0.5536028,3499.0,pro : - . con : -not international -there⊙s less transparency -upper management great vision manager afraid make change
4879,4879,OKX,3/9/2022,Worst company in my career. I’m ashamed I worked here.,1.0,Product Designer,"San Francisco, CA",reviews,subjective,negative,,"pro : design team strong , insightful , compassionate . teammate believe crypto economy knowledgeable field .. con : treat disrespect close ceo . resource expect no opinion , you⊙re tell , work long hour . watch teammates become anxious riddled life-long health problem . notice everyone opinion get fire . become pessimist . stock option worthless .",0.85544133,3501.0,"pro : design team strong , insightful , compassionate . teammate believe crypto economy knowledgeable field .. con : treat disrespect close ceo . resource expect no opinion , you⊙re tell , work long hour . watch teammates become anxious riddled life-long health problem . notice everyone opinion get fire . become pessimist . stock option worthless ."
4880,4880,OKX,28/7/2022,GOOOOD,5.0,Digital Marketing Specialist,Hong Kong,reviews,subjective,positive,,pro : great environment work okx . con : many little thing concern,0.6556382,3502.0,pro : great environment work okx . con : many little thing concern
4883,4883,OKX,29/7/2022,AVOID AT ALL COST,1.0,Manager,,reviews,subjective,negative,,"pro : avoid company cost . con : 1. long hour . doesn⊙t respect people⊙s evening weekend . 2. messy policy . everything govern human rather policy . even it⊙s governed policy , also change overnight human . 3 . ⊜yes⊝ man . expect say yes bos time , also bos . ? cuz pay say yes .",0.9120397,3505.0,"pro : avoid company cost . con : 1. long hour . doesn⊙t respect people⊙s evening weekend . 2. messy policy . everything govern human rather policy . even it⊙s governed policy , also change overnight human . 3 . ⊜yes⊝ man . expect say yes bos time , also bos . ? cuz pay say yes ."
4887,4887,OKX,13/7/2022,Would not recommend,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : good salary promise make work good initially . con : horrendous management , no room grow , no feedback , constantly copy competitor , terrible organization structure",0.85222894,3509.0,"pro : good salary promise make work good initially . con : horrendous management , no room grow , no feedback , constantly copy competitor , terrible organization structure"
4888,4888,OKX,10/7/2022,Chinese Culture,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : free snack , drink , people nice . con : want internationalized , chinese . no trust , employee need daily work security software block google copy paste . monitor . no transparency . hierarchical team structure . many policy need follow .",0.7913652,3510.0,"pro : free snack , drink , people nice . con : want internationalized , chinese . no trust , employee need daily work security software block google copy paste . monitor . no transparency . hierarchical team structure . many policy need follow ."
4892,4892,OKX,29/4/2022,"Great Team, and environment",5.0,Software Engineer,,reviews,subjective,positive,,"pro : bleeding edge tech stack people engineering team . 1 ) . nice macbook pro . 2 ) . good salary . 3 ) . work home . 4 ) . continuously expand . 5 ) . great onboarding experience . 6 ) competent colleague , various banking / ibank exps .. con : challenge new industry . work load depend ability . use lark communication , learn curve steep .",0.71600777,3514.0,"pro : bleeding edge tech stack people engineering team . 1 ) . nice macbook pro . 2 ) . good salary . 3 ) . work home . 4 ) . continuously expand . 5 ) . great onboarding experience . 6 ) competent colleague , various banking / ibank exps .. con : challenge new industry . work load depend ability . use lark communication , learn curve steep ."
4896,4896,OKX,12/3/2022,Great environment,5.0,Business Development,,reviews,subjective,positive,,pro : friendly nice colleague . free fruit . con : not great place crypto enthusiast,0.67625815,3518.0,pro : friendly nice colleague . free fruit . con : not great place crypto enthusiast
4899,4899,OKX,2/3/2022,no,5.0,Recruiting Manager,,reviews,subjective,positive,,"pro : wlb , good , friendly people .. con : no much , change fast `` `",0.76173747,3521.0,"pro : wlb , good , friendly people .. con : no much , change fast `` `"
4903,4903,OKX,27/2/2022,"Great staff, poor company",1.0,Operations Manager,Hong Kong,reviews,subjective,positive,,pro : decent pay well nice colleague .. con : every thing beijing run star . even fake ceo jay hao,0.5311323,3525.0,pro : decent pay well nice colleague .. con : every thing beijing run star . even fake ceo jay hao
4905,4905,OKX,17/1/2022,A company ran on corporate slavery,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : nothing . base hongkong , probably get pay twice much similar role beijing . count pro ? . con : reason hire carry blame incompetent boss one day , make kind stupid decision yet still survive , guy make bch fork incident still work still charge , make unrealistic goal force feed goal say anything else blasphemy . payment unfair role hongkong pay twice much beijing team . basically obey every command bos get pay , no matter stupid command . piss tell wrong .",0.95299405,3527.0,"pro : nothing . base hongkong , probably get pay twice much similar role beijing . count pro ? . con : reason hire carry blame incompetent boss one day , make kind stupid decision yet still survive , guy make bch fork incident still work still charge , make unrealistic goal force feed goal say anything else blasphemy . payment unfair role hongkong pay twice much beijing team . basically obey every command bos get pay , no matter stupid command . piss tell wrong ."
4906,4906,OKX,30/11/2021,"Challenging and promising, full of possibilities",5.0,Senior Product Manager,,reviews,subjective,negative,,"pro : fast-moving company thing constantly involve . people might find difficult adapt , believe perfect mode ever-changing industry . change bring opportunity , try thing would n't dare imagine past . one big benefit , opinion . company create platform people grow shine , long prepared . literally speak , impossible nothing , sky limit . people around young , energetic , fun down-to-earth . rare find type environment hong kong . management straight-forward understanding . high hope tight delivery schedule , n't make impossible demand . also , say goodbye bureaucracy drive many talent crazy traditional banking industry . okex , everyone work towards goal really feel energy . although still issue around internal process still much improve , overall move right track right speed .. con : communication channel , either top-down bottom-up , could improve , important bolster sense belonging among employee , especially junior one .",0.77946776,3528.0,"pro : fast-moving company thing constantly involve . people might find difficult adapt , believe perfect mode ever-changing industry . change bring opportunity , try thing would n't dare imagine past . one big benefit , opinion . company create platform people grow shine , long prepared . literally speak , impossible nothing , sky limit . people around young , energetic , fun down-to-earth . rare find type environment hong kong . management straight-forward understanding . high hope tight delivery schedule , n't make impossible demand . also , say goodbye bureaucracy drive many talent crazy traditional banking industry . okex , everyone work towards goal really feel energy . although still issue around internal process still much improve , overall move right track right speed .. con : communication channel , either top-down bottom-up , could improve , important bolster sense belonging among employee , especially junior one ."
4907,4907,OKX,26/11/2021,Great company,5.0,Community Manager,,reviews,subjective,positive,,pro : great exchange . great mission . great people . con : management could flexible,0.70833224,3529.0,pro : great exchange . great mission . great people . con : management could flexible
4909,4909,OKX,9/11/2021,Worst experience ever,1.0,Business Development Manager,Hong Kong,reviews,subjective,negative,,"pro : good office location free drink snack . con : poor management gossip everywhere . could see nice colleague , others neither professional nor friendly . would even discriminate lack sort experience not cup tea ( hire employee ) . no one know next . no work life balance .",0.89716434,3531.0,"pro : good office location free drink snack . con : poor management gossip everywhere . could see nice colleague , others neither professional nor friendly . would even discriminate lack sort experience not cup tea ( hire employee ) . no one know next . no work life balance ."
4912,4912,OKX,7/8/2021,toxic company culture,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : really not come anything positive , company overall toxic abusive .. con : chinese company pretend international one , interally no regard respect employee benefit . excessive overtime no allowance , senior management incompetent rely external party product development , later even steal key information external market maker build internal market make team , even though , sadly , still not make money .",0.9416058,3534.0,"pro : really not come anything positive , company overall toxic abusive .. con : chinese company pretend international one , interally no regard respect employee benefit . excessive overtime no allowance , senior management incompetent rely external party product development , later even steal key information external market maker build internal market make team , even though , sadly , still not make money ."
4916,4916,OKX,10/5/2021,Challenging yet promising,5.0,Anonymous Employee,,reviews,subjective,positive,,"pro : nice view , flat hierarchy , flexible , young friendly colleague . enjoy fast-paced challenging environment , place ! . con : day crypto world , year human world . thing change fast need keep learn order catch global trend .",0.57649094,3538.0,"pro : nice view , flat hierarchy , flexible , young friendly colleague . enjoy fast-paced challenging environment , place ! . con : day crypto world , year human world . thing change fast need keep learn order catch global trend ."
4918,4918,OKX,10/5/2021,"Amazing team and people, prospective industry",5.0,Anonymous Employee,Hong Kong,reviews,subjective,positive,,"pro : people friendly nice , hard-working , dedicate really love industry . blend team really quickly warm welcome . strong culture learning development , people always happy answer question provide insight , many training workshop , one extensive orientation ever , quite engage learnt lot . excite join company .. con : thing could get bit confusing time , need ask question lot , people happy help . 's not uncommon tech company thing change lot , look standard corporate job without proactiveness might not cup tea .",0.5831568,3540.0,"pro : people friendly nice , hard-working , dedicate really love industry . blend team really quickly warm welcome . strong culture learning development , people always happy answer question provide insight , many training workshop , one extensive orientation ever , quite engage learnt lot . excite join company .. con : thing could get bit confusing time , need ask question lot , people happy help . 's not uncommon tech company thing change lot , look standard corporate job without proactiveness might not cup tea ."
4921,4921,OKX,3/5/2021,"Bad culture, no one cares",1.0,Anonymous Employee,,reviews,subjective,negative,,pro : pay ok money . nothing else .. con : bad culture people not care work yet get perk know please management . happen across every team .,0.8934876,3543.0,pro : pay ok money . nothing else .. con : bad culture people not care work yet get perk know please management . happen across every team .
4922,4922,OKX,16/3/2021,"Fun, Dynamic Place for Hardworking and Smart People",5.0,Communications Manager,,reviews,subjective,positive,,"pro : creative freedom , good compensation , great benefit , awesome colleague , continuous learn . con : not always well organize create toe-stepping , often request work crazy hour",0.6231873,3544.0,"pro : creative freedom , good compensation , great benefit , awesome colleague , continuous learn . con : not always well organize create toe-stepping , often request work crazy hour"
4926,4926,OKX,7/12/2020,Great potential. Drastically poor experience,1.0,Operations,,reviews,subjective,negative,,pro : nice office . nice employee . company lots room grow management change .. con : decision make china . nobody know really no advice understand take experienced hire typical chinese model copy not much innovation . company lucky get current standing won⊙t survive current style,0.42217135,3548.0,pro : nice office . nice employee . company lots room grow management change .. con : decision make china . nobody know really no advice understand take experienced hire typical chinese model copy not much innovation . company lucky get current standing won⊙t survive current style
4934,4934,OKX,22/5/2020,"Opaque Firms, No Structure for Career Progression in Place, No English Speaking Management",1.0,Sales and Marketing,"Lisbon, Lisbon",reviews,subjective,negative,,"pro : 's great brand , 's well know market . con : lack transparency communication , n't even know work department , no objective strategy top management share , no past experience share , kpis also not clear change every week , immature management capability - seem issue chinese management general especially crypto trading industry",0.8824759,3556.0,"pro : 's great brand , 's well know market . con : lack transparency communication , n't even know work department , no objective strategy top management share , no past experience share , kpis also not clear change every week , immature management capability - seem issue chinese management general especially crypto trading industry"
4937,4937,OKX,12/11/2019,Chinese crypto exchange,1.0,Anonymous Employee,Hong Kong,reviews,subjective,negative,,"pro : nice office location view . con : bad management , no leadership , no planning , no training , no direction , no respect , even management doesn⊙t know next",0.877536,3559.0,"pro : nice office location view . con : bad management , no leadership , no planning , no training , no direction , no respect , even management doesn⊙t know next"
