,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
4893,4893,OKX,4/4/2022,Life changing experience,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : work okx one fulfilling experience life . ? able serve latam community crypto product match need truly reward . crypto future region worldwide well .. con : work colleague world challenge due numerous time zone . schedule meeting work everyone close impossible .,0.59606814,3515.0,pro : work okx one fulfilling experience life . ? able serve latam community crypto product match need truly reward . crypto future region worldwide well .. con : work colleague world challenge due numerous time zone . schedule meeting work everyone close impossible .
4894,4894,OKX,5/4/2022,Best Benefits,5.0,Senior Human Resources Manager,,reviews,objective,neutral,,pro : good employee experience since pre onboarding . con : fast-growing fast explore l,0.86882824,3516.0,pro : good employee experience since pre onboarding . con : fast-growing fast explore l
4900,4900,OKX,22/3/2022,"great pay, Chinese culture, long hours",1.0,Software Engineer,Causeway Bay,reviews,objective,neutral,,pro : good jump ( salary ) join . con : long hour . chinese culture . decision mostly drive beijing,0.8766642,3522.0,pro : good jump ( salary ) join . con : long hour . chinese culture . decision mostly drive beijing
4904,4904,OKX,25/1/2022,A great company to join,5.0,IT Manager,Hong Kong,reviews,objective,neutral,,"pro : people great young . con : start , everything change day day .",0.66258407,3526.0,"pro : people great young . con : start , everything change day day ."
4911,4911,OKX,21/7/2021,Cryptocurrency Investor | Business Developer |,5.0,Head Listing Coordinator,"Buffalo, NY",reviews,objective,neutral,,"pro : valuable experience resume high-profile position . con : no sick day , come vacation",0.7476955,3533.0,"pro : valuable experience resume high-profile position . con : no sick day , come vacation"
4915,4915,OKX,27/6/2021,Its was nice job and have a good salary,5.0,Club Manager,Pune,reviews,objective,neutral,,pro : anytime work kinda freelance . con : salary not time,0.90264535,3537.0,pro : anytime work kinda freelance . con : salary not time
4917,4917,OKX,23/5/2021,delay culture,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : meeting culture , lot meeting . con : delay everything , slow yes culture",0.90552825,3539.0,"pro : meeting culture , lot meeting . con : delay everything , slow yes culture"
4919,4919,OKX,10/5/2021,Excellent company with brilliant people,5.0,Data Analyst,Hong Kong,reviews,objective,neutral,,"pro : - . con : user , company 's product ui improve",0.91248053,3541.0,"pro : - . con : user , company 's product ui improve"
4923,4923,OKX,4/2/2021,professional company,5.0,Blockchain Developer,"Beijing, Beijing",reviews,objective,neutral,,"pro : develop blockchain , come . con : reward commission not good",0.91982085,3545.0,"pro : develop blockchain , come . con : reward commission not good"
4927,4927,OKX,1/11/2020,Good company,5.0,Manager,Hong Kong,reviews,objective,neutral,,pro : best career path great colleague . con : don⊙t,0.5399183,3549.0,pro : best career path great colleague . con : don⊙t
4929,4929,OKX,27/9/2020,Great place to work,5.0,BD Manager,"Beijing, Beijing",reviews,objective,neutral,,pro : - . con : sometimes high pressure project,0.9144353,3551.0,pro : - . con : sometimes high pressure project
4930,4930,OKX,30/8/2020,Review of OKEx working experience,5.0,Marketing,"Beijing, Beijing",reviews,objective,neutral,,"pro : employee work okex 3 year , gain grown lot . join company love industry . first impression similar industry , salary significantly high company . also many opportunity promotion work process . person 2 chance promotion salary increase every year . company attach great importance ability employee . position salary must match ability , company willing contribute lot resource help employee improve ability aspect . addition , every colleague company friendly , never unpleasant thing us . company often organize tour , , various sport club , etc . , also prepare birthday gift holiday gift us . leader nice .. con : overtime definitely inevitable . necessary certain degree stress resistance . okr kpi order periodically , work efficiency need high . fortunate able join humane warm company .",0.35895,3552.0,"pro : employee work okex 3 year , gain grown lot . join company love industry . first impression similar industry , salary significantly high company . also many opportunity promotion work process . person 2 chance promotion salary increase every year . company attach great importance ability employee . position salary must match ability , company willing contribute lot resource help employee improve ability aspect . addition , every colleague company friendly , never unpleasant thing us . company often organize tour , , various sport club , etc . , also prepare birthday gift holiday gift us . leader nice .. con : overtime definitely inevitable . necessary certain degree stress resistance . okr kpi order periodically , work efficiency need high . fortunate able join humane warm company ."
4932,4932,OKX,28/7/2020,Fast pace and rewarding culture,5.0,Growth Hacker,"London, England",reviews,objective,neutral,,"pro : engage team fairly young leader company . earth despite not physically together everyday , always connect ( despite time zone ... ) meet team hong kong beijing office january , felt like real deal ; fun collaborative lot - poker night epic .. con : always remote worker , felt disconnect sometimes ; feel team make extra effort make",0.47618213,3554.0,"pro : engage team fairly young leader company . earth despite not physically together everyday , always connect ( despite time zone ... ) meet team hong kong beijing office january , felt like real deal ; fun collaborative lot - poker night epic .. con : always remote worker , felt disconnect sometimes ; feel team make extra effort make"
4933,4933,OKX,28/7/2020,Good interview experience,5.0,Anonymous Employee,Hong Kong,reviews,objective,neutral,,"pro : excite fast move industry . company go expansion . global platform . interview process straightforward . speak hiring manager , department head also hr . consistent message across interview .. con : thing change move forward . patient company still young . look stable 9-6 job limited growth , look else .",0.5373,3555.0,"pro : excite fast move industry . company go expansion . global platform . interview process straightforward . speak hiring manager , department head also hr . consistent message across interview .. con : thing change move forward . patient company still young . look stable 9-6 job limited growth , look else ."
