,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
10936,10936,Cheil Worldwide,26/3/2022,Its not worth it,1.0,Account Manager,Singapore,reviews,subjective,negative,,"pro : work samsung great brand . con : no system poor leadership , korean style top-down management",0.4744186,9558.0,"pro : work samsung great brand . con : no system poor leadership , korean style top-down management"
10947,10947,Cheil Worldwide,5/10/2020,Avoid at all cost,1.0,Account Executive,Singapore,reviews,subjective,negative,,"pro : well stock pantry , open office space . con : strong korean culture , toxic masculinity , lack respect list go .",0.6716254,9569.0,"pro : well stock pantry , open office space . con : strong korean culture , toxic masculinity , lack respect list go ."
10951,10951,Cheil Worldwide,16/3/2020,Poor management,1.0,Copywriter,,reviews,subjective,negative,,"pro : generous job perk : gym , phone bill , medical . con : poor leadership management , lack appreciation staff , excessive overtime . asian management culture petty restriction .",0.8668248,9573.0,"pro : generous job perk : gym , phone bill , medical . con : poor leadership management , lack appreciation staff , excessive overtime . asian management culture petty restriction ."
10957,10957,Cheil Worldwide,5/10/2017,Great for getting thrown under the bus,1.0,Anonymous Employee,Singapore,reviews,subjective,negative,,"pro : willingness pay lure . con : entry pay never change . extremely hostile environment due one particular piece `` furniture `` dictate , assumes blame . no award new account 3 year . 7 cd 3 year . long furniture stay ... stay away .",0.9022728,9579.0,"pro : willingness pay lure . con : entry pay never change . extremely hostile environment due one particular piece `` furniture `` dictate , assumes blame . no award new account 3 year . 7 cd 3 year . long furniture stay ... stay away ."
10961,10961,Cheil Worldwide,23/2/2016,The place for you if you love traditional media,1.0,Exec,Singapore,reviews,subjective,negative,,"pro : barely . must say , would probably bidet toilet probably two hour wednesday lunch .. con : management lead people not seem grow beyond traditional medium . spend much time discuss idea not materialize . still use `` objective campaign go viral . ``",0.83399934,9583.0,"pro : barely . must say , would probably bidet toilet probably two hour wednesday lunch .. con : management lead people not seem grow beyond traditional medium . spend much time discuss idea not materialize . still use `` objective campaign go viral . ``"
10966,10966,Cheil Worldwide,2/10/2022,Brand Embassador at cheil,5.0,Brand Embassador,Melbourne,reviews,subjective,positive,,"pro : easy straight forward job , pay really good .. con : bore no customer .",0.73735875,9588.0,"pro : easy straight forward job , pay really good .. con : bore no customer ."
10973,10973,Cheil Worldwide,22/9/2022,jokers,1.0,Customer Service Advisor-Argos,"London, England",reviews,subjective,negative,,pro : dont work dont work . con : useless useless useless useless useless,0.77611005,9595.0,pro : dont work dont work . con : useless useless useless useless useless
10978,10978,Cheil Worldwide,15/9/2022,Terrible,1.0,Human Resources/Recruitment,Sydney,reviews,subjective,negative,,pro : nice office creative team nice . con : terrible people management director no forward think no coaching team fire whoever want want no regard process,0.87382,9600.0,pro : nice office creative team nice . con : terrible people management director no forward think no coaching team fire whoever want want no regard process
10979,10979,Cheil Worldwide,5/8/2022,Enjoying The Ride,5.0,Associate Creative Director,"Dallas, TX",reviews,subjective,negative,,"pro : fortune 5 client . new office . new studio . unique projects/channels work . diverse range talent , background skill . seriously , island misfit toy work . good way ! people get promote within place 've work . bonus structure health insurance top tier . actually get `` wow `` doctor 's office look insurance coverage . place challenge creatively , upfront . overall , 've really impressed .. con : many creatives work pc/windows environment , first . technical roadblock ( encryption , asset embargo , no central server , ca n't save drive , security , etc . ) really hinder work . vacation bit low ( 4 week everyone ) . usual ad agency pain point ( late night , weekend work , crazy deadline ) . part n't good bad place 've work . work-life balance advertising always move target , far , cheil get mostly right .",0.6026272,9601.0,"pro : fortune 5 client . new office . new studio . unique projects/channels work . diverse range talent , background skill . seriously , island misfit toy work . good way ! people get promote within place 've work . bonus structure health insurance top tier . actually get `` wow `` doctor 's office look insurance coverage . place challenge creatively , upfront . overall , 've really impressed .. con : many creatives work pc/windows environment , first . technical roadblock ( encryption , asset embargo , no central server , ca n't save drive , security , etc . ) really hinder work . vacation bit low ( 4 week everyone ) . usual ad agency pain point ( late night , weekend work , crazy deadline ) . part n't good bad place 've work . work-life balance advertising always move target , far , cheil get mostly right ."
10981,10981,Cheil Worldwide,1/8/2022,"Great Opportunities, Growing Agency",5.0,Senior Art Director,,reviews,subjective,negative,,"pro : unique work cheil portfolio builder designer . creativity strategy always push , 've constantly felt support situation felt lack . 've experience great leadership , not direct supervisor . lot work time . 've experience lot team mentality come work/life balance . someone something personal go , rest team step . pay benefit seem fair . small matching % 401k good nothing . far excellent bonus system base performance review . feel lucky team look one another , hope rest company take notice team right .. con : company not dallas , anyone living city quite commute . also lot back forth response covid work home vs. come office , company constantly try figure 's best . hard policy change time .",0.41007715,9603.0,"pro : unique work cheil portfolio builder designer . creativity strategy always push , 've constantly felt support situation felt lack . 've experience great leadership , not direct supervisor . lot work time . 've experience lot team mentality come work/life balance . someone something personal go , rest team step . pay benefit seem fair . small matching % 401k good nothing . far excellent bonus system base performance review . feel lucky team look one another , hope rest company take notice team right .. con : company not dallas , anyone living city quite commute . also lot back forth response covid work home vs. come office , company constantly try figure 's best . hard policy change time ."
10984,10984,Cheil Worldwide,27/7/2022,How is everyone so nice,5.0,User Experience Designer,Olympic Park,reviews,subjective,positive,,"pro : far work chill , since everyone friendly , also get fair share challenge throw way , keep thing interest .. con : olympic park bit far away live",0.6816715,9606.0,"pro : far work chill , since everyone friendly , also get fair share challenge throw way , keep thing interest .. con : olympic park bit far away live"
10985,10985,Cheil Worldwide,27/7/2022,Fun work with great people,5.0,Retail Design and Production,Sydney,reviews,subjective,positive,,"pro : cheil great team people really friendly , kind supportive . project work great samsung benefit added plus . two office great flexibility .. con : olympic park location little inconvenient .",0.7964636,9607.0,"pro : cheil great team people really friendly , kind supportive . project work great samsung benefit added plus . two office great flexibility .. con : olympic park location little inconvenient ."
10986,10986,Cheil Worldwide,27/7/2022,Great People and Interesting Work,5.0,Frontend Developer,,reviews,subjective,positive,,pro : people really nice friendly work really interesting . surry hill office also really nice . also get massive discount samsung product .. con : difficult deadline expectation client,0.77520186,9608.0,pro : people really nice friendly work really interesting . surry hill office also really nice . also get massive discount samsung product .. con : difficult deadline expectation client
10996,10996,Cheil Worldwide,2/8/2022,Don't Join this Company,1.0,,"Gurgaon, Haryana",reviews,subjective,negative,,"pro : association samsung brand name . con : dishonest management , unreasonable client , toxic work environment , highly toxic workforce not align towards common goal , no work-life balance , no focus culture cohesiveness people , psychotic medium planner underachieve call creative team - best , imposter , name creative people",0.9145268,9618.0,"pro : association samsung brand name . con : dishonest management , unreasonable client , toxic work environment , highly toxic workforce not align towards common goal , no work-life balance , no focus culture cohesiveness people , psychotic medium planner underachieve call creative team - best , imposter , name creative people"
11006,11006,Cheil Worldwide,9/7/2022,RUN! Toxic Culture,1.0,Anonymous Employee,"Dallas, TX",reviews,subjective,negative,,"pro : beautiful office ! ’ really .. con : stab back , chew , spit culture . aggressive high ups intimidate view replaceable . alcohol see bar ? ’ never time drink . ping pong table massage room ? come early stay til 8 want use . place work bone send home tear . not recommend .",0.85875416,9628.0,"pro : beautiful office ! ’ really .. con : stab back , chew , spit culture . aggressive high ups intimidate view replaceable . alcohol see bar ? ’ never time drink . ping pong table massage room ? come early stay til 8 want use . place work bone send home tear . not recommend ."
11011,11011,Cheil Worldwide,3/7/2022,Terrible company to work with,1.0,Social Media Analyst,,reviews,subjective,positive,,pro : nothing praise org except good infrastructure . con : everything bad apart nice view,0.6815919,9633.0,pro : nothing praise org except good infrastructure . con : everything bad apart nice view
11021,11021,Cheil Worldwide,10/5/2022,Salary,5.0,Retail Director,"Manila, Manila",reviews,subjective,positive,,"pro : great work environment cheil .. con : work much , hard",0.5208407,9643.0,"pro : great work environment cheil .. con : work much , hard"
11025,11025,Cheil Worldwide,2/5/2022,PMT,5.0,Anonymous Employee,,reviews,subjective,positive,,"pro : one best company .. con : good , good company",0.6725561,9647.0,"pro : one best company .. con : good , good company"
11030,11030,Cheil Worldwide,24/5/2022,Old Fashioned Agency,1.0,,"London, England",reviews,subjective,negative,,"pro : samsung account big , large investment .. con : lack autonomy , 100 % decision make samsung . old fashioned culture , not inclusive , male driven . avoid .",0.725199,9652.0,"pro : samsung account big , large investment .. con : lack autonomy , 100 % decision make samsung . old fashioned culture , not inclusive , male driven . avoid ."
11033,11033,Cheil Worldwide,13/4/2022,Salary Review,5.0,Client Services Director,,reviews,subjective,positive,,pro : process driven good pay master . con : nothing . late night work,0.4973071,9655.0,pro : process driven good pay master . con : nothing . late night work
11047,11047,Cheil Worldwide,21/2/2022,A growing team of talented individuals,5.0,Marketing & PR Manager,Sydney,reviews,subjective,positive,,"pro : cheil australia agency grow number talented individual across department . amaze part passionate team thinker doer . creative , retail division , digital data strategy , unique drive motivate completely new level . really enjoy part team grow rapid pace .. con : n't many con identify cheil . work towards bring talent fill gap , term company offer service .",0.6193889,9669.0,"pro : cheil australia agency grow number talented individual across department . amaze part passionate team thinker doer . creative , retail division , digital data strategy , unique drive motivate completely new level . really enjoy part team grow rapid pace .. con : n't many con identify cheil . work towards bring talent fill gap , term company offer service ."
11052,11052,Cheil Worldwide,20/3/2022,ok,1.0,Digital Marketing,,reviews,subjective,negative,,"pro : none seriously no pro . con : many bad management , micromanagers everywhere",0.8372036,9674.0,"pro : none seriously no pro . con : many bad management , micromanagers everywhere"
11058,11058,Cheil Worldwide,24/2/2022,Horrible experience,1.0,Account Supervisor,"Gurgaon, Haryana",reviews,subjective,negative,,pro : nothing . dont make mistake join . con : horrible place work . unprofessional behaviour employee client,0.8544472,9680.0,pro : nothing . dont make mistake join . con : horrible place work . unprofessional behaviour employee client
11061,11061,Cheil Worldwide,23/2/2022,Poor Company Culture,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : not many pro , salary okay easily find good elsewhere .. con : horrible company culture anyone isn ’ born breed korea . extremely toxic community .",0.86983716,9683.0,"pro : not many pro , salary okay easily find good elsewhere .. con : horrible company culture anyone isn ’ born breed korea . extremely toxic community ."
11068,11068,Cheil Worldwide,20/1/2022,Dont even come here,1.0,Webpublisher,Budapest,reviews,subjective,negative,,"pro : nice people home office write cv work `` samsung `` . con : management joke , workflow inconsistent , no guidelines… figure lot thing , none people know no work-life balance",0.8825816,9690.0,"pro : nice people home office write cv work `` samsung `` . con : management joke , workflow inconsistent , no guidelines… figure lot thing , none people know no work-life balance"
11071,11071,Cheil Worldwide,17/1/2022,poor management,1.0,Anonymous Employee,Sheung Wan,reviews,subjective,negative,,"pro : cant think pro , . con : poor management , no solid plan solid deadline .",0.77125716,9693.0,"pro : cant think pro , . con : poor management , no solid plan solid deadline ."
11082,11082,Cheil Worldwide,19/10/2021,Very bad,1.0,Quality Assurance Analyst,,reviews,subjective,negative,,"pro : no pro work place .. con : company horrible . ’ no respect employee , manager rude tricky . not recommend",0.91349447,9704.0,"pro : no pro work place .. con : company horrible . ’ no respect employee , manager rude tricky . not recommend"
11085,11085,Cheil Worldwide,8/10/2021,Not recommended - Cheil Spain,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : nice salary compare industry .. con : salary not compensate bad environment lack stability . one example , would like learn client organigram change without none tell ? want work people burnout constantly afraid fire ? wise not join cheil .",0.85643405,9707.0,"pro : nice salary compare industry .. con : salary not compensate bad environment lack stability . one example , would like learn client organigram change without none tell ? want work people burnout constantly afraid fire ? wise not join cheil ."
11088,11088,Cheil Worldwide,20/9/2021,Stressful environment run by fear,1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : build knowledge retail .. con : management , fear korean expat , compress deadline take work impress . work simply follow order little real impact . employee welfare not concern even covid time . company earn deserve infamy 2nd phase covid 2021 .",0.9033698,9710.0,"pro : build knowledge retail .. con : management , fear korean expat , compress deadline take work impress . work simply follow order little real impact . employee welfare not concern even covid time . company earn deserve infamy 2nd phase covid 2021 ."
11090,11090,Cheil Worldwide,3/8/2021,Great Company,5.0,Account Manager,"London, England",reviews,subjective,positive,,pro : friendly people nice agency ! . con : nothing comment ! agency really nice,0.81930107,9712.0,pro : friendly people nice agency ! . con : nothing comment ! agency really nice
11095,11095,Cheil Worldwide,3/9/2021,No work life balance,1.0,ETL-HR (HR Manager),"Gurgaon, Haryana",reviews,subjective,positive,,pro : good office . . .. con : no support manager .,0.62859464,9717.0,pro : good office . . .. con : no support manager .
11100,11100,Cheil Worldwide,28/7/2021,Former Employee,1.0,QA Analyst,"Warsaw, Masovia",reviews,subjective,negative,,pro : young people . get new contact . con : bad managment . hq korea decide local company,0.731539,9722.0,pro : young people . get new contact . con : bad managment . hq korea decide local company
11106,11106,Cheil Worldwide,30/6/2021,Be warned,1.0,Account Management,"London, England",reviews,subjective,negative,,"pro : nice people team nice client , good people work day day .. con : equality not present . department treat bad others . senior management team close , cold . hour extreme condescend feedback offer vs solution . take people get sign mental health break get support need . touch environment weak culture , opportunity growth consistent late night work assume always position opportunity . culture need lot work good place work .",0.90446997,9728.0,"pro : nice people team nice client , good people work day day .. con : equality not present . department treat bad others . senior management team close , cold . hour extreme condescend feedback offer vs solution . take people get sign mental health break get support need . touch environment weak culture , opportunity growth consistent late night work assume always position opportunity . culture need lot work good place work ."
11112,11112,Cheil Worldwide,19/6/2021,"Avoid!!! every day of your career is important, so don't waste it here!",1.0,Manager,"London, England",reviews,subjective,negative,,pro : none . industry know cheil joke . 2-bit comedy act .. con : low pay . dont give pay increase bonus - dont believe say n't care staff toxic nasty culture everyone leave leave already average work,0.9034042,9734.0,pro : none . industry know cheil joke . 2-bit comedy act .. con : low pay . dont give pay increase bonus - dont believe say n't care staff toxic nasty culture everyone leave leave already average work
11123,11123,Cheil Worldwide,12/5/2021,Treats people like a commodity,1.0,General Manager,"Gurgaon, Haryana",reviews,subjective,negative,,"pro : 1. push self learn 2. get understanding samsung 's large business operation . con : 1. culture ton politics lead group self patronize top management 2. work culture poor employee treat like commodity 3. people always push time deliver 4. increment become joke last 3-4 year ( avg 4 % ) , despite samsung main client make good progress 5. korean management culture : non trust indian question everything time 6. culture ask people work weekend holiday 7. expect extend working hour beck n call recommend think thoroughly join compensation not really really excite - reconsider decision despite covid wave raging , office open till mid april , result almost 40 % people ultimately get infect loss life well",0.94656324,9745.0,"pro : 1. push self learn 2. get understanding samsung 's large business operation . con : 1. culture ton politics lead group self patronize top management 2. work culture poor employee treat like commodity 3. people always push time deliver 4. increment become joke last 3-4 year ( avg 4 % ) , despite samsung main client make good progress 5. korean management culture : non trust indian question everything time 6. culture ask people work weekend holiday 7. expect extend working hour beck n call recommend think thoroughly join compensation not really really excite - reconsider decision despite covid wave raging , office open till mid april , result almost 40 % people ultimately get infect loss life well"
11125,11125,Cheil Worldwide,4/4/2021,HR,5.0,Senior Human Resources Manager,Séouléo,reviews,subjective,positive,,"pro : great work place , good work . con : nothing , good , good work",0.84704375,9747.0,"pro : great work place , good work . con : nothing , good , good work"
11130,11130,Cheil Worldwide,21/4/2021,Worst agency I’ve ever worked at!,1.0,London,"London, England",reviews,subjective,negative,,"pro : colleague nice . nothing , couldn ’ serious . con : bad management , no onboarding , no guidance , expect work hour hit deadline boring campaign samsung ! client samsung , say something .. not interest campaign / project .. look website tell grab attention",0.9237836,9752.0,"pro : colleague nice . nothing , couldn ’ serious . con : bad management , no onboarding , no guidance , expect work hour hit deadline boring campaign samsung ! client samsung , say something .. not interest campaign / project .. look website tell grab attention"
11131,11131,Cheil Worldwide,20/4/2021,Not a Company to be trusted---It is not a Samsung Company--It is a lie sold by HR-Cheil India,1.0,IT Senior Manager,"Gurgaon, Haryana",reviews,subjective,negative,,"pro : nothing good company-do n't risk career . con : petty politics leadership , micromanagement , zero trust employee , full lie time hiring , ctc big lie n't trust breakup , bonus inflate ctc never pay . policy pathetic employee , factory culture , job always risk , even not fault .",0.92750555,9753.0,"pro : nothing good company-do n't risk career . con : petty politics leadership , micromanagement , zero trust employee , full lie time hiring , ctc big lie n't trust breakup , bonus inflate ctc never pay . policy pathetic employee , factory culture , job always risk , even not fault ."
11145,11145,Cheil Worldwide,3/3/2021,Definitely good place to start,5.0,Junior Art Director,"Bucharest, Bucuresti",reviews,subjective,positive,,"pro : - renowned client - chance work interesting project outside client work - nearby cantina decent food ( price ok , not low end ) - pool table , dart board chill place hang creative lounge - friendly co-worker . con : -",0.7594417,9767.0,"pro : - renowned client - chance work interesting project outside client work - nearby cantina decent food ( price ok , not low end ) - pool table , dart board chill place hang creative lounge - friendly co-worker . con : -"
11152,11152,Cheil Worldwide,29/3/2021,"If you don’t want to use your brain & receive a good salary, this is the place for you.",1.0,Anonymous Employee,,reviews,subjective,negative,,"pro : + friendly co-worker + manager capable + nice office environment + famous mnc + pay good ( compare task difficulty ) . con : - task easy hell . learn everything within day . no learn curve . fool someone hire next job , since never achieve something great meaningful . - pay much people easy task . smart people heart develop career feel insulted work . - even annual business performance good , win ’ give much bonus . - garbage grade decade old generation internal system . waste work time wait system response . delay work time meaninglessly . - system stupidly design stupid way finish task one one instead solve task batch . - give 3 month 2 men develop new internal system . greatly increase every employee productivity 10 time . - not change situation unless not small potato well korean .",0.77946794,9774.0,"pro : + friendly co-worker + manager capable + nice office environment + famous mnc + pay good ( compare task difficulty ) . con : - task easy hell . learn everything within day . no learn curve . fool someone hire next job , since never achieve something great meaningful . - pay much people easy task . smart people heart develop career feel insulted work . - even annual business performance good , win ’ give much bonus . - garbage grade decade old generation internal system . waste work time wait system response . delay work time meaninglessly . - system stupidly design stupid way finish task one one instead solve task batch . - give 3 month 2 men develop new internal system . greatly increase every employee productivity 10 time . - not change situation unless not small potato well korean ."
