,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
13373,13373,Charles & Keith,21/11/2021,,5.0,Store Manager,"Orchard, ",reviews,objective,neutral,,pro : help people company . con : still look high pay,0.84496677,11995.0,pro : help people company . con : still look high pay
13375,13375,Charles & Keith,15/11/2021,Culture,5.0,Human Resources,Singapore,reviews,objective,neutral,,pro : open communication innovative culture . con : not moment,0.9211656,11997.0,pro : open communication innovative culture . con : not moment
13378,13378,Charles & Keith,5/12/2021,No work life balance,1.0,Retail Sales Associate,,reviews,objective,neutral,,pro : able learn skill retail starter . teamwork meet lot different people zone .. con : company always win ’ keep / treasure good staff . keep hire new staff make company service skill never improve .,0.70606494,12000.0,pro : able learn skill retail starter . teamwork meet lot different people zone .. con : company always win ’ keep / treasure good staff . keep hire new staff make company service skill never improve .
13380,13380,Charles & Keith,27/9/2021,Good experience,5.0,Part Time Retail Associate,,reviews,objective,neutral,,"pro : teamwork , friendly staff , career opportunity . con : need travel outlet relief",0.91346693,12002.0,"pro : teamwork , friendly staff , career opportunity . con : need travel outlet relief"
13383,13383,Charles & Keith,15/10/2021,Company very godd,1.0,Sales Associate,Singapore,reviews,objective,neutral,,pro : good manager work environment . con : customer always take grant,0.9120611,12005.0,pro : good manager work environment . con : customer always take grant
13384,13384,Charles & Keith,6/9/2021,Part Time Sales Executive,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : friendly environment . con : not con .,0.90963227,12006.0,pro : friendly environment . con : not con .
13394,13394,Charles & Keith,9/6/2021,Perfect,5.0,Sales Assistant,,reviews,objective,neutral,,"pro : customer service , learn communicate customer . con : bit tired stand several hour",0.9269949,12016.0,"pro : customer service , learn communicate customer . con : bit tired stand several hour"
13398,13398,Charles & Keith,22/5/2021,Great Company to Work for,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : manager allow run project .. con : may less direction give .,0.9213158,12020.0,pro : manager allow run project .. con : may less direction give .
13408,13408,Charles & Keith,23/2/2021,Great Employer,5.0,Assistant Manager,"Bedok New Town, ",reviews,objective,neutral,,"pro : - industry leader fast fashion footwear accessory asia - big e-commerce team company willing invest headcount need - global portfolio many opportunity work eg . different country , different aspect business etc - fluidity functional movement aid career growth - company value employee loyalty . con : -",0.8006268,12030.0,"pro : - industry leader fast fashion footwear accessory asia - big e-commerce team company willing invest headcount need - global portfolio many opportunity work eg . different country , different aspect business etc - fluidity functional movement aid career growth - company value employee loyalty . con : -"
13413,13413,Charles & Keith,10/2/2021,Former Part Timer at Charles and Keith,5.0,Sales Associate,,reviews,objective,neutral,,pro : really supportive environment work give good experience first job . con : hard think maybe music get little exhausting,0.57581,12035.0,pro : really supportive environment work give good experience first job . con : hard think maybe music get little exhausting
13425,13425,Charles & Keith,21/10/2020,Great,5.0,Visual Merchandiser,Singapore,reviews,objective,neutral,,pro : great company work .. con : highly female dominate work culture .,0.7499801,12047.0,pro : great company work .. con : highly female dominate work culture .
13428,13428,Charles & Keith,1/10/2020,Review,5.0,Customer Sales Executive,Singapore,reviews,objective,neutral,,"pro : fun , vibrant fulfil environment .. con : long work hour peak hour .",0.8329026,12050.0,"pro : fun , vibrant fulfil environment .. con : long work hour peak hour ."
13429,13429,Charles & Keith,30/9/2020,Great part time job,5.0,Retail Sales Associate,,reviews,objective,neutral,,pro : staff management friendly helpful . con : long work hour lack manpower,0.9138311,12051.0,pro : staff management friendly helpful . con : long work hour lack manpower
13431,13431,Charles & Keith,14/9/2020,Experience,5.0,Retail Associate,Singapore,reviews,objective,neutral,,pro : friendly environment place busy wont get bore . con : no con love,0.5229665,12053.0,pro : friendly environment place busy wont get bore . con : no con love
13449,13449,Charles & Keith,8/11/2019,Media Designer,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : worklife balance friendly colleague .. con : low salary hard promote,0.9200699,12071.0,pro : worklife balance friendly colleague .. con : low salary hard promote
13467,13467,Charles & Keith,3/7/2018,Footwear Designer,5.0,Footwear Designer,Singapore,reviews,objective,neutral,,pro : liberal work environment . room raise .. con : con long working hour,0.921516,12089.0,pro : liberal work environment . room raise .. con : con long working hour
13501,13501,Charles & Keith,14/4/2019,goood,5.0,Marketing,"New York, NY",reviews,objective,neutral,,pro : friendly environment good colleague . con : stressful environment pressure top management,0.90229213,12123.0,pro : friendly environment good colleague . con : stressful environment pressure top management
