,Unnamed: 0,company,date,post_title,rating,position,location,tab,subjectivity,sentiment,lang,final_text,confidence,Unnamed: 0.1,text
5011,5011,ST Aerospace,19/11/2020,A company that you dont wish to join,1.0,Aircraft Engineer,"Paya Lebar,",reviews,objective,neutral,,-,0.61981183,3633.0,-
5016,5016,ST Aerospace,31/5/2020,Good Company,5.0,Aircraft Technician,Singapore,reviews,objective,neutral,,"pro : good environment , good place learn . con : must ready ots",0.6476867,3638.0,"pro : good environment , good place learn . con : must ready ots"
5018,5018,ST Aerospace,12/3/2020,aircraft mechanic applicant,5.0,Aircraft Mechanic,Singapore,reviews,objective,neutral,,pro : work passion apply good technique aircraft . con : no downside im ready type work aircraft,0.87538856,3640.0,pro : work passion apply good technique aircraft . con : no downside im ready type work aircraft
5023,5023,ST Aerospace,24/11/2019,good,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : good colleague , good bos , good project . con : culture , food , transport , hr , lol",0.77153844,3645.0,"pro : good colleague , good bos , good project . con : culture , food , transport , hr , lol"
5025,5025,ST Aerospace,25/10/2019,Operations Executive,5.0,Anonymous Employee,,reviews,objective,neutral,,pro : environment staff good . con : salary package not compatible compare commercial sector .,0.8791389,3647.0,pro : environment staff good . con : salary package not compatible compare commercial sector .
5028,5028,ST Aerospace,13/9/2019,Lacking work life balance,1.0,Licensed Aircraft Engineer,Singapore,reviews,objective,neutral,,pro : still look pro tell . con : half hour lunch eat depress,0.8051914,3650.0,pro : still look pro tell . con : half hour lunch eat depress
5052,5052,ST Aerospace,13/3/2018,Engineer in St aerospace,1.0,Engineer,Singapore,reviews,objective,neutral,,-,0.61981183,3674.0,-
5055,5055,ST Aerospace,10/1/2018,a total mess,1.0,Aircraft Engineer,,reviews,objective,neutral,,pro : lot ots good place `` learn `` . con : no work life balance limit career progression severely manpower issue,0.77606225,3677.0,pro : lot ots good place `` learn `` . con : no work life balance limit career progression severely manpower issue
5061,5061,ST Aerospace,10/10/2017,Snr Tech,1.0,Senior Technician,"Paya Lebar,",reviews,objective,neutral,,pro : lot overtime people life .. con : low start pay low pay industry .,0.8298793,3683.0,pro : lot overtime people life .. con : low start pay low pay industry .
5071,5071,ST Aerospace,9/2/2017,IT,5.0,IT Specialist,,reviews,objective,neutral,,"pro : work life balance , good culture environment . nice colleague . late technology . con : training job training",0.63415533,3693.0,"pro : work life balance , good culture environment . nice colleague . late technology . con : training job training"
5111,5111,ST Aerospace,25/9/2022,Lanyards are cool,5.0,Anonymous Employee,,reviews,objective,neutral,,"pro : keep best talent , spark joy inspire productivity throughout organization whole⊓leading save cost higher roi .. con : none i⊙m happy thank",0.5248489,3733.0,"pro : keep best talent , spark joy inspire productivity throughout organization whole⊓leading save cost higher roi .. con : none i⊙m happy thank"
